Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,Bolt Hole Spacing - Across,C0 - Static Load,C - Dynamic Load (Basic),CAD,LinkToPart,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension K,Dimension L,Dimension M,Dimension R,Dimension S,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QMPG30J515S,23230 ,5 15/16 in,6.693 in / 170 mm,17.25 in / 438.2 mm,19 in / 482.6 mm,3.54 in / 89.9 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpg30j515s,Mounted Bearing,23230,5 15/16 in,Imperial,QMPG30J515SB/QMPG30J515SC/QMPG30J515SEB/QMPG30J515SEC/QMPG30J515SEM/QMPG30J515SEN/QMPG30J515SEO/QMPG30J515SET/QMPG30J515SM/QMPG30J515SN/QMPG30J515SO/QMPG30J515ST,Eccentric,Four-Bolt Pillow Block,0883450033268/0883450033299/0883450140171/0883450140188/0883450140195/0883450140201/0883450140232/0883450140249/0883450158398/0883450158794/0883450252164/0883450252324,6.693 in/170 mm,13.08 in/332.2 mm,8.07 in/205 mm,17.25 in/438.2 mm,19 in/482.6 mm,3.54 in/89.9 mm,21.65 in/549.9 mm,6.75 in/171.5 mm,3 in/76.2 mm,1 in/24 mm,2.99 in/75.9 mm,7.82 in/198.6 mm,4.57 in/116.1 mm,0.38 in/9.7 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.110 mm,0.0067 in/0.170 mm
QMPH30J515S,23230 ,5 15/16 in,7.063 in / 179.4 mm,19.38 in / 492.3 mm,21.63 in / 549.4 mm,4-1/4 in / 108 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmph30j515s,Mounted Bearing,23230,5 15/16 in,Imperial,QMPH30J515SB/QMPH30J515SC/QMPH30J515SEB/QMPH30J515SEC/QMPH30J515SEM/QMPH30J515SEN/QMPH30J515SEO/QMPH30J515SET/QMPH30J515SM/QMPH30J515SN/QMPH30J515SO/QMPH30J515ST,Eccentric,Four-Bolt Pillow Block,0883450033992/0883450034029/0883450138987/0883450138994/0883450139007/0883450139014/0883450139045/0883450139052/0883450157599/0883450157995/0883450251846/0883450252003,7.063 in/179.4 mm,13.38 in/339.9 mm,8.07 in/205 mm,19.38 in/492.3 mm,21.63 in/549.4 mm,4-1/4 in/108 mm,24-3/4 in/628.7 mm,6.75 in/171.5 mm,3.38 in/85.9 mm,1 in/24 mm,2.99 in/75.9 mm,7.94 in/201.7 mm,4.57 in/116.1 mm,0.26 in/6.6 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.110 mm,0.0067 in/0.170 mm
QMPX30J515S,23230 ,5 15/16 in,7.063 in / 179.4 mm,19.25 in / 489 mm,21.75 in / 552.5 mm,4.188 in / 106.4 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx30j515s,Mounted Bearing,23230,5 15/16 in,Imperial,QMPX30J515SB/QMPX30J515SC/QMPX30J515SEB/QMPX30J515SEC/QMPX30J515SEM/QMPX30J515SEN/QMPX30J515SEO/QMPX30J515SET/QMPX30J515SM/QMPX30J515SN/QMPX30J515SO/QMPX30J515ST,Eccentric,Four-Bolt Pillow Block,0883450095426/0883450095433/0883450095457/0883450095464/0883450095471/0883450095488/0883450095495/0883450095501/0883450159654/0883450160384/0883450252942/0883450253369,7.063 in/179.4 mm,13.38 in/339.9 mm,8.07 in/205 mm,19.25 in/489 mm,21.75 in/552.5 mm,4.188 in/106.4 mm,24-3/4 in/628.7 mm,6.75 in/171.5 mm,3.37 in/85.6 mm,1.125 in/24 mm,2.99 in/75.9 mm,7.75 in/196.9 mm,4.57 in/116.1 mm,0.19 in/4.8 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.110 mm,0.0067 in/0.170 mm
QMPF30J600S,23230 ,6 in,6.69 in / 169.9 mm,17.38 in / 441.5 mm,19.13 in / 485.9 mm,3-3/4 in / 95.3 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf30j600s,Mounted Bearing,23230,6 in,Imperial,QMPF30J600SB/QMPF30J600SC/QMPF30J600SEB/QMPF30J600SEC/QMPF30J600SEM/QMPF30J600SEN/QMPF30J600SEO/QMPF30J600SET/QMPF30J600SM/QMPF30J600SN/QMPF30J600SO/QMPF30J600ST/QMPF30J600STNG,Eccentric,Four-Bolt Pillow Block,0883450086028/0883450086035/0883450086059/0883450086066/0883450086073/0883450086080/0883450086097/0883450086103/0883450155991/0883450156721/0883450250931/0883450251358/0883450454650,6.69 in/169.9 mm,13 in/330.2 mm,8.07 in/205 mm,17.38 in/441.5 mm,19.13 in/485.9 mm,3-3/4 in/95.3 mm,22.0 in/558.8 mm,6.75 in/171.5 mm,3 in/76.2 mm,1 in/24 mm,2.99 in/75.9 mm,7.94 in/201.7 mm,4.57 in/116.1 mm,0.26 in/6.6 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.110 mm,0.0067 in/0.170 mm
QMPG30J600S,23230 ,6 in,6.693 in / 170 mm,17.25 in / 438.2 mm,19 in / 482.6 mm,3.54 in / 89.9 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpg30j600s,Mounted Bearing,23230,6 in,Imperial,QMPG30J600SB/QMPG30J600SC/QMPG30J600SEB/QMPG30J600SEC/QMPG30J600SEM/QMPG30J600SEN/QMPG30J600SEO/QMPG30J600SET/QMPG30J600SM/QMPG30J600SN/QMPG30J600SO/QMPG30J600ST/QMPG30J600STNG,Eccentric,Four-Bolt Pillow Block,0883450033329/0883450033336/0883450140270/0883450140287/0883450140294/0883450140300/0883450140331/0883450140348/0883450158404/0883450158800/0883450252171/0883450252331/0883450454667,6.693 in/170 mm,13.08 in/332.2 mm,8.07 in/205 mm,17.25 in/438.2 mm,19 in/482.6 mm,3.54 in/89.9 mm,21.65 in/549.9 mm,6.75 in/171.5 mm,3 in/76.2 mm,1 in/24 mm,2.99 in/75.9 mm,7.82 in/198.6 mm,4.57 in/116.1 mm,0.38 in/9.7 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.110 mm,0.0067 in/0.170 mm
QMPH30J600S,23230 ,6 in,7.063 in / 179.4 mm,19.38 in / 492.3 mm,21.63 in / 549.4 mm,4-1/4 in / 108 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmph30j600s,Mounted Bearing,23230,6 in,Imperial,QMPH30J600SB/QMPH30J600SC/QMPH30J600SEB/QMPH30J600SEC/QMPH30J600SEM/QMPH30J600SEN/QMPH30J600SEO/QMPH30J600SET/QMPH30J600SM/QMPH30J600SN/QMPH30J600SO/QMPH30J600ST/QMPH30J600STNG,Eccentric,Four-Bolt Pillow Block,0883450034036/0883450034043/0883450139083/0883450139090/0883450139106/0883450139113/0883450139144/0883450139151/0883450157605/0883450158008/0883450251853/0883450252010/0883450454674,7.063 in/179.4 mm,13.38 in/339.9 mm,8.07 in/205 mm,19.38 in/492.3 mm,21.63 in/549.4 mm,4-1/4 in/108 mm,24-3/4 in/628.7 mm,6.75 in/171.5 mm,3.38 in/85.9 mm,1 in/24 mm,2.99 in/75.9 mm,7.94 in/201.7 mm,4.57 in/116.1 mm,0.26 in/6.6 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.110 mm,0.0067 in/0.170 mm
QMPX30J600S,23230 ,6 in,7.063 in / 179.4 mm,19.25 in / 489 mm,21.75 in / 552.5 mm,4.188 in / 106.4 mm,372000 lbf / 1660000 N,286000 lbf / 1270000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx30j600s,Mounted Bearing,23230,6 in,Imperial,QMPX30J600SB/QMPX30J600SC/QMPX30J600SEB/QMPX30J600SEC/QMPX30J600SEM/QMPX30J600SEN/QMPX30J600SEO/QMPX30J600SET/QMPX30J600SM/QMPX30J600SN/QMPX30J600SO/QMPX30J600ST/QMPX30J600STNG,Eccentric,Four-Bolt Pillow Block,0883450095525/0883450095532/0883450095556/0883450095563/0883450095570/0883450095587/0883450095594/0883450095600/0883450159661/0883450160391/0883450252959/0883450253376/0883450454681,7.063 in/179.4 mm,13.38 in/339.9 mm,8.07 in/205 mm,19.25 in/489 mm,21.75 in/552.5 mm,4.188 in/106.4 mm,24-3/4 in/628.7 mm,6.75 in/171.5 mm,3.37 in/85.6 mm,1.125 in/24 mm,2.99 in/75.9 mm,7.75 in/196.9 mm,4.57 in/116.1 mm,0.19 in/4.8 mm,7.56 in/192 mm,372000 lbf/1660000 N,286000 lbf/1270000 N,0.32,2.08,3.10,650 rpm,950 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0043,0.0067,0.0043 in/0.110 mm,0.0067 in/0.170 mm
QMPF34J607S,23234 ,6 7/16 in,7-1/2 in / 190.5 mm,20.88 in / 530.4 mm,23.63 in / 600.2 mm,4.63 in / 117.5 mm,494000 lbf / 2200000 N,373000 lbf / 1660000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf34j607s,Mounted Bearing,23234,6 7/16 in,Imperial,QMPF34J607SB/QMPF34J607SC/QMPF34J607SEB/QMPF34J607SEC/QMPF34J607SEM/QMPF34J607SEN/QMPF34J607SEO/QMPF34J607SET/QMPF34J607SM/QMPF34J607SN/QMPF34J607SO/QMPF34J607ST,Eccentric,Four-Bolt Pillow Block,0883450086127/0883450086134/0883450086158/0883450086165/0883450086172/0883450086189/0883450086196/0883450086202/0883450156011/0883450156745/0883450250955/0883450251372,7-1/2 in/190.5 mm,15.38 in/390.7 mm,9.25 in/235 mm,20.88 in/530.4 mm,23.63 in/600.2 mm,4.63 in/117.5 mm,26 in/660.4 mm,7.5 in/190.5 mm,2.5 in/63.5 mm,1 in/24 mm,3.35 in/85.1 mm,8.83 in/224.3 mm,5.08 in/129 mm,0.22 in/5.6 mm,8.43 in/214.1 mm,494000 lbf/2200000 N,373000 lbf/1660000 N,0.33,2.08,3.09,600 rpm,900 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0047,0.0071,0.0047 in/0.120 mm,0.0071 in/0.180 mm
QMPG34J607S,23234 ,6 7/16 in,7-1/2 in / 190.5 mm,20.88 in / 530.4 mm,23.63 in / 600.2 mm,4.63 in / 117.6 mm,494000 lbf / 2200000 N,373000 lbf / 1660000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpg34j607s,Mounted Bearing,23234,6 7/16 in,Imperial,QMPG34J607SB/QMPG34J607SC/QMPG34J607SEB/QMPG34J607SEC/QMPG34J607SEM/QMPG34J607SEN/QMPG34J607SEO/QMPG34J607SET/QMPG34J607SM/QMPG34J607SN/QMPG34J607SO/QMPG34J607ST,Eccentric,Four-Bolt Pillow Block,0883450252195/0883450252355/0883450262019/0883450262071/0883450262149/0883450262200/0883450262262/0883450262330/0883450356428/0883450356435/0883450356442/0883450356459,7-1/2 in/190.5 mm,15.38 in/390.7 mm,9.25 in/235 mm,20.88 in/530.4 mm,23.63 in/600.2 mm,4.63 in/117.6 mm,28 in/711.2 mm,7.5 in/190.5 mm,2.5 in/63.5 mm,1 in/24 mm,3.35 in/85.1 mm,8.83 in/224.3 mm,5.08 in/129 mm,0.22 in/5.6 mm,8.43 in/214.1 mm,494000 lbf/2200000 N,373000 lbf/1660000 N,0.33,2.08,3.09,600 rpm,900 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0047,0.0071,0.0047 in/0.120 mm,0.0071 in/0.180 mm
QMPH34J607S,23234 ,6 7/16 in,7-1/2 in / 190.5 mm,20.88 in / 530.4 mm,23.63 in / 600.2 mm,4.63 in / 117.5 mm,494000 lbf / 2200000 N,373000 lbf / 1660000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmph34j607s,Mounted Bearing,23234,6 7/16 in,Imperial,QMPH34J607SB/QMPH34J607SC/QMPH34J607SEB/QMPH34J607SEC/QMPH34J607SEM/QMPH34J607SEN/QMPH34J607SEO/QMPH34J607SET/QMPH34J607SM/QMPH34J607SN/QMPH34J607SO/QMPH34J607ST,Eccentric,Four-Bolt Pillow Block,0883450251877/0883450252034/0883450261647/0883450261708/0883450261777/0883450261838/0883450261890/0883450261951/0883450329163/0883450329170/0883450356626/0883450356633,7-1/2 in/190.5 mm,15.38 in/390.7 mm,9.25 in/235 mm,20.88 in/530.4 mm,23.63 in/600.2 mm,4.63 in/117.5 mm,28 in/711.2 mm,7.5 in/190.5 mm,2.5 in/63.5 mm,1 in/24 mm,3.35 in/85.1 mm,8.83 in/224.3 mm,5.08 in/129 mm,0.22 in/5.6 mm,8.43 in/214.1 mm,494000 lbf/2200000 N,373000 lbf/1660000 N,0.33,2.08,3.09,600 rpm,900 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0047,0.0071,0.0047 in/0.120 mm,0.0071 in/0.180 mm
QMPX34J607S,23234 ,6 7/16 in,7.88 in / 200 mm,21.63 in / 549.4 mm,24.38 in / 619.3 mm,4.44 in / 112.8 mm,494000 lbf / 2200000 N,373000 lbf / 1660000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx34j607s,Mounted Bearing,23234,6 7/16 in,Imperial,QMPX34J607SB/QMPX34J607SC/QMPX34J607SEB/QMPX34J607SEC/QMPX34J607SEM/QMPX34J607SEN/QMPX34J607SEO/QMPX34J607SET/QMPX34J607SM/QMPX34J607SN/QMPX34J607SO/QMPX34J607ST,Eccentric,Four-Bolt Pillow Block,0883450095624/0883450095631/0883450095655/0883450095662/0883450095679/0883450095686/0883450095693/0883450095709/0883450159685/0883450160414/0883450252973/0883450253390,7.88 in/200 mm,15.75 in/400.1 mm,9.25 in/235 mm,21.63 in/549.4 mm,24.38 in/619.3 mm,4.44 in/112.8 mm,28 in/711.2 mm,7.5 in/190.5 mm,2.88 in/73.2 mm,1.25 in/30 mm,3.35 in/85.1 mm,8.83 in/224.3 mm,5.08 in/129 mm,0.22 in/5.6 mm,8.43 in/214.1 mm,494000 lbf/2200000 N,373000 lbf/1660000 N,0.33,2.08,3.09,600 rpm,900 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0047,0.0071,0.0047 in/0.120 mm,0.0071 in/0.180 mm
QMPF34J608S,23234 ,6 1/2 in,7-1/2 in / 190.5 mm,20.88 in / 530.4 mm,23.63 in / 600.2 mm,4.63 in / 117.5 mm,494000 lbf / 2200000 N,373000 lbf / 1660000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf34j608s,Mounted Bearing,23234,6 1/2 in,Imperial,QMPF34J608SB/QMPF34J608SC/QMPF34J608SEB/QMPF34J608SEC/QMPF34J608SEM/QMPF34J608SEN/QMPF34J608SEO/QMPF34J608SET/QMPF34J608SM/QMPF34J608SN/QMPF34J608SO/QMPF34J608ST/QMPF34J608STHT,Eccentric,Four-Bolt Pillow Block,0883450086226/0883450086233/0883450086257/0883450086264/0883450086271/0883450086288/0883450086295/0883450086301/0883450156028/0883450156752/0883450250962/0883450251389/0883450955683,7-1/2 in/190.5 mm,15.38 in/390.7 mm,9.25 in/235 mm,20.88 in/530.4 mm,23.63 in/600.2 mm,4.63 in/117.5 mm,26 in/660.4 mm,7.5 in/190.5 mm,2.5 in/63.5 mm,1 in/24 mm,3.35 in/85.1 mm,8.83 in/224.3 mm,5.08 in/129 mm,0.22 in/5.6 mm,8.43 in/214.1 mm,494000 lbf/2200000 N,373000 lbf/1660000 N,0.33,2.08,3.09,600 rpm,900 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0047,0.0071,0.0047 in/0.120 mm,0.0071 in/0.180 mm
QMPG34J608S,23234 ,6 1/2 in,7-1/2 in / 190.5 mm,20.88 in / 530.4 mm,23.63 in / 600.2 mm,4.63 in / 117.6 mm,494000 lbf / 2200000 N,373000 lbf / 1660000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpg34j608s,Mounted Bearing,23234,6 1/2 in,Imperial,QMPG34J608SB/QMPG34J608SC/QMPG34J608SEB/QMPG34J608SEC/QMPG34J608SEM/QMPG34J608SEN/QMPG34J608SEO/QMPG34J608SET/QMPG34J608SM/QMPG34J608SN/QMPG34J608SO/QMPG34J608ST,Eccentric,Four-Bolt Pillow Block,0883450252201/0883450252362/0883450262026/0883450262088/0883450262156/0883450262217/0883450262279/0883450262347/0883450356466/0883450356473/0883450356480/0883450356497,7-1/2 in/190.5 mm,15.38 in/390.7 mm,9.25 in/235 mm,20.88 in/530.4 mm,23.63 in/600.2 mm,4.63 in/117.6 mm,28 in/711.2 mm,7.5 in/190.5 mm,2.5 in/63.5 mm,1 in/24 mm,3.35 in/85.1 mm,8.83 in/224.3 mm,5.08 in/129 mm,0.22 in/5.6 mm,8.43 in/214.1 mm,494000 lbf/2200000 N,373000 lbf/1660000 N,0.33,2.08,3.09,600 rpm,900 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0047,0.0071,0.0047 in/0.120 mm,0.0071 in/0.180 mm
QMPH34J608S,23234 ,6 1/2 in,7-1/2 in / 190.5 mm,20.88 in / 530.4 mm,23.63 in / 600.2 mm,4.63 in / 117.5 mm,494000 lbf / 2200000 N,373000 lbf / 1660000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmph34j608s,Mounted Bearing,23234,6 1/2 in,Imperial,QMPH34J608SB/QMPH34J608SC/QMPH34J608SEB/QMPH34J608SEC/QMPH34J608SEM/QMPH34J608SEN/QMPH34J608SEO/QMPH34J608SET/QMPH34J608SM/QMPH34J608SN/QMPH34J608SO/QMPH34J608ST,Eccentric,Four-Bolt Pillow Block,0883450251884/0883450252041/0883450261654/0883450261715/0883450261784/0883450261845/0883450261906/0883450261968/0883450329187/0883450329194/0883450356640/0883450356657,7-1/2 in/190.5 mm,15.38 in/390.7 mm,9.25 in/235 mm,20.88 in/530.4 mm,23.63 in/600.2 mm,4.63 in/117.5 mm,28 in/711.2 mm,7.5 in/190.5 mm,2.5 in/63.5 mm,1 in/24 mm,3.35 in/85.1 mm,8.83 in/224.3 mm,5.08 in/129 mm,0.22 in/5.6 mm,8.43 in/214.1 mm,494000 lbf/2200000 N,373000 lbf/1660000 N,0.33,2.08,3.09,600 rpm,900 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0047,0.0071,0.0047 in/0.120 mm,0.0071 in/0.180 mm
QMPX34J608S,23234 ,6 1/2 in,7.88 in / 200 mm,21.63 in / 549.4 mm,24.38 in / 619.3 mm,4.44 in / 112.8 mm,494000 lbf / 2200000 N,373000 lbf / 1660000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx34j608s,Mounted Bearing,23234,6 1/2 in,Imperial,QMPX34J608SB/QMPX34J608SC/QMPX34J608SEB/QMPX34J608SEC/QMPX34J608SEM/QMPX34J608SEN/QMPX34J608SEO/QMPX34J608SET/QMPX34J608SM/QMPX34J608SN/QMPX34J608SO/QMPX34J608ST,Eccentric,Four-Bolt Pillow Block,0883450095723/0883450095730/0883450095754/0883450095761/0883450095778/0883450095785/0883450095792/0883450095808/0883450159692/0883450160421/0883450252980/0883450253406,7.88 in/200 mm,15.75 in/400.1 mm,9.25 in/235 mm,21.63 in/549.4 mm,24.38 in/619.3 mm,4.44 in/112.8 mm,28 in/711.2 mm,7.5 in/190.5 mm,2.88 in/73.2 mm,1.25 in/30 mm,3.35 in/85.1 mm,8.83 in/224.3 mm,5.08 in/129 mm,0.22 in/5.6 mm,8.43 in/214.1 mm,494000 lbf/2200000 N,373000 lbf/1660000 N,0.33,2.08,3.09,600 rpm,900 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0047,0.0071,0.0047 in/0.120 mm,0.0071 in/0.180 mm
QMPF34J615S,23234 ,6 15/16 in,7-1/2 in / 190.5 mm,20.88 in / 530.4 mm,23.63 in / 600.2 mm,4.63 in / 117.5 mm,494000 lbf / 2200000 N,373000 lbf / 1660000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf34j615s,Mounted Bearing,23234,6 15/16 in,Imperial,QMPF34J615SB/QMPF34J615SC/QMPF34J615SEB/QMPF34J615SEC/QMPF34J615SEM/QMPF34J615SEN/QMPF34J615SEO/QMPF34J615SET/QMPF34J615SM/QMPF34J615SN/QMPF34J615SO/QMPF34J615ST,Eccentric,Four-Bolt Pillow Block,0883450086325/0883450086332/0883450086356/0883450086363/0883450086370/0883450086387/0883450086394/0883450086400/0883450156042/0883450156776/0883450250986/0883450251402,7-1/2 in/190.5 mm,15.38 in/390.7 mm,9.25 in/235 mm,20.88 in/530.4 mm,23.63 in/600.2 mm,4.63 in/117.5 mm,26 in/660.4 mm,7.5 in/190.5 mm,2.5 in/63.5 mm,1 in/24 mm,3.35 in/85.1 mm,8.83 in/224.3 mm,5.08 in/129 mm,0.22 in/5.6 mm,8.43 in/214.1 mm,494000 lbf/2200000 N,373000 lbf/1660000 N,0.33,2.08,3.09,600 rpm,900 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0047,0.0071,0.0047 in/0.120 mm,0.0071 in/0.180 mm
QMPG34J615S,23234 ,6 15/16 in,7.88 in / 200 mm,21.63 in / 549.4 mm,24.38 in / 619.3 mm,4-1/2 in / 114.3 mm,494000 lbf / 2200000 N,373000 lbf / 1660000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpg34j615s,Mounted Bearing,23234,6 15/16 in,Imperial,QMPG34J615SB/QMPG34J615SC/QMPG34J615SEB/QMPG34J615SEC/QMPG34J615SEM/QMPG34J615SEN/QMPG34J615SEO/QMPG34J615SET/QMPG34J615SM/QMPG34J615SN/QMPG34J615SO/QMPG34J615ST,Eccentric,Four-Bolt Pillow Block,0883450252225/0883450252386/0883450262040/0883450262101/0883450262170/0883450262231/0883450262293/0883450262361/0883450356503/0883450356510/0883450356527/0883450356534,7.88 in/200 mm,15.75 in/400.1 mm,9.25 in/235 mm,21.63 in/549.4 mm,24.38 in/619.3 mm,4-1/2 in/114.3 mm,28 in/711.2 mm,7.5 in/190.5 mm,2.88 in/73.2 mm,1.25 in/30 mm,3.35 in/85.1 mm,8.83 in/224.3 mm,5.08 in/129 mm,0.22 in/5.6 mm,8.43 in/214.1 mm,494000 lbf/2200000 N,373000 lbf/1660000 N,0.33,2.08,3.09,600 rpm,900 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0047,0.0071,0.0047 in/0.120 mm,0.0071 in/0.180 mm
QMPH34J615S,23234 ,6 15/16 in,7.88 in / 200 mm,21.63 in / 549.4 mm,24.38 in / 619.3 mm,4-1/2 in / 114.3 mm,494000 lbf / 2200000 N,373000 lbf / 1660000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmph34j615s,Mounted Bearing,23234,6 15/16 in,Imperial,QMPH34J615SB/QMPH34J615SC/QMPH34J615SEB/QMPH34J615SEC/QMPH34J615SEM/QMPH34J615SEN/QMPH34J615SEO/QMPH34J615SET/QMPH34J615SM/QMPH34J615SN/QMPH34J615SO/QMPH34J615ST,Eccentric,Four-Bolt Pillow Block,0883450251907/0883450252065/0883450261678/0883450261739/0883450261807/0883450261869/0883450261920/0883450261982/0883450329200/0883450329217/0883450356664/0883450356671,7.88 in/200 mm,15.75 in/400.1 mm,9.25 in/235 mm,21.63 in/549.4 mm,24.38 in/619.3 mm,4-1/2 in/114.3 mm,28 in/711.2 mm,7.5 in/190.5 mm,2.88 in/73.2 mm,1.25 in/30 mm,3.35 in/85.1 mm,8.83 in/224.3 mm,5.08 in/129 mm,0.22 in/5.6 mm,8.43 in/214.1 mm,494000 lbf/2200000 N,373000 lbf/1660000 N,0.33,2.08,3.09,600 rpm,900 rpm,350 rpm,600 rpm,800 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0047,0.0071,0.0047 in/0.120 mm,0.0071 in/0.180 mm
