Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,LinkToPart,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RV,Dimension SV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVP11V200S,22211 ,2 in,2.25 in / 57.2 mm,6 in / 152.4 mm,7.13 in / 181.1 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvp11v200s,Mounted Bearing,22211,2 in,Imperial,QVP11V200SB/QVP11V200SC/QVP11V200SEB/QVP11V200SEC/QVP11V200SEM/QVP11V200SEN/QVP11V200SEO/QVP11V200SET/QVP11V200SM/QVP11V200SN/QVP11V200SO/QVP11V200ST,Single V-Lock,Two-Bolt Pillow Block,0883450014144/0883450032339/0883450094115/0883450094542/0883450106580/0883450106719/0883450112987/0883450113243/0883450125598/0883450126069/0883450137423/0883450137515,2.25 in/57.2 mm,4.81 in/122.2 mm,2.99 in/75.9 mm,6 in/152.4 mm,7.13 in/181.1 mm,8.88 in/225.6 mm,2.44 in/62 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.23 in/82 mm,0.06 in/1.5 mm,3.14 in/79.8 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPL11V200S,22211 ,2 in,2.25 in / 57.2 mm,5.93 in / 150.6 mm,6.36 in / 161.5 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpl11v200s,Mounted Bearing,22211,2 in,Imperial,QVPL11V200SB/QVPL11V200SC/QVPL11V200SEB/QVPL11V200SEC/QVPL11V200SEM/QVPL11V200SEN/QVPL11V200SEO/QVPL11V200SET/QVPL11V200SM/QVPL11V200SN/QVPL11V200SO/QVPL11V200ST,Single V-Lock,Two-Bolt Pillow Block,0883450032667/0883450032773/0883450095914/0883450096348/0883450107105/0883450107242/0883450113977/0883450114103/0883450127394/0883450127868/0883450137782/0883450137874,2.25 in/57.2 mm,4.81 in/122.2 mm,2.99 in/75.9 mm,5.93 in/150.6 mm,6.36 in/161.5 mm,8.38 in/212.9 mm,2.44 in/62 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.23 in/82 mm,0.06 in/1.5 mm,3.14 in/79.8 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPN11V200S,22211 ,2 in,2.75 in / 69.9 mm,6.5 in / 165.1 mm,8.7 in / 221 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn11v200s,Mounted Bearing,22211,2 in,Imperial,QVPN11V200SB/QVPN11V200SC/QVPN11V200SEB/QVPN11V200SEC/QVPN11V200SEM/QVPN11V200SEN/QVPN11V200SEO/QVPN11V200SET/QVPN11V200SM/QVPN11V200SN/QVPN11V200SO/QVPN11V200ST,Single V-Lock,Two-Bolt Pillow Block,0883450145190/0883450145480/0883450151207/0883450151351/0883450161886/0883450162098/0883450181334/0883450181563/0883450200592/0883450245685/0883450281140/0883450281317,2.75 in/69.9 mm,5.33 in/135.4 mm,2.99 in/75.9 mm,6.5 in/165.1 mm,8.7 in/221 mm,9.88 in/251 mm,2.7 in/68.6 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.19 in/81 mm,0.04 in/1 mm,3.14 in/79.8 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPA11V200S,22211 ,2 in,2.75 in / 69.9 mm,6.5 in / 155.1 mm,8.7 in / 221 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa11v200s,Mounted Bearing,22211,2 in,Imperial,QVPA11V200SB/QVPA11V200SC/QVPA11V200SEB/QVPA11V200SEC/QVPA11V200SEM/QVPA11V200SEN/QVPA11V200SEO/QVPA11V200SET/QVPA11V200SM/QVPA11V200SN/QVPA11V200SO/QVPA11V200ST,Single V-Lock,Two-Bolt Pillow Block,883450146302/883450146456/883450151801/883450151955/883450164481/883450166850/883450182010/883450183000/883450256919/883450259583/883450281768/883450281911,2.75 in/69.9 mm,5.33 in/135.4 mm,2.99 in/75.9 mm,6.5 in/155.1 mm,8.7 in/221 mm,9.88 in/250.8 mm,2.38 in/60.3 mm,1.25 in/31.8 mm,0.625 in/16 mm,2.58 in/65.7 mm,0.26 in/6.7 mm,2.32 in/59 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVSN11V200S,22211 ,2 in,2.76 in / 70 mm,7.2 in / 183 mm,8.5 in / 216 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn11v200s,Mounted Bearing,22211,2 in,Imperial,QVSN11V200SB/QVSN11V200SC/QVSN11V200SEB/QVSN11V200SEC/QVSN11V200SEM/QVSN11V200SEN/QVSN11V200SEO/QVSN11V200SET/QVSN11V200SM/QVSN11V200SN/QVSN11V200SO/QVSN11V200ST,Single V-Lock,Two-Bolt Pillow Block,0883450097642/0883450098311/0883450107624/0883450107822/0883450114509/0883450114691/0883450129169/0883450129794/0883450138130/0883450138260/0883450357814/0883450357944,2.76 in/70 mm,5.35 in/136 mm,2.99 in/76 mm,7.2 in/183 mm,8.5 in/216 mm,10 in/254 mm,2.68 in/68 mm,1 in/25 mm,0.625 in/16 mm,3.35 in/85 mm,0.21 in/5.3 mm,3.14 in/79.8 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVP12V055S,22212 ,55 mm,2.5 in / 63.5 mm,6.5 in / 165.1 mm,7.88 in / 200.2 mm,39000 lbf / 174000 N,38100 lbf / 169000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvp12v055s,Mounted Bearing,22212,55 mm,Metric,QVP12V055SB/QVP12V055SC/QVP12V055SEB/QVP12V055SEC/QVP12V055SEM/QVP12V055SEN/QVP12V055SEO/QVP12V055SET/QVP12V055SM/QVP12V055SN/QVP12V055SO/QVP12V055ST/QVP12V055STNG,Single V-Lock,Two-Bolt Pillow Block,0883450014236/0883450032377/0883450094313/0883450094740/0883450106641/0883450106771/0883450113106/0883450113366/0883450125796/0883450126267/0883450137461/0883450137553/0883450433747,2.5 in/63.5 mm,5.25 in/133.4 mm,3.16 in/80.3 mm,6.5 in/165.1 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,2.63 in/66.8 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.33 in/84.6 mm,0.05 in/1.3 mm,3.14 in/79.8 mm,39000 lbf/174000 N,38100 lbf/169000 N,0.24,2.84,4.23,2000 rpm,3500 rpm,1650 rpm,2000 rpm,3000 rpm,1550 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPA13V055S,22213 ,55 mm,3 in / 76.2 mm,7.2 in / 182.9 mm,9.2 in / 233.7 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa13v055s,Mounted Bearing,22213,55 mm,Metric,QVPA13V055SB/QVPA13V055SC/QVPA13V055SEB/QVPA13V055SEC/QVPA13V055SEM/QVPA13V055SEN/QVPA13V055SEO/QVPA13V055SET/QVPA13V055SM/QVPA13V055SN/QVPA13V055SO/QVPA13V055ST,Single V-Lock,Two-Bolt Pillow Block,0883450146333/0883450146487/0883450151832/0883450151986/0883450164511/0883450167567/0883450182041/0883450183031/0883450257596/0883450260039/0883450281799/0883450281942,3 in/76.2 mm,5.95 in/151.1 mm,3.16 in/80.3 mm,7.2 in/182.9 mm,9.2 in/233.7 mm,10.31 in/261.9 mm,2.7 in/68.6 mm,1.23 in/31.2 mm,0.625 in/16 mm,3.36 in/85.3 mm,0.08 in/2 mm,3.36 in/85.3 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPKT13V055S,22213 ,55 mm,3 in / 76.2 mm,7.66 in / 194.6 mm,8.78 in / 223 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpkt13v055s,Mounted Bearing,22213,55 mm,Metric,QVPKT13V055SB/QVPKT13V055SC/QVPKT13V055SEB/QVPKT13V055SEC/QVPKT13V055SEM/QVPKT13V055SEN/QVPKT13V055SEO/QVPKT13V055SET/QVPKT13V055SM/QVPKT13V055SN/QVPKT13V055SO/QVPKT13V055ST,Single V-Lock,Two-Bolt Pillow Block,0883450149020/0883450149051/0883450153591/0883450153621/0883450176682/0883450176712/0883450185790/0883450185820/0883450279345/0883450279376/0883450283540/0883450283571,3 in/76.2 mm,6.05 in/153.7 mm,3.16 in/80.3 mm,7.66 in/194.6 mm,8.78 in/223 mm,11.25 in/285.8 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.46 in/87.9 mm,0.09 in/2.3 mm,3.36 in/85.3 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPL12V055S,22212 ,55 mm,2.5 in / 63.5 mm,6.5 in / 165.1 mm,7.06 in / 179.3 mm,39000 lbf / 174000 N,38100 lbf / 169000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpl12v055s,Mounted Bearing,22212,55 mm,Metric,QVPL12V055SB/QVPL12V055SC/QVPL12V055SEB/QVPL12V055SEC/QVPL12V055SEM/QVPL12V055SEN/QVPL12V055SEO/QVPL12V055SET/QVPL12V055SM/QVPL12V055SN/QVPL12V055SO/QVPL12V055ST,Single V-Lock,Two-Bolt Pillow Block,0883450032711/0883450096119/0883450096546/0883450107167/0883450107303/0883450114035/0883450114165/0883450127592/0883450128063/0883450137829/0883450137911/0883450357432,2.5 in/63.5 mm,5.25 in/133.4 mm,3.16 in/80.3 mm,6.5 in/165.1 mm,7.06 in/179.3 mm,8.88 in/225.6 mm,2.58 in/65.5 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.3 in/83.8 mm,0.05 in/1.3 mm,3.14 in/79.8 mm,39000 lbf/174000 N,38100 lbf/169000 N,0.24,2.84,4.23,2000 rpm,3500 rpm,1650 rpm,2000 rpm,3000 rpm,1550 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPN12V055S,22212 ,55 mm,2.76 in / 70 mm,7 in / 177.8 mm,8.63 in / 219.2 mm,39000 lbf / 174000 N,38100 lbf / 169000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn12v055s,Mounted Bearing,22212,55 mm,Metric,QVPN12V055SB/QVPN12V055SC/QVPN12V055SEB/QVPN12V055SEC/QVPN12V055SEM/QVPN12V055SEN/QVPN12V055SEO/QVPN12V055SET/QVPN12V055SM/QVPN12V055SN/QVPN12V055SO/QVPN12V055ST,Single V-Lock,Two-Bolt Pillow Block,883450421942/883450421959/883450421966/883450421973/883450421980/883450421997/883450422000/883450422017/883450422024/883450422031/883450422048/883450422055,2.76 in/70 mm,5.53 in/140.5 mm,3.16 in/80.3 mm,7 in/177.8 mm,8.63 in/219.2 mm,10 in/254 mm,2.38 in/60.5 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.2 in/81.3 mm,0.22 in/5.7 mm,2.44 in/62 mm,39000 lbf/174000 N,38100 lbf/169000 N,0.24,2.84,4.23,2000 rpm,3500 rpm,1650 rpm,2000 rpm,3000 rpm,1550 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVSN12V055S,22212 ,55 mm,2.76 in / 70 mm,7.2 in / 183 mm,8.5 in / 216 mm,39000 lbf / 174000 N,38100 lbf / 169000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn12v055s,Mounted Bearing,22212,55 mm,Metric,QVSN12V055SB/QVSN12V055SC/QVSN12V055SEB/QVSN12V055SEC/QVSN12V055SEM/QVSN12V055SEN/QVSN12V055SEO/QVSN12V055SET/QVSN12V055SM/QVSN12V055SN/QVSN12V055SO/QVSN12V055ST,Single V-Lock,Two-Bolt Pillow Block,0883450097710/0883450098342/0883450107648/0883450107846/0883450114516/0883450114707/0883450129190/0883450129862/0883450138147/0883450138277/0883450357821/0883450357951,2.76 in/70 mm,5.55 in/141 mm,3.15 in/80 mm,7.2 in/183 mm,8.5 in/216 mm,10 in/254 mm,2.68 in/68 mm,1 in/25 mm,0.625 in/16 mm,3.35 in/85 mm,0.21 in/5.3 mm,3.14 in/79.8 mm,39000 lbf/174000 N,38100 lbf/169000 N,0.24,2.84,4.23,2000 rpm,3500 rpm,1650 rpm,2000 rpm,3000 rpm,1550 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVP12V203S,22212 ,2 3/16 in,2.5 in / 63.5 mm,6.5 in / 165.1 mm,7.88 in / 200.2 mm,39000 lbf / 174000 N,38100 lbf / 169000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvp12v203s,Mounted Bearing,22212,2 3/16 in,Imperial,QVP12V203SB/QVP12V203SC/QVP12V203SEB/QVP12V203SEC/QVP12V203SEM/QVP12V203SEN/QVP12V203SEO/QVP12V203SET/QVP12V203SM/QVP12V203SN/QVP12V203SO/QVP12V203ST,Single V-Lock,Two-Bolt Pillow Block,0883450014175/0883450032353/0883450094214/0883450094641/0883450106603/0883450106740/0883450113045/0883450113304/0883450125697/0883450126168/0883450137447/0883450137539,2.5 in/63.5 mm,5.25 in/133.4 mm,3.16 in/80.3 mm,6.5 in/165.1 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,2.63 in/66.8 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.33 in/84.6 mm,0.05 in/1.3 mm,3.14 in/79.8 mm,39000 lbf/174000 N,38100 lbf/169000 N,0.24,2.84,4.23,2000 rpm,3500 rpm,1650 rpm,2000 rpm,3000 rpm,1550 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPA13V203S,22213 ,2 3/16 in,3 in / 76.2 mm,7.2 in / 182.9 mm,9.2 in / 233.7 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa13v203s,Mounted Bearing,22213,2 3/16 in,Imperial,QVPA13V203SB/QVPA13V203SC/QVPA13V203SEB/QVPA13V203SEC/QVPA13V203SEM/QVPA13V203SEN/QVPA13V203SEO/QVPA13V203SET/QVPA13V203SM/QVPA13V203SN/QVPA13V203SO/QVPA13V203ST,Single V-Lock,Two-Bolt Pillow Block,0883450146319/0883450146463/0883450151818/0883450151962/0883450164498/0883450167543/0883450182027/0883450183017/0883450257176/0883450259590/0883450281775/0883450281928,3 in/76.2 mm,5.95 in/151.1 mm,3.16 in/80.3 mm,7.2 in/182.9 mm,9.2 in/233.7 mm,10.31 in/261.9 mm,2.7 in/68.6 mm,1.23 in/31.2 mm,0.625 in/16 mm,3.36 in/85.3 mm,0.08 in/2 mm,3.36 in/85.3 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPKT13V203S,22213 ,2 3/16 in,3 in / 76.2 mm,7.66 in / 194.6 mm,8.78 in / 223 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpkt13v203s,Mounted Bearing,22213,2 3/16 in,Imperial,QVPKT13V203SB/QVPKT13V203SC/QVPKT13V203SEB/QVPKT13V203SEC/QVPKT13V203SEM/QVPKT13V203SEN/QVPKT13V203SEO/QVPKT13V203SET/QVPKT13V203SM/QVPKT13V203SN/QVPKT13V203SO/QVPKT13V203ST,Single V-Lock,Two-Bolt Pillow Block,0883450148986/0883450149037/0883450153577/0883450153607/0883450176668/0883450176699/0883450185776/0883450185806/0883450279321/0883450279352/0883450283526/0883450283557,3 in/76.2 mm,6.05 in/153.7 mm,3.16 in/80.3 mm,7.66 in/194.6 mm,8.78 in/223 mm,11.25 in/285.8 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.46 in/87.9 mm,0.09 in/2.3 mm,3.36 in/85.3 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPL12V203S,22212 ,2 3/16 in,2.5 in / 63.5 mm,6.5 in / 165.1 mm,7.06 in / 179.3 mm,39000 lbf / 174000 N,38100 lbf / 169000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpl12v203s,Mounted Bearing,22212,2 3/16 in,Imperial,QVPL12V203SB/QVPL12V203SC/QVPL12V203SEB/QVPL12V203SEC/QVPL12V203SEM/QVPL12V203SEN/QVPL12V203SEO/QVPL12V203SET/QVPL12V203SM/QVPL12V203SMNP/QVPL12V203SN/QVPL12V203SO/QVPL12V203ST,Single V-Lock,Two-Bolt Pillow Block,0883450032681/0883450096010/0883450096447/0883450107136/0883450107266/0883450114004/0883450114141/0883450127493/0883450127967/0883450137805/0883450137898/0883450357418/0883450952774,2.5 in/63.5 mm,5.25 in/133.4 mm,3.16 in/80.3 mm,6.5 in/165.1 mm,7.06 in/179.3 mm,8.88 in/225.6 mm,2.58 in/65.5 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.3 in/83.8 mm,0.05 in/1.3 mm,3.14 in/79.8 mm,39000 lbf/174000 N,38100 lbf/169000 N,0.24,2.84,4.23,2000 rpm,3500 rpm,1650 rpm,2000 rpm,3000 rpm,1550 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPL14V207S,22214 ,2 7/16 in,2.75 in / 69.9 mm,6.81 in / 173 mm,7.44 in / 189 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpl14v207s,Mounted Bearing,22214,2 7/16 in,Imperial,QVPL14V207SB/QVPL14V207SC/QVPL14V207SEB/QVPL14V207SEC/QVPL14V207SEM/QVPL14V207SEN/QVPL14V207SEO/QVPL14V207SET/QVPL14V207SM/QVPL14V207SN/QVPL14V207SO/QVPL14V207ST/QVPL14V207STSLD,Single V-Lock,Two-Bolt Pillow Block,0883450112871/0883450112895/0883450112901/0883450112918/0883450172059/0883450172813/0883450202824/0883450203203/0883450215244/0883450215626/0883450227667/0883450228046/0883450955843,2.75 in/69.9 mm,5.8 in/147.3 mm,3.7 in/94 mm,6.81 in/173 mm,7.44 in/189 mm,9.25 in/235 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.625 in/16 mm,3.5 in/88.9 mm,0.2 in/5.1 mm,3.19 in/81 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPN15V207S,22215 ,2 7/16 in,3.15 in / 80 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn15v207s,Mounted Bearing,22215,2 7/16 in,Imperial,QVPN15V207SB/QVPN15V207SC/QVPN15V207SEB/QVPN15V207SEC/QVPN15V207SEM/QVPN15V207SEN/QVPN15V207SEO/QVPN15V207SET/QVPN15V207SM/QVPN15V207SN/QVPN15V207SO/QVPN15V207ST,Single V-Lock,Two-Bolt Pillow Block,0883450057264/0883450057363/0883450205740/0883450205887/0883450218160/0883450218313/0883450230582/0883450230735/0883450239325/0883450239479/0883450244282/0883450244435,3.15 in/80 mm,6.33 in/160.8 mm,3.84 in/97.5 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,10.88 in/276.4 mm,2.7 in/68.6 mm,1.15 in/29.2 mm,0.625 in/16 mm,3.36 in/85.3 mm,0.11 in/2.8 mm,3.25 in/82.6 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVSN14V207S,22214 ,2 7/16 in,3.15 in / 80 mm,7.72 in / 196 mm,9.25 in / 235 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn14v207s,Mounted Bearing,22214,2 7/16 in,Imperial,QVSN14V207SB/QVSN14V207SC/QVSN14V207SEB/QVSN14V207SEC/QVSN14V207SEM/QVSN14V207SEN/QVSN14V207SEO/QVSN14V207SET/QVSN14V207SM/QVSN14V207SN/QVSN14V207SO/QVSN14V207ST,Single V-Lock,Two-Bolt Pillow Block,0883450146586/0883450146593/0883450146623/0883450146630/0883450177375/0883450177818/0883450204989/0883450205368/0883450217408/0883450217781/0883450229821/0883450230209,3.15 in/80 mm,6.18 in/157 mm,3.7 in/94 mm,7.72 in/196 mm,9.25 in/235 mm,10.83 in/275 mm,2.91 in/74 mm,1.38 in/35 mm,0.625 in/16 mm,3.5 in/89 mm,0.31 in/7.9 mm,3.19 in/81 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPXT14V207S,22214 ,2 7/16 in,3 in / 76.2 mm,7.66 in / 194.6 mm,8.78 in / 233 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpxt14v207s,Mounted Bearing,22214,2 7/16 in,Imperial,QVPXT14V207SB/QVPXT14V207SC/QVPXT14V207SEB/QVPXT14V207SEC/QVPXT14V207SEM/QVPXT14V207SEN/QVPXT14V207SEO/QVPXT14V207SET/QVPXT14V207SM/QVPXT14V207SN/QVPXT14V207SO/QVPXT14V207ST/QVPXT14V207STSLD,Single V-Lock,Two-Bolt Pillow Block,,3 in/76.2 mm,6.05 in/153.7 mm,3.7 in/94 mm,7.66 in/194.6 mm,8.78 in/233 mm,11.25 in/285.8 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.5 in/88.9 mm,0.26 in/6.6 mm,3.19 in/81 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVP14V208S,22214 ,2 1/2 in,2.75 in / 69.9 mm,6.88 in / 174.8 mm,8.63 in / 219.2 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvp14v208s,Mounted Bearing,22214,2 1/2 in,Imperial,QVP14V208SB/QVP14V208SC/QVP14V208SEB/QVP14V208SEC/QVP14V208SEM/QVP14V208SEN/QVP14V208SEO/QVP14V208SET/QVP14V208SM/QVP14V208SN/QVP14V208SO/QVP14V208ST,Single V-Lock,Two-Bolt Pillow Block,0883450110655/0883450110679/0883450110686/0883450110693/0883450170550/0883450171304/0883450202077/0883450202459/0883450214490/0883450214872/0883450226912/0883450227292,2.75 in/69.9 mm,5.8 in/147.3 mm,3.7 in/94 mm,6.88 in/174.8 mm,8.63 in/219.2 mm,10.25 in/260.4 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.625 in/16 mm,3.5 in/88.9 mm,0.21 in/5.3 mm,3.19 in/81 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
