Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,LinkToPart,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension KA,Dimension L,Dimension M,Dimension RA,Dimension SA,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QASN15A300S,22215 ,3 in,3.74 in / 95 mm,9.49 in / 241 mm,10.98 in / 279 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qasn15a300s-4,Mounted Bearing,22215,3 in,Imperial,QASN15A300SB/QASN15A300SC/QASN15A300SEB/QASN15A300SEC/QASN15A300SEM/QASN15A300SEN/QASN15A300SEO/QASN15A300SET/QASN15A300SM/QASN15A300SN/QASN15A300SO/QASN15A300ST,Single Concentric,Two-Bolt Pillow Block,0883450354516/0883450354523/0883450354530/0883450354547/0883450354554/0883450354561/0883450354578/0883450354585/0883450354592/0883450354608/0883450354615/0883450354622,3.74 in/95 mm,7.2 in/183 mm,4.29 in/114 mm,9.49 in/241 mm,10.98 in/279 mm,12.44 in/316 mm,2.99 in/76 mm,1.34 in/34 mm,0.75 in/20 mm,1.26 in/32 mm,3.86 in/98 mm,2.36 in/60 mm,0.24 in/6 mm,3.62 in/92 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QAPMD15A300S,22215 ,3 in,3.5 in / 88.9 mm,8.5 in / 215.9 mm,9.5 in / 241.3 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapmd15a300s,Mounted Bearing,22215,3 in,Imperial,,Single Concentric,Two-Bolt Pillow Block,,3.5 in/88.9 mm,6-3/4 in/171.5 mm,4.29 in/109 mm,8.5 in/215.9 mm,9.5 in/241.3 mm,11-3/4 in/298.5 mm,3 in/76.2 mm,1.5 in/38.1 mm,0.875 in/24 mm,1.25 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QAP18A303S,22218 ,3 3/16 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap18a303s,Mounted Bearing,22218,3 3/16 in,Imperial,QAP18A303SB/QAP18A303SC/QAP18A303SEB/QAP18A303SEC/QAP18A303SEM/QAP18A303SEN/QAP18A303SEO/QAP18A303SET/QAP18A303SM/QAP18A303SMNP/QAP18A303SN/QAP18A303SO/QAP18A303ST,Single Concentric,Two-Bolt Pillow Block,0883450331326/0883450331333/0883450331340/0883450331357/0883450331364/0883450331371/0883450331388/0883450331395/0883450331401/0883450331418/0883450331425/0883450331432/0883450458504,3.75 in/95.3 mm,7.69 in/195.3 mm,5.13 in/130.3 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QAPL18A303S,22218 ,3 3/16 in,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapl18a303s,Mounted Bearing,22218,3 3/16 in,Imperial,QAPL18A303SB/QAPL18A303SC/QAPL18A303SEB/QAPL18A303SEC/QAPL18A303SEM/QAPL18A303SEN/QAPL18A303SEO/QAPL18A303SET/QAPL18A303SM/QAPL18A303SN/QAPL18A303SO/QAPL18A303ST,Single Concentric,Two-Bolt Pillow Block,0883450332880/0883450332897/0883450332903/0883450332910/0883450332927/0883450332934/0883450332941/0883450332958/0883450332965/0883450332972/0883450332989/0883450332996,3.75 in/95.3 mm,7.69 in/195.3 mm,5.13 in/130.3 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QAP18A303S - Stainless,22218 ,3 3/16 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap18a303s-stainless,Mounted Bearing,22218,3 3/16 in,Imperial,QAP18A303SBSS/QAP18A303SCSS/QAP18A303SEBSS/QAP18A303SECSS/QAP18A303SEMSS/QAP18A303SENSS/QAP18A303SEOSS/QAP18A303SETSS/QAP18A303SMSS/QAP18A303SNSS/QAP18A303SOSS/QAP18A303STSS,Single Concentric,Two-Bolt Pillow Block,0883450704724/0883450704731/0883450704748/0883450704755/0883450704762/0883450704779/0883450704786/0883450704793/0883450704809/0883450704816/0883450704823/0883450704830,3.75 in/95.3 mm,7.69 in/195.3 mm,5.13 in/130.3 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QASN18A303S,22218 ,3 3/16 in,3.94 in / 100 mm,10.98 in / 279 mm,11.5 in / 292 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qasn18a303s-4,Mounted Bearing,22218,3 3/16 in,Imperial,QASN18A303SB/QASN18A303SC/QASN18A303SEB/QASN18A303SEC/QASN18A303SEM/QASN18A303SEN/QASN18A303SEO/QASN18A303SET/QASN18A303SM/QASN18A303SN/QASN18A303SO/QASN18A303ST,Single Concentric,Two-Bolt Pillow Block,0883450354998/0883450355001/0883450355018/0883450355025/0883450355032/0883450355049/0883450355056/0883450355063/0883450355070/0883450355087/0883450355094/0883450355100,3.94 in/100 mm,7.87 in/200 mm,5.12 in/130 mm,10.98 in/279 mm,11.5 in/292 mm,13.58 in/345 mm,3.39 in/86 mm,1.54 in/39 mm,0.75 in/20 mm,1.46 in/37 mm,4.29 in/109 mm,2.6 in/66 mm,0.24 in/6 mm,4.02 in/102 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QAPMD18A303S,22218 ,3 3/16 in,4 in / 101.6 mm,10.32 in / 262.1 mm,11.62 in / 295.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapmd18a303s,Mounted Bearing,22218,3 3/16 in,Imperial,,Single Concentric,Two-Bolt Pillow Block,,4 in/101.6 mm,7.9 in/200.7 mm,5.13 in/130.3 mm,10.32 in/262.1 mm,11.62 in/295.1 mm,14 in/355.6 mm,3.41 in/86.6 mm,2 in/50.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QAP18A304S,22218 ,3 1/4 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap18a304s,Mounted Bearing,22218,3 1/4 in,Imperial,QAP18A304SB/QAP18A304SC/QAP18A304SEB/QAP18A304SEC/QAP18A304SEM/QAP18A304SEN/QAP18A304SEO/QAP18A304SET/QAP18A304SM/QAP18A304SN/QAP18A304SO/QAP18A304ST,Single Concentric,Two-Bolt Pillow Block,0883450331449/0883450331456/0883450331463/0883450331470/0883450331487/0883450331494/0883450331500/0883450331517/0883450331524/0883450331531/0883450331548/0883450331555,3.75 in/95.3 mm,7.69 in/195.3 mm,5.13 in/130.3 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QAPL18A304S,22218 ,3 1/4 in,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapl18a304s,Mounted Bearing,22218,3 1/4 in,Imperial,QAPL18A304SB/QAPL18A304SC/QAPL18A304SEB/QAPL18A304SEC/QAPL18A304SEM/QAPL18A304SEN/QAPL18A304SEO/QAPL18A304SET/QAPL18A304SM/QAPL18A304SN/QAPL18A304SO/QAPL18A304ST,Single Concentric,Two-Bolt Pillow Block,0883450333009/0883450333016/0883450333023/0883450333030/0883450333047/0883450333054/0883450333061/0883450333078/0883450333085/0883450333092/0883450333108/0883450333115,3.75 in/95.3 mm,7.69 in/195.3 mm,5.13 in/130.3 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QAP18A304S - Stainless,22218 ,3 1/4 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap18a304s-stainless,Mounted Bearing,22218,3 1/4 in,Imperial,QAP18A304SBSS/QAP18A304SCSS/QAP18A304SEBSS/QAP18A304SECSS/QAP18A304SEMSS/QAP18A304SENSS/QAP18A304SEOSS/QAP18A304SETSS/QAP18A304SMSS/QAP18A304SNSS/QAP18A304SOSS/QAP18A304STSS,Single Concentric,Two-Bolt Pillow Block,0883450704960/0883450704977/0883450704984/0883450704991/0883450705004/0883450705011/0883450705028/0883450705035/0883450705042/0883450705059/0883450705066/0883450705073,3.75 in/95.3 mm,7.69 in/195.3 mm,5.13 in/130.3 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QASN18A304S,22218 ,3 1/4 in,3.94 in / 100 mm,10.98 in / 279 mm,11.5 in / 292 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qasn18a304s-4,Mounted Bearing,22218,3 1/4 in,Imperial,QASN18A304SB/QASN18A304SC/QASN18A304SEB/QASN18A304SEC/QASN18A304SEM/QASN18A304SEN/QASN18A304SEO/QASN18A304SET/QASN18A304SM/QASN18A304SN/QASN18A304SO/QASN18A304ST,Single Concentric,Two-Bolt Pillow Block,0883450355117/0883450355124/0883450355131/0883450355148/0883450355155/0883450355162/0883450355179/0883450355186/0883450355193/0883450355209/0883450355216/0883450355223,3.94 in/100 mm,7.87 in/200 mm,5.12 in/130 mm,10.98 in/279 mm,11.5 in/292 mm,13.58 in/345 mm,3.39 in/86 mm,1.54 in/39 mm,0.75 in/20 mm,1.46 in/37 mm,4.29 in/109 mm,2.6 in/66 mm,0.24 in/6 mm,4.02 in/102 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QAPMD18A304S,22218 ,3 1/4 in,4 in / 101.6 mm,10.32 in / 262.1 mm,11.62 in / 295.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapmd18a304s,Mounted Bearing,22218,3 1/4 in,Imperial,,Single Concentric,Two-Bolt Pillow Block,,4 in/101.6 mm,7.9 in/200.7 mm,5.13 in/130.3 mm,10.32 in/262.1 mm,11.62 in/295.1 mm,14 in/355.6 mm,3.41 in/86.6 mm,2 in/50.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QAP18A307S,22218 ,3 7/16 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap18a307s,Mounted Bearing,22218,3 7/16 in,Imperial,QAP18A307SB/QAP18A307SC/QAP18A307SEB/QAP18A307SEC/QAP18A307SEM/QAP18A307SEN/QAP18A307SEO/QAP18A307SET/QAP18A307SM/QAP18A307SN/QAP18A307SO/QAP18A307ST,Single Concentric,Two-Bolt Pillow Block,0883450045407/0883450045414/0883450045438/0883450045445/0883450045452/0883450045469/0883450045476/0883450045483/0883450187930/0883450188098/0883450265430/0883450265591,3.75 in/95.3 mm,7.69 in/195.3 mm,5.13 in/130.3 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QAPL18A307S,22218 ,3 7/16 in,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapl18a307s,Mounted Bearing,22218,3 7/16 in,Imperial,QAPL18A307SB/QAPL18A307SC/QAPL18A307SEB/QAPL18A307SEC/QAPL18A307SEM/QAPL18A307SEN/QAPL18A307SEO/QAPL18A307SET/QAPL18A307SM/QAPL18A307SMNP/QAPL18A307SN/QAPL18A307SO/QAPL18A307ST/QAPL18A307STNG,Single Concentric,Two-Bolt Pillow Block,0883450048101/0883450048118/0883450048132/0883450048149/0883450048156/0883450048163/0883450048170/0883450048187/0883450188579/0883450188739/0883450266079/0883450266239/0883450432962/0883450492577,3.75 in/95.3 mm,7.69 in/195.3 mm,5.13 in/130.3 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QAP18A307S - Stainless,22218 ,3 7/16 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap18a307s-stainless,Mounted Bearing,22218,3 7/16 in,Imperial,QAP18A307SBSS/QAP18A307SCSS/QAP18A307SEBSS/QAP18A307SECSS/QAP18A307SEMSS/QAP18A307SENSS/QAP18A307SEOSS/QAP18A307SETSS/QAP18A307SMSS/QAP18A307SNSS/QAP18A307SOSS/QAP18A307STSS,Single Concentric,Two-Bolt Pillow Block,0883450705684/0883450705691/0883450705707/0883450705714/0883450705721/0883450705738/0883450705745/0883450705752/0883450705769/0883450705776/0883450705783/0883450705790,3.75 in/95.3 mm,7.69 in/195.3 mm,5.13 in/130.3 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QASN18A307S,22218 ,3 7/16 in,4.41 in / 112 mm,11.42 in / 290 mm,12.87 in / 327 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qasn18a307s-4,Mounted Bearing,22218,3 7/16 in,Imperial,QASN18A307SB/QASN18A307SC/QASN18A307SEB/QASN18A307SEC/QASN18A307SEM/QASN18A307SEN/QASN18A307SEO/QASN18A307SET/QASN18A307SM/QASN18A307SN/QASN18A307SO/QASN18A307ST,Single Concentric,Two-Bolt Pillow Block,0883450355230/0883450355247/0883450355254/0883450355261/0883450355278/0883450355285/0883450355292/0883450355308/0883450355315/0883450355322/0883450355339/0883450355346,4.41 in/112 mm,8.35 in/212 mm,5.12 in/130 mm,11.42 in/290 mm,12.87 in/327 mm,14.96 in/380 mm,3.39 in/86 mm,1.54 in/39 mm,0.875 in/24 mm,1.46 in/37 mm,4.29 in/109 mm,2.6 in/66 mm,0.24 in/6 mm,4.02 in/102 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QAPMD18A307S,22218 ,3 7/16 in,4 in / 101.6 mm,10.32 in / 262.1 mm,11.62 in / 295.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapmd18a307s,Mounted Bearing,22218,3 7/16 in,Imperial,,Single Concentric,Two-Bolt Pillow Block,,4 in/101.6 mm,7.9 in/200.7 mm,5.13 in/130.3 mm,10.32 in/262.1 mm,11.62 in/295.1 mm,14 in/355.6 mm,3.41 in/86.6 mm,2 in/50.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QAP18A308S,22218 ,3 1/2 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap18a308s,Mounted Bearing,22218,3 1/2 in,Imperial,QAP18A308SB/QAP18A308SC/QAP18A308SEB/QAP18A308SEC/QAP18A308SEM/QAP18A308SEN/QAP18A308SEO/QAP18A308SET/QAP18A308SM/QAP18A308SN/QAP18A308SO/QAP18A308ST/QAP18A308STNG,Single Concentric,Two-Bolt Pillow Block,0883450045506/0883450045513/0883450045537/0883450045544/0883450045551/0883450045568/0883450045575/0883450045582/0883450187947/0883450188104/0883450265447/0883450265607/0883450472548,3.75 in/95.3 mm,7.69 in/195.3 mm,5.13 in/130.3 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QAPL18A308S,22218 ,3 1/2 in,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapl18a308s,Mounted Bearing,22218,3 1/2 in,Imperial,QAPL18A308SB/QAPL18A308SC/QAPL18A308SEB/QAPL18A308SEC/QAPL18A308SEM/QAPL18A308SEN/QAPL18A308SEO/QAPL18A308SET/QAPL18A308SM/QAPL18A308SN/QAPL18A308SO/QAPL18A308ST,Single Concentric,Two-Bolt Pillow Block,0883450048200/0883450048217/0883450048231/0883450048248/0883450048255/0883450048262/0883450048279/0883450048286/0883450188586/0883450188746/0883450266086/0883450266246,3.75 in/95.3 mm,7.69 in/195.3 mm,5.13 in/130.3 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QAP18A308S - Stainless,22218 ,3 1/2 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap18a308s-stainless,Mounted Bearing,22218,3 1/2 in,Imperial,QAP18A308SBSS/QAP18A308SCSS/QAP18A308SEBSS/QAP18A308SECSS/QAP18A308SEMSS/QAP18A308SENSS/QAP18A308SEOSS/QAP18A308SETSS/QAP18A308SMSS/QAP18A308SNSS/QAP18A308SOSS/QAP18A308STSS,Single Concentric,Two-Bolt Pillow Block,0883450705929/0883450705936/0883450705943/0883450705950/0883450705967/0883450705974/0883450705981/0883450705998/0883450706001/0883450706018/0883450706025/0883450706032,3.75 in/95.3 mm,7.69 in/195.3 mm,5.13 in/130.3 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
