Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Locking Style,Housing Construction,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension M,Dimension S,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max,Full Timken Part Number,UPC Code
DVP20K307S,22220 ,3 7/16 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 7/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,3.75 in/95.3 mm,7.98 in/202.7 mm,5.12 in/130 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.38 in/85.9 mm,1.88 in/47.8 mm,0.875 in/24 mm,3.99 in/101.3 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0043 in/0.110 mm,0.0055 in/0.140 mm,DVP20K307SB/DVP20K307SC/DVP20K307SEB/DVP20K307SEC/DVP20K307SEM/DVP20K307SEN/DVP20K307SEO/DVP20K307SET/DVP20K307SM/DVP20K307SN/DVP20K307SO/DVP20K307ST/DVP20K307STNG,0883450008822/0883450008839/0883450008853/0883450008860/0883450008877/0883450008884/0883450008891/0883450008907/0883450195751/0883450195959/0883450273268/0883450273466/0883450458924
TAPA20K307S,22220 ,3 7/16 in,4.5 in / 114.3 mm,10.88 in / 276.4 mm,13.13 in / 333.5 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 7/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,4.5 in/114.3 mm,8.63 in/219.2 mm,5.12 in/130 mm,10.88 in/276.4 mm,13.13 in/333.5 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.63 in/41.4 mm,0.875 in/24 mm,4.03 in/102.4 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0043 in/0.110 mm,0.0055 in/0.140 mm,TAPA20K307SB/TAPA20K307SC/TAPA20K307SEB/TAPA20K307SEC/TAPA20K307SEM/TAPA20K307SEN/TAPA20K307SEO/TAPA20K307SET/TAPA20K307SM/TAPA20K307SN/TAPA20K307SO/TAPA20K307ST,0883450125673/0883450125680/0883450125703/0883450125710/0883450125727/0883450125734/0883450125741/0883450125758/0883450197762/0883450197960/0883450275262/0883450275460
TAPN20K307S,22220 ,3 7/16 in,4.41 in / 112 mm,10.88 in / 276.4 mm,13.13 in / 333.5 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 7/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,4.41 in/112 mm,8.54 in/216.9 mm,5.12 in/130 mm,10.88 in/276.4 mm,13.13 in/333.5 mm,14.75 in/374.7 mm,3.42 in/86.9 mm,1.53 in/38.9 mm,0.875 in/24 mm,4.03 in/102.4 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0043 in/0.110 mm,0.0055 in/0.140 mm,TAPN20K307SB/TAPN20K307SC/TAPN20K307SEB/TAPN20K307SEC/TAPN20K307SEM/TAPN20K307SEN/TAPN20K307SEO/TAPN20K307SET/TAPN20K307SM/TAPN20K307SN/TAPN20K307SO/TAPN20K307ST,0883450133425/0883450133432/0883450133456/0883450133463/0883450133470/0883450133487/0883450133494/0883450133500/0883450197359/0883450197564/0883450274869/0883450275064
TASD20K307S,22220 ,3 7/16 in,5.5 in / 139.7 mm,13.25 in / 336.6 mm,14.25 in / 362 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 7/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,5.5 in/139.7 mm,9.75 in/247.7 mm,5.12 in/130 mm,13.25 in/336.6 mm,14.25 in/362 mm,16.75 in/425.5 mm,3.38 in/85.7 mm,2.75 in/69.9 mm,0.875 in/24 mm,3.99 in/101.3 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0043 in/0.110 mm,0.0055 in/0.140 mm,,
TADI20K307S,22220 ,3 7/16 in,4.5 in / 114.3 mm,12.81 in / 325.4 mm,13.81 in / 350.8 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 7/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,4.5 in/114.3 mm,8.63 in/219.2 mm,5.12 in/130 mm,12.81 in/325.4 mm,13.81 in/350.8 mm,16 in/406.4 mm,3.38 in/85.7 mm,1.56 in/39.6 mm,0.875 in/24 mm,4.05 in/102.9 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0043 in/0.110 mm,0.0055 in/0.140 mm,TADI20K307SB/TADI20K307SC/TADI20K307SEB/TADI20K307SEC/TADI20K307SEM/TADI20K307SEN/TADI20K307SEO/TADI20K307SET/TADI20K307SM/TADI20K307SN/TADI20K307SO/TADI20K307ST,
DVP20K308S,22220 ,3 1/2 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 1/2 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,3.75 in/95.3 mm,7.98 in/202.7 mm,5.12 in/130 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.38 in/85.9 mm,1.88 in/47.8 mm,0.875 in/24 mm,3.99 in/101.3 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0043 in/0.110 mm,0.0055 in/0.140 mm,DVP20K308SB/DVP20K308SC/DVP20K308SEB/DVP20K308SEC/DVP20K308SEM/DVP20K308SEN/DVP20K308SEO/DVP20K308SET/DVP20K308SM/DVP20K308SN/DVP20K308SO/DVP20K308ST,0883450008921/0883450008938/0883450008952/0883450008969/0883450008976/0883450008983/0883450008990/0883450009003/0883450195768/0883450195966/0883450273275/0883450273473
TAPA20K308S,22220 ,3 1/2 in,4.5 in / 114.3 mm,10.88 in / 276.4 mm,13.13 in / 333.5 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 1/2 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,4.5 in/114.3 mm,8.63 in/219.2 mm,5.12 in/130 mm,10.88 in/276.4 mm,13.13 in/333.5 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.63 in/41.4 mm,0.875 in/24 mm,4.03 in/102.4 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0043 in/0.110 mm,0.0055 in/0.140 mm,TAPA20K308SB/TAPA20K308SC/TAPA20K308SEB/TAPA20K308SEC/TAPA20K308SEM/TAPA20K308SEN/TAPA20K308SEO/TAPA20K308SET/TAPA20K308SM/TAPA20K308SN/TAPA20K308SO/TAPA20K308ST,0883450125772/0883450125789/0883450125802/0883450125819/0883450125826/0883450125833/0883450125840/0883450125857/0883450197779/0883450197977/0883450275279/0883450275477
TAPN20K308S,22220 ,3 1/2 in,4.41 in / 112 mm,10.88 in / 276.4 mm,13.13 in / 333.5 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 1/2 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,4.41 in/112 mm,8.54 in/216.9 mm,5.12 in/130 mm,10.88 in/276.4 mm,13.13 in/333.5 mm,14.75 in/374.7 mm,3.42 in/86.9 mm,1.53 in/38.9 mm,0.875 in/24 mm,4.03 in/102.4 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0043 in/0.110 mm,0.0055 in/0.140 mm,TAPN20K308SB/TAPN20K308SC/TAPN20K308SEB/TAPN20K308SEC/TAPN20K308SEM/TAPN20K308SEN/TAPN20K308SEO/TAPN20K308SET/TAPN20K308SM/TAPN20K308SN/TAPN20K308SO/TAPN20K308ST,0883450133524/0883450133531/0883450133555/0883450133562/0883450133579/0883450133586/0883450133593/0883450133609/0883450197366/0883450197571/0883450274876/0883450275071
TASD20K308S,22220 ,3 1/2 in,5.5 in / 139.7 mm,13.25 in / 336.6 mm,14.25 in / 362 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 1/2 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,5.5 in/139.7 mm,9.75 in/247.7 mm,5.12 in/130 mm,13.25 in/336.6 mm,14.25 in/362 mm,16.75 in/425.5 mm,3.38 in/85.7 mm,2.75 in/69.9 mm,0.875 in/24 mm,3.99 in/101.3 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0043 in/0.110 mm,0.0055 in/0.140 mm,,
TADI20K308S,22220 ,3 1/2 in,4.5 in / 114.3 mm,12.81 in / 325.4 mm,13.81 in / 350.8 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 1/2 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,4.5 in/114.3 mm,8.63 in/219.2 mm,5.12 in/130 mm,12.81 in/325.4 mm,13.81 in/350.8 mm,16 in/406.4 mm,3.38 in/85.7 mm,1.56 in/39.6 mm,0.875 in/24 mm,4.05 in/102.9 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0043 in/0.110 mm,0.0055 in/0.140 mm,TADI20K308SB/TADI20K308SC/TADI20K308SEB/TADI20K308SEC/TADI20K308SEM/TADI20K308SEN/TADI20K308SEO/TADI20K308SET/TADI20K308SM/TADI20K308SN/TADI20K308SO/TADI20K308ST,
DVP22K315S,22222 ,3 15/16 in,4.25 in / 108 mm,10.06 in / 255.5 mm,12.5 in / 317.5 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,4.25 in/108 mm,8.8 in/223.5 mm,5.71 in/145 mm,10.06 in/255.5 mm,12.5 in/317.5 mm,14.25 in/362 mm,3.96 in/100.6 mm,1.5 in/38.1 mm,1 in/24 mm,4.46 in/113.3 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0053 in/0.135 mm,0.0067 in/0.170 mm,DVP22K315SB/DVP22K315SC/DVP22K315SEB/DVP22K315SEC/DVP22K315SEM/DVP22K315SEN/DVP22K315SEO/DVP22K315SET/DVP22K315SM/DVP22K315SN/DVP22K315SO/DVP22K315ST,0883450009126/0883450009133/0883450009157/0883450009164/0883450009171/0883450009188/0883450009195/0883450009201/0883450195782/0883450195980/0883450273299/0883450273497
TAPA22K315S,22222 ,3 15/16 in,4.94 in / 125.5 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,4.94 in/125.5 mm,9.47 in/240.5 mm,5.71 in/145 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.47 in/113.5 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0053 in/0.135 mm,0.0067 in/0.170 mm,TAPA22K315SB/TAPA22K315SC/TAPA22K315SEB/TAPA22K315SEC/TAPA22K315SEM/TAPA22K315SEN/TAPA22K315SEO/TAPA22K315SET/TAPA22K315SM/TAPA22K315SN/TAPA22K315SO/TAPA22K315ST,0883450125970/0883450125987/0883450126007/0883450126014/0883450126021/0883450126038/0883450126045/0883450126052/0883450197793/0883450197991/0883450275293/0883450275491
TAPN22K315S,22222 ,3 15/16 in,4.92 in / 125 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,4.92 in/125 mm,9.47 in/240.5 mm,5.71 in/145 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.47 in/113.5 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0053 in/0.135 mm,0.0067 in/0.170 mm,TAPN22K315SB/TAPN22K315SC/TAPN22K315SEB/TAPN22K315SEC/TAPN22K315SEM/TAPN22K315SEN/TAPN22K315SEO/TAPN22K315SET/TAPN22K315SM/TAPN22K315SN/TAPN22K315SO/TAPN22K315ST,0883450133722/0883450133739/0883450133753/0883450133760/0883450133777/0883450133784/0883450133791/0883450133807/0883450197380/0883450197595/0883450274890/0883450275095
DVP22K400S,22222 ,4 in,4.25 in / 108 mm,10.06 in / 255.5 mm,12.5 in / 317.5 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,4 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,4.25 in/108 mm,8.8 in/223.5 mm,5.71 in/145 mm,10.06 in/255.5 mm,12.5 in/317.5 mm,14.25 in/362 mm,3.96 in/100.6 mm,1.5 in/38.1 mm,1 in/24 mm,4.46 in/113.3 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0053 in/0.135 mm,0.0067 in/0.170 mm,DVP22K400SB/DVP22K400SC/DVP22K400SEB/DVP22K400SEC/DVP22K400SEM/DVP22K400SEN/DVP22K400SEO/DVP22K400SET/DVP22K400SM/DVP22K400SN/DVP22K400SO/DVP22K400ST,0883450009225/0883450009232/0883450009256/0883450009263/0883450009270/0883450009287/0883450009294/0883450009300/0883450195799/0883450195997/0883450273305/0883450273503
TAPA22K400S,22222 ,4 in,4.94 in / 125.5 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,4 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,4.94 in/125.5 mm,9.47 in/240.5 mm,5.71 in/145 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.47 in/113.5 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0053 in/0.135 mm,0.0067 in/0.170 mm,TAPA22K400SB/TAPA22K400SC/TAPA22K400SEB/TAPA22K400SEC/TAPA22K400SEM/TAPA22K400SEN/TAPA22K400SEO/TAPA22K400SET/TAPA22K400SM/TAPA22K400SN/TAPA22K400SO/TAPA22K400ST,0883450126076/0883450126083/0883450126106/0883450126113/0883450126120/0883450126137/0883450126144/0883450126151/0883450197809/0883450198004/0883450275309/0883450275507
TAPN22K400S,22222 ,4 in,4.92 in / 125 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,4 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,4.92 in/125 mm,9.47 in/240.5 mm,5.71 in/145 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.47 in/113.5 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0053 in/0.135 mm,0.0067 in/0.170 mm,TAPN22K400SB/TAPN22K400SC/TAPN22K400SEB/TAPN22K400SEC/TAPN22K400SEM/TAPN22K400SEN/TAPN22K400SEO/TAPN22K400SET/TAPN22K400SM/TAPN22K400SN/TAPN22K400SO/TAPN22K400ST,0883450133821/0883450133838/0883450133852/0883450133869/0883450133876/0883450133883/0883450133890/0883450133906/0883450197397/0883450197601/0883450274906/0883450275101
TAPN24K403S,22224 ,4 3/16 in,5.512 in / 140 mm,13.56 in / 344.4 mm,14 in / 355.6 mm,174000 lbf / 772000 N,145000 lbf / 647000 N,,Mounted Bearing,22224,4 3/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,5.512 in/140 mm,10.35 in/262.9 mm,6.08 in/154.4 mm,13.56 in/344.4 mm,14 in/355.6 mm,16.13 in/409.7 mm,3.85 in/97.8 mm,2 in/50.8 mm,0.875 in/24 mm,4.57 in/116.1 mm,2.64 in/67.1 mm,4.41 in/112 mm,174000 lbf/772000 N,145000 lbf/647000 N,0.25,2.70,4.02,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TAPN24K404S,22224 ,4 1/4 in,5.512 in / 140 mm,13.56 in / 344.4 mm,14 in / 355.6 mm,174000 lbf / 772000 N,145000 lbf / 647000 N,,Mounted Bearing,22224,4 1/4 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,5.512 in/140 mm,10.35 in/262.9 mm,6.08 in/154.4 mm,13.56 in/344.4 mm,14 in/355.6 mm,16.13 in/409.7 mm,3.85 in/97.8 mm,2 in/50.8 mm,0.875 in/24 mm,4.57 in/116.1 mm,2.64 in/67.1 mm,4.41 in/112 mm,174000 lbf/772000 N,145000 lbf/647000 N,0.25,2.70,4.02,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TAPA26K407S,22226 ,4 7/16 in,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,6 in/152.4 mm,11.18 in/284 mm,6.5 in/165.1 mm,14.25 in/362 mm,15.75 in/400.1 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,5.35 in/135.9 mm,2.83 in/71.9 mm,4.76 in/120.9 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0063 in/0.160 mm,0.0079 in/0.201 mm,TAPA26K407SB/TAPA26K407SC/TAPA26K407SEB/TAPA26K407SEC/TAPA26K407SEM/TAPA26K407SEN/TAPA26K407SEO/TAPA26K407SET/TAPA26K407SM/TAPA26K407SN/TAPA26K407SO/TAPA26K407ST,0883450126175/0883450126182/0883450126205/0883450126212/0883450126229/0883450126236/0883450126243/0883450126250/0883450197823/0883450198028/0883450275323/0883450275521
TAPN26K407S,22226 ,4 7/16 in,5.91 in / 150 mm,14.46 in / 367.3 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,5.91 in/150 mm,11.09 in/281.7 mm,6.5 in/165.1 mm,14.46 in/367.3 mm,15.75 in/400.1 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,5.35 in/135.9 mm,2.83 in/71.9 mm,4.76 in/120.9 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0063 in/0.160 mm,0.0079 in/0.201 mm,TAPN26K407SB/TAPN26K407SC/TAPN26K407SEB/TAPN26K407SEC/TAPN26K407SEM/TAPN26K407SEN/TAPN26K407SEO/TAPN26K407SET/TAPN26K407SM/TAPN26K407SN/TAPN26K407SO/TAPN26K407ST,0883450133920/0883450133937/0883450133951/0883450133968/0883450133975/0883450133982/0883450133999/0883450134002/0883450197410/0883450197625/0883450274920/0883450275125
TAPA26K408S,22226 ,4 1/2 in,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,6 in/152.4 mm,11.18 in/284 mm,6.5 in/165.1 mm,14.25 in/362 mm,15.75 in/400.1 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,5.35 in/135.9 mm,2.83 in/71.9 mm,4.76 in/120.9 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0063 in/0.160 mm,0.0079 in/0.201 mm,TAPA26K408SB/TAPA26K408SC/TAPA26K408SEB/TAPA26K408SEC/TAPA26K408SEM/TAPA26K408SEN/TAPA26K408SEO/TAPA26K408SET/TAPA26K408SM/TAPA26K408SN/TAPA26K408SO/TAPA26K408ST,0883450126274/0883450126281/0883450126304/0883450126311/0883450126328/0883450126335/0883450126342/0883450126359/0883450197830/0883450198035/0883450275330/0883450275538
TAPN26K408S,22226 ,4 1/2 in,5.91 in / 150 mm,14.46 in / 367.3 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,5.91 in/150 mm,11.09 in/281.7 mm,6.5 in/165.1 mm,14.46 in/367.3 mm,15.75 in/400.1 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,5.35 in/135.9 mm,2.83 in/71.9 mm,4.76 in/120.9 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0063 in/0.160 mm,0.0079 in/0.201 mm,TAPN26K408SB/TAPN26K408SC/TAPN26K408SEB/TAPN26K408SEC/TAPN26K408SEM/TAPN26K408SEN/TAPN26K408SEO/TAPN26K408SET/TAPN26K408SM/TAPN26K408SN/TAPN26K408SO/TAPN26K408ST,0883450086219/0883450134033/0883450134040/0883450134064/0883450134071/0883450134088/0883450134095/0883450134101/0883450197427/0883450197632/0883450274937/0883450275132
TAPN28K415S,22228 ,4 15/16 in,5.906 in / 150 mm,15.13 in / 384.3 mm,17.38 in / 441.5 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,4 15/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,5.906 in/150 mm,11.36 in/288.5 mm,7.09 in/180.1 mm,15.13 in/384.3 mm,17.38 in/441.5 mm,19.68 in/499.9 mm,4.25 in/108 mm,1.94 in/49.3 mm,1.25 in/30 mm,4.74 in/120.4 mm,3.05 in/77.5 mm,5.16 in/131.1 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
TAPA28K415S,22228 ,4 15/16 in,6 in / 152.4 mm,15.13 in / 384.3 mm,17.38 in / 441.3 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,4 15/16 in,Imperial,Tapered Adapter,Two-Bolt Pillow Block,6 in/152.4 mm,11.7 in/297.2 mm,7.09 in/180.1 mm,15.13 in/384.3 mm,17.38 in/441.3 mm,19.68 in/499.9 mm,4.25 in/108 mm,2.04 in/51.8 mm,1.25 in/30 mm,4.74 in/120.4 mm,3.05 in/77.5 mm,5.16 in/131.1 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
