Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RVV,Dimension SVV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVVPL19V304S,22219 ,3 1/4 in,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,3 1/4 in,Imperial,QVVPL19V304SB/QVVPL19V304SC/QVVPL19V304SEB/QVVPL19V304SEC/QVVPL19V304SEM/QVVPL19V304SEN/QVVPL19V304SEO/QVVPL19V304SET/QVVPL19V304SM/QVVPL19V304SN/QVVPL19V304SO/QVVPL19V304ST,Double V-Lock,Two-Bolt Pillow Block,0883450172349/0883450172530/0883450172721/0883450173100/0883450173292/0883450173483/0883450203111/0883450203494/0883450215534/0883450215916/0883450227957/0883450228336,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.61 in/15.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVSN19V304S,22219 ,3 1/4 in,3.94 in / 100 mm,10.98 in / 279 mm,11.5 in / 292 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,3 1/4 in,Imperial,QVVSN19V304SB/QVVSN19V304SC/QVVSN19V304SEB/QVVSN19V304SEC/QVVSN19V304SEM/QVVSN19V304SEN/QVVSN19V304SEO/QVVSN19V304SET/QVVSN19V304SM/QVVSN19V304SN/QVVSN19V304SO/QVVSN19V304ST,Double V-Lock,Two-Bolt Pillow Block,0883450149167/0883450149174/0883450149204/0883450149211/0883450177689/0883450178167/0883450205276/0883450205658/0883450217699/0883450218078/0883450230117/0883450230490,3.94 in/100 mm,7.87 in/200 mm,4.88 in/124 mm,10.98 in/279 mm,11.5 in/292 mm,13.58 in/345 mm,3.39 in/86 mm,1.53 in/39 mm,0.79 in/20 mm,4.02 in/102 mm,0.63 in/16 mm,4.65 in/118 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVP19V307S,22219 ,3 7/16 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,3 7/16 in,Imperial,QVVP19V307SB/QVVP19V307SC/QVVP19V307SEB/QVVP19V307SEC/QVVP19V307SEM/QVVP19V307SEN/QVVP19V307SEO/QVVP19V307SET/QVVP19V307SM/QVVP19V307SN/QVVP19V307SO/QVVP19V307ST,Double V-Lock,Two-Bolt Pillow Block,0883450170857/0883450171045/0883450171229/0883450171601/0883450171793/0883450171984/0883450202374/0883450202756/0883450214797/0883450215176/0883450227216/0883450227599,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.61 in/15.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPA20V307S,22220 ,3 7/16 in,4.5 in / 114.3 mm,10.88 in / 276.4 mm,12.88 in / 327.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 7/16 in,Imperial,QVVPA20V307SB/QVVPA20V307SC/QVVPA20V307SEB/QVVPA20V307SEC/QVVPA20V307SEM/QVVPA20V307SEN/QVVPA20V307SEO/QVVPA20V307SET/QVVPA20V307SM/QVVPA20V307SN/QVVPA20V307SO/QVVPA20V307ST/QVVPA20V307STNG,Double V-Lock,Two-Bolt Pillow Block,0883450073110/0883450073141/0883450208567/0883450208710/0883450220996/0883450221146/0883450233422/0883450233576/0883450242165/0883450242318/0883450247122/0883450247276/0883450476010,4.5 in/114.3 mm,8.63 in/219.2 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,12.88 in/327.2 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.63 in/41.4 mm,0.875 in/24 mm,4.03 in/102.4 mm,0.61 in/15.5 mm,4.63 in/117.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPL19V307S,22219 ,3 7/16 in,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,3 7/16 in,Imperial,QVVPL19V307SB/QVVPL19V307SC/QVVPL19V307SEB/QVVPL19V307SEC/QVVPL19V307SEM/QVVPL19V307SEN/QVVPL19V307SEO/QVVPL19V307SET/QVVPL19V307SM/QVVPL19V307SN/QVVPL19V307SO/QVVPL19V307ST,Double V-Lock,Two-Bolt Pillow Block,0883450172363/0883450172554/0883450172745/0883450173124/0883450173315/0883450173506/0883450203135/0883450203517/0883450215558/0883450215930/0883450227971/0883450228350,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.61 in/15.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPN20V307S,22220 ,3 7/16 in,4.41 in / 112 mm,10.88 in / 276.4 mm,12.88 in / 327.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 7/16 in,Imperial,QVVPN20V307SB/QVVPN20V307SC/QVVPN20V307SEB/QVVPN20V307SEC/QVVPN20V307SEM/QVVPN20V307SEN/QVVPN20V307SEO/QVVPN20V307SET/QVVPN20V307SM/QVVPN20V307SN/QVVPN20V307SO/QVVPN20V307ST,Double V-Lock,Two-Bolt Pillow Block,0883450080033/0883450080040/0883450208277/0883450208413/0883450220699/0883450220842/0883450233125/0883450233279/0883450241861/0883450242011/0883450246828/0883450246972,4.41 in/112 mm,8.54 in/216.9 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,12.88 in/327.2 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.53 in/38.9 mm,0.875 in/24 mm,4.03 in/102.4 mm,0.61 in/15.5 mm,4.63 in/117.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVSN19V307S,22219 ,3 7/16 in,4.41 in / 112 mm,11.42 in / 290 mm,12.87 in / 327 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,3 7/16 in,Imperial,QVVSN19V307SB/QVVSN19V307SC/QVVSN19V307SEB/QVVSN19V307SEC/QVVSN19V307SEM/QVVSN19V307SEN/QVVSN19V307SEO/QVVSN19V307SET/QVVSN19V307SM/QVVSN19V307SMNP/QVVSN19V307SN/QVVSN19V307SO/QVVSN19V307ST,Double V-Lock,Two-Bolt Pillow Block,0883450149464/0883450149471/0883450149501/0883450149518/0883450177702/0883450178181/0883450205290/0883450205672/0883450217712/0883450218092/0883450230131/0883450230513/0883450456548,4.41 in/112 mm,8.34 in/212 mm,4.88 in/124 mm,11.42 in/290 mm,12.87 in/327 mm,14.96 in/380 mm,3.39 in/86 mm,1.53 in/39 mm,0.875 in/24 mm,4.02 in/102 mm,0.63 in/16 mm,4.65 in/118 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVP19V308S,22219 ,3 1/2 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,3 1/2 in,Imperial,QVVP19V308SB/QVVP19V308SC/QVVP19V308SEB/QVVP19V308SEC/QVVP19V308SEM/QVVP19V308SEN/QVVP19V308SEO/QVVP19V308SET/QVVP19V308SM/QVVP19V308SN/QVVP19V308SO/QVVP19V308ST,Double V-Lock,Two-Bolt Pillow Block,0883450170864/0883450171052/0883450171236/0883450171618/0883450171809/0883450171991/0883450202381/0883450202763/0883450214803/0883450215183/0883450227223/0883450227605,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.61 in/15.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPA20V308S,22220 ,3 1/2 in,4.5 in / 114.3 mm,10.88 in / 276.4 mm,12.88 in / 327.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 1/2 in,Imperial,QVVPA20V308SB/QVVPA20V308SC/QVVPA20V308SEB/QVVPA20V308SEC/QVVPA20V308SEM/QVVPA20V308SEN/QVVPA20V308SEO/QVVPA20V308SET/QVVPA20V308SM/QVVPA20V308SN/QVVPA20V308SO/QVVPA20V308ST,Double V-Lock,Two-Bolt Pillow Block,0883450073219/0883450073240/0883450208574/0883450208727/0883450221009/0883450221153/0883450233439/0883450233583/0883450242172/0883450242325/0883450247139/0883450247283,4.5 in/114.3 mm,8.63 in/219.2 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,12.88 in/327.2 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.63 in/41.4 mm,0.875 in/24 mm,4.03 in/102.4 mm,0.61 in/15.5 mm,4.63 in/117.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPL19V308S,22219 ,3 1/2 in,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,3 1/2 in,Imperial,QVVPL19V308SB/QVVPL19V308SC/QVVPL19V308SEB/QVVPL19V308SEC/QVVPL19V308SEM/QVVPL19V308SEN/QVVPL19V308SEO/QVVPL19V308SET/QVVPL19V308SM/QVVPL19V308SN/QVVPL19V308SO/QVVPL19V308ST,Double V-Lock,Two-Bolt Pillow Block,0883450172370/0883450172561/0883450172752/0883450173131/0883450173322/0883450173513/0883450203142/0883450203524/0883450215565/0883450215947/0883450227988/0883450228367,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,4.02 in/102.1 mm,0.61 in/15.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPN20V308S,22220 ,3 1/2 in,4.41 in / 112 mm,10.88 in / 276.4 mm,12.88 in / 327.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 1/2 in,Imperial,QVVPN20V308SB/QVVPN20V308SC/QVVPN20V308SEB/QVVPN20V308SEC/QVVPN20V308SEM/QVVPN20V308SEN/QVVPN20V308SEO/QVVPN20V308SET/QVVPN20V308SM/QVVPN20V308SN/QVVPN20V308SO/QVVPN20V308ST,Double V-Lock,Two-Bolt Pillow Block,0883450080057/0883450080064/0883450208284/0883450208420/0883450220705/0883450220859/0883450233132/0883450233286/0883450241878/0883450242028/0883450246835/0883450246989,4.41 in/112 mm,8.54 in/216.9 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,12.88 in/327.2 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.53 in/38.9 mm,0.875 in/24 mm,4.03 in/102.4 mm,0.61 in/15.5 mm,4.63 in/117.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVSN19V308S,22219 ,3 1/2 in,4.41 in / 112 mm,11.42 in / 290 mm,12.87 in / 327 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,3 1/2 in,Imperial,QVVSN19V308SB/QVVSN19V308SC/QVVSN19V308SEB/QVVSN19V308SEC/QVVSN19V308SEM/QVVSN19V308SEN/QVVSN19V308SEO/QVVSN19V308SET/QVVSN19V308SM/QVVSN19V308SN/QVVSN19V308SO/QVVSN19V308ST/QVVSN19V308STNG,Double V-Lock,Two-Bolt Pillow Block,0883450149563/0883450149570/0883450149600/0883450149617/0883450177719/0883450178198/0883450205306/0883450205689/0883450217729/0883450218108/0883450230148/0883450230520/0883450432566,4.41 in/112 mm,8.34 in/212 mm,4.88 in/124 mm,11.42 in/290 mm,12.87 in/327 mm,14.96 in/380 mm,3.39 in/86 mm,1.53 in/39 mm,0.875 in/24 mm,4.02 in/102 mm,0.63 in/16 mm,4.65 in/118 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVP22V311S,22222 ,3 11/16 in,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 11/16 in,Imperial,QVVP22V311SB/QVVP22V311SC/QVVP22V311SEB/QVVP22V311SEC/QVVP22V311SEM/QVVP22V311SEN/QVVP22V311SEO/QVVP22V311SET/QVVP22V311SM/QVVP22V311SN/QVVP22V311SO/QVVP22V311ST,Double V-Lock,Two-Bolt Pillow Block,0883450032513/0883450032636/0883450095310/0883450095747/0883450106948/0883450107075/0883450113700/0883450113922/0883450126793/0883450127264/0883450137669/0883450137751,4.13 in/104.9 mm,8.65 in/219.7 mm,5.5 in/139.7 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,4.04 in/102.6 mm,2 in/50.8 mm,1 in/24 mm,4.59 in/116.6 mm,0.55 in/14 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPA22V311S,22222 ,3 11/16 in,4.94 in / 125.5 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 11/16 in,Imperial,QVVPA22V311SB/QVVPA22V311SC/QVVPA22V311SEB/QVVPA22V311SEC/QVVPA22V311SEM/QVVPA22V311SEN/QVVPA22V311SEO/QVVPA22V311SET/QVVPA22V311SM/QVVPA22V311SN/QVVPA22V311SO/QVVPA22V311ST,Double V-Lock,Two-Bolt Pillow Block,0883450146814/0883450147064/0883450152211/0883450152365/0883450169882/0883450174596/0883450183420/0883450183574/0883450263276/0883450263580/0883450282178/0883450282321,4.94 in/125.5 mm,9.47 in/240.5 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.55 in/115.6 mm,0.59 in/15 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPL22V311S,22222 ,3 11/16 in,4.25 in / 108 mm,10.04 in / 255 mm,12.6 in / 320 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 11/16 in,Imperial,QVVPL22V311SB/QVVPL22V311SC/QVVPL22V311SEB/QVVPL22V311SEC/QVVPL22V311SEM/QVVPL22V311SEN/QVVPL22V311SEO/QVVPL22V311SET/QVVPL22V311SM/QVVPL22V311SN/QVVPL22V311SO/QVVPL22V311ST,Double V-Lock,Two-Bolt Pillow Block,0883450097116/0883450107464/0883450114332/0883450128599/0883450138024/0883450334686/0883450334693/0883450334709/0883450334716/0883450334723/0883450334730/0883450357548,4.25 in/108 mm,8.78 in/223 mm,5.5 in/139.7 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,4.04 in/102.6 mm,2.12 in/53.8 mm,1 in/24 mm,4.59 in/116.6 mm,0.55 in/14 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPN22V311S,22222 ,3 11/16 in,4.92 in / 125 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 11/16 in,Imperial,QVVPN22V311SB/QVVPN22V311SC/QVVPN22V311SEB/QVVPN22V311SEC/QVVPN22V311SEM/QVVPN22V311SEN/QVVPN22V311SEO/QVVPN22V311SET/QVVPN22V311SM/QVVPN22V311SN/QVVPN22V311SO/QVVPN22V311ST,Double V-Lock,Two-Bolt Pillow Block,0883450146111/0883450146265/0883450151610/0883450151764/0883450162777/0883450163996/0883450181822/0883450181976/0883450256315/0883450256872/0883450281577/0883450281720,4.92 in/125 mm,9.47 in/240.5 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.55 in/115.6 mm,0.59 in/15 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVSN22V311S,22222 ,3 11/16 in,4.92 in / 125 mm,12.56 in / 319 mm,14.41 in / 366 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 11/16 in,Imperial,QVVSN22V311SB/QVVSN22V311SC/QVVSN22V311SEB/QVVSN22V311SEC/QVVSN22V311SEM/QVVSN22V311SEN/QVVSN22V311SEO/QVVSN22V311SET/QVVSN22V311SM/QVVSN22V311SN/QVVSN22V311SO/QVVSN22V311ST,Double V-Lock,Two-Bolt Pillow Block,0883450087513/0883450088145/0883450099417/0883450099707/0883450108157/0883450108348/0883450114967/0883450115209/0883450130479/0883450130608/0883450138666/0883450138970,4.92 in/125 mm,9.49 in/241 mm,5.51 in/140 mm,12.56 in/319 mm,14.41 in/366 mm,16.14 in/410 mm,3.98 in/101 mm,2 in/50 mm,0.875 in/24 mm,4.57 in/116 mm,0.59 in/15 mm,5.12 in/130 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVP22V312S,22222 ,3 3/4 in,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 3/4 in,Imperial,QVVP22V312SB/QVVP22V312SC/QVVP22V312SEB/QVVP22V312SEC/QVVP22V312SEM/QVVP22V312SEN/QVVP22V312SEO/QVVP22V312SET/QVVP22V312SM/QVVP22V312SN/QVVP22V312SO/QVVP22V312ST,Double V-Lock,Two-Bolt Pillow Block,0883450032537/0883450032643/0883450095341/0883450095815/0883450106955/0883450107082/0883450113724/0883450113946/0883450126861/0883450127295/0883450137676/0883450137768,4.13 in/104.9 mm,8.65 in/219.7 mm,5.5 in/139.7 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,4.04 in/102.6 mm,2 in/50.8 mm,1 in/24 mm,4.59 in/116.6 mm,0.55 in/14 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPA22V312S,22222 ,3 3/4 in,4.94 in / 125.5 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 3/4 in,Imperial,QVVPA22V312SB/QVVPA22V312SC/QVVPA22V312SEB/QVVPA22V312SEC/QVVPA22V312SEM/QVVPA22V312SEN/QVVPA22V312SEO/QVVPA22V312SET/QVVPA22V312SM/QVVPA22V312SN/QVVPA22V312SO/QVVPA22V312ST,Double V-Lock,Two-Bolt Pillow Block,0883450146845/0883450147071/0883450152228/0883450152372/0883450169905/0883450174602/0883450183437/0883450183581/0883450263283/0883450263597/0883450282185/0883450282338,4.94 in/125.5 mm,9.47 in/240.5 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.55 in/115.6 mm,0.59 in/15 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPL22V312S,22222 ,3 3/4 in,4.25 in / 108 mm,10.04 in / 255 mm,12.6 in / 320 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 3/4 in,Imperial,QVVPL22V312SB/QVVPL22V312SC/QVVPL22V312SEB/QVVPL22V312SEC/QVVPL22V312SEM/QVVPL22V312SEN/QVVPL22V312SEO/QVVPL22V312SET/QVVPL22V312SM/QVVPL22V312SN/QVVPL22V312SO/QVVPL22V312ST,Double V-Lock,Two-Bolt Pillow Block,0883450097147/0883450107488/0883450114349/0883450128667/0883450138031/0883450334747/0883450334754/0883450334761/0883450334778/0883450334785/0883450334792/0883450357555,4.25 in/108 mm,8.78 in/223 mm,5.5 in/139.7 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,4.04 in/102.6 mm,2.12 in/53.8 mm,1 in/24 mm,4.59 in/116.6 mm,0.55 in/14 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPN22V312S,22222 ,3 3/4 in,4.92 in / 125 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 3/4 in,Imperial,QVVPN22V312SB/QVVPN22V312SC/QVVPN22V312SEB/QVVPN22V312SEC/QVVPN22V312SEM/QVVPN22V312SEN/QVVPN22V312SEO/QVVPN22V312SET/QVVPN22V312SM/QVVPN22V312SN/QVVPN22V312SO/QVVPN22V312ST,Double V-Lock,Two-Bolt Pillow Block,0883450146128/0883450146272/0883450151627/0883450151771/0883450162784/0883450164009/0883450181839/0883450181983/0883450256322/0883450256889/0883450281584/0883450281737,4.92 in/125 mm,9.47 in/240.5 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.55 in/115.6 mm,0.59 in/15 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
