Part Number,Shaft Size,Shaft Size Type,Dimension L,Dimension A,C90 Dynamic Load Rating,Max. Speed,Lubrication,Housing Coating,CAD,Shaft Size,Shaft Size Type,UPC Code,Lubrication,Housing Coating,Dimension B,Dimension L,Dimension A,Dimension J Min.,Dimension J Max.,Bolt Diameter,Dimension N,Dimension N1,Dimension N2,Dimension H1,Dimension H2,Dimension d1,Dimension H,e,X (if Fa/Fr ≤ e),Y (if Fa/Fr ≤ e),X (if Fa/Fr > e),Y (if Fa/Fr > e),K Factor,C90 Dynamic Load Rating1,C0 Static Load Rating,Fa-max Maximum Permissible Thrust Load2,Fr-max Maximum Allowable Slip Fit Radial Load3,Max. Speed4,Note,Type E Closed Cover Number,Dimension Ac,Dimension d2,Type E Open Cover Number
E-P4B-TRB-80MM-ECO/ECC,80 mm,Metric ,13-1/2 in,4-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,80 mm,Metric,0883450506083,Grease - Premium Industrial,E-Coat,5 in,13-1/2 in,4-1/2 in,10-3/4 in,11-1/4 in,3/4 in,15/16 in,1-3/16 in,2-3/8 in,2-1/4 in,7-1/2 in,5-17/32 in,3-3/4 in,0.50,0.87,1.71,0.7,2.07,1.19,19600 lbf,108600 lbf,5181 lbf,16000 lbf,1640 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-H,7 in,6.7 in,EUDR-80MM
E-P4B-TRB-80MM-ECO/ECO,80 mm,Metric ,13-1/2 in,4-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,80 mm,Metric,0883450509312,Grease - Premium Industrial,E-Coat,5 in,13-1/2 in,4-1/2 in,10-3/4 in,11-1/4 in,3/4 in,15/16 in,1-3/16 in,2-3/8 in,2-1/4 in,7-1/2 in,5-17/32 in,3-3/4 in,0.50,0.87,1.71,0.7,2.07,1.19,19600 lbf,108600 lbf,5181 lbf,16000 lbf,1640 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,7.1 in,6.7 in,EUDR-80MM
E-P4B-TRB-80MM-ECO,80 mm,Metric ,13-1/2 in,4-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,80 mm,Metric,0883450507684,Grease - Premium Industrial,E-Coat,5 in,13-1/2 in,4-1/2 in,10-3/4 in,11-1/4 in,3/4 in,15/16 in,1-3/16 in,2-3/8 in,2-1/4 in,7-1/2 in,5-17/32 in,3-3/4 in,0.50,0.87,1.71,0.7,2.07,1.19,19600 lbf,108600 lbf,5181 lbf,16000 lbf,1640 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,5.8 in,6.7 in,EUDR-80MM
E-P4B-TRB-80MM-SLA,80 mm,Metric ,13-1/2 in,4-1/2 in,19600 lbf,1640 rpm,Solid Lube - Food Grade ,E-Coat ,,80 mm,Metric,,Solid Lube - Food Grade,E-Coat,5 in,13-1/2 in,4-1/2 in,10-3/4 in,11-1/4 in,3/4 in,15/16 in,1-3/16 in,2-3/8 in,2-1/4 in,7-1/2 in,5-17/32 in,3-3/4 in,0.50,0.87,1.71,0.7,2.07,1.19,19600 lbf,108600 lbf,5181 lbf,16000 lbf,1640 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-80MM-SLJ,80 mm,Metric ,13-1/2 in,4-1/2 in,19600 lbf,1640 rpm,Solid Lube - Food Grade ,E-Coat ,,80 mm,Metric,,Solid Lube - Food Grade,E-Coat,5 in,13-1/2 in,4-1/2 in,10-3/4 in,11-1/4 in,3/4 in,15/16 in,1-3/16 in,2-3/8 in,2-1/4 in,7-1/2 in,5-17/32 in,3-3/4 in,0.50,0.87,1.71,0.7,2.07,1.19,19600 lbf,108600 lbf,5181 lbf,16000 lbf,1640 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-85MM,85 mm,Metric ,13-1/2 in,4-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,85 mm,Metric,053893775593,Grease - Premium Industrial,E-Coat,5 in,13-1/2 in,4-1/2 in,10-3/4 in,11-1/4 in,3/4 in,15/16 in,1-3/16 in,2-3/8 in,2-1/4 in,7-1/2 in,5-17/32 in,3-3/4 in,0.50,0.87,1.71,0.7,2.07,1.19,19600 lbf,108600 lbf,5181 lbf,16000 lbf,1640 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-85MM-ECC,85 mm,Metric ,13-1/2 in,4-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,85 mm,Metric,0883450504461,Grease - Premium Industrial,E-Coat,5 in,13-1/2 in,4-1/2 in,10-3/4 in,11-1/4 in,3/4 in,15/16 in,1-3/16 in,2-3/8 in,2-1/4 in,7-1/2 in,5-17/32 in,3-3/4 in,0.50,0.87,1.71,0.7,2.07,1.19,19600 lbf,108600 lbf,5181 lbf,16000 lbf,1640 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-H,5.7 in,6.7 in,
E-P4B-TRB-85MM-ECO/ECC,85 mm,Metric ,13-1/2 in,4-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,85 mm,Metric,0883450506090,Grease - Premium Industrial,E-Coat,5 in,13-1/2 in,4-1/2 in,10-3/4 in,11-1/4 in,3/4 in,15/16 in,1-3/16 in,2-3/8 in,2-1/4 in,7-1/2 in,5-17/32 in,3-3/4 in,0.50,0.87,1.71,0.7,2.07,1.19,19600 lbf,108600 lbf,5181 lbf,16000 lbf,1640 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-H,7 in,6.7 in,EUDR-85MM
E-P4B-TRB-85MM-ECO/ECO,85 mm,Metric ,13-1/2 in,4-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,85 mm,Metric,0883450509329,Grease - Premium Industrial,E-Coat,5 in,13-1/2 in,4-1/2 in,10-3/4 in,11-1/4 in,3/4 in,15/16 in,1-3/16 in,2-3/8 in,2-1/4 in,7-1/2 in,5-17/32 in,3-3/4 in,0.50,0.87,1.71,0.7,2.07,1.19,19600 lbf,108600 lbf,5181 lbf,16000 lbf,1640 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,7.1 in,6.7 in,EUDR-85MM
E-P4B-TRB-85MM-ECO,85 mm,Metric ,13-1/2 in,4-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,85 mm,Metric,0883450507691,Grease - Premium Industrial,E-Coat,5 in,13-1/2 in,4-1/2 in,10-3/4 in,11-1/4 in,3/4 in,15/16 in,1-3/16 in,2-3/8 in,2-1/4 in,7-1/2 in,5-17/32 in,3-3/4 in,0.50,0.87,1.71,0.7,2.07,1.19,19600 lbf,108600 lbf,5181 lbf,16000 lbf,1640 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,5.8 in,6.7 in,EUDR-85MM
E-P4B-TRB-85MM-SLA,85 mm,Metric ,13-1/2 in,4-1/2 in,19600 lbf,1640 rpm,Solid Lube - Food Grade ,E-Coat ,,85 mm,Metric,,Solid Lube - Food Grade,E-Coat,5 in,13-1/2 in,4-1/2 in,10-3/4 in,11-1/4 in,3/4 in,15/16 in,1-3/16 in,2-3/8 in,2-1/4 in,7-1/2 in,5-17/32 in,3-3/4 in,0.50,0.87,1.71,0.7,2.07,1.19,19600 lbf,108600 lbf,5181 lbf,16000 lbf,1640 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-85MM-SLJ,85 mm,Metric ,13-1/2 in,4-1/2 in,19600 lbf,1640 rpm,Solid Lube - Food Grade ,E-Coat ,,85 mm,Metric,,Solid Lube - Food Grade,E-Coat,5 in,13-1/2 in,4-1/2 in,10-3/4 in,11-1/4 in,3/4 in,15/16 in,1-3/16 in,2-3/8 in,2-1/4 in,7-1/2 in,5-17/32 in,3-3/4 in,0.50,0.87,1.71,0.7,2.07,1.19,19600 lbf,108600 lbf,5181 lbf,16000 lbf,1640 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-90MM,90 mm,Metric ,13-1/2 in,4-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,90 mm,Metric,053893775609,Grease - Premium Industrial,E-Coat,5 in,13-1/2 in,4-1/2 in,10-3/4 in,11-1/4 in,3/4 in,15/16 in,1-3/16 in,2-3/8 in,2-1/4 in,7-1/2 in,5-17/32 in,3-3/4 in,0.50,0.87,1.71,0.7,2.07,1.19,19600 lbf,108600 lbf,5181 lbf,16000 lbf,1640 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-90MM-ECC,90 mm,Metric ,13-1/2 in,4-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,90 mm,Metric,0883450504478,Grease - Premium Industrial,E-Coat,5 in,13-1/2 in,4-1/2 in,10-3/4 in,11-1/4 in,3/4 in,15/16 in,1-3/16 in,2-3/8 in,2-1/4 in,7-1/2 in,5-17/32 in,3-3/4 in,0.50,0.87,1.71,0.7,2.07,1.19,19600 lbf,108600 lbf,5181 lbf,16000 lbf,1640 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-H,5.7 in,6.7 in,
E-P4B-TRB-90MM-ECO/ECC,90 mm,Metric ,13-1/2 in,4-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,90 mm,Metric,0883450506106,Grease - Premium Industrial,E-Coat,5 in,13-1/2 in,4-1/2 in,10-3/4 in,11-1/4 in,3/4 in,15/16 in,1-3/16 in,2-3/8 in,2-1/4 in,7-1/2 in,5-17/32 in,3-3/4 in,0.50,0.87,1.71,0.7,2.07,1.19,19600 lbf,108600 lbf,5181 lbf,16000 lbf,1640 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-H,7 in,6.7 in,EUDR-90MM
E-P4B-TRB-90MM-ECO/ECO,90 mm,Metric ,13-1/2 in,4-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,90 mm,Metric,0883450509336,Grease - Premium Industrial,E-Coat,5 in,13-1/2 in,4-1/2 in,10-3/4 in,11-1/4 in,3/4 in,15/16 in,1-3/16 in,2-3/8 in,2-1/4 in,7-1/2 in,5-17/32 in,3-3/4 in,0.50,0.87,1.71,0.7,2.07,1.19,19600 lbf,108600 lbf,5181 lbf,16000 lbf,1640 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,7.1 in,6.7 in,EUDR-90MM
E-P4B-TRB-90MM-ECO,90 mm,Metric ,13-1/2 in,4-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,90 mm,Metric,0883450507707,Grease - Premium Industrial,E-Coat,5 in,13-1/2 in,4-1/2 in,10-3/4 in,11-1/4 in,3/4 in,15/16 in,1-3/16 in,2-3/8 in,2-1/4 in,7-1/2 in,5-17/32 in,3-3/4 in,0.50,0.87,1.71,0.7,2.07,1.19,19600 lbf,108600 lbf,5181 lbf,16000 lbf,1640 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,5.8 in,6.7 in,EUDR-90MM
E-P4B-TRB-90MM-SLA,90 mm,Metric ,13-1/2 in,4-1/2 in,19600 lbf,1640 rpm,Solid Lube - Food Grade ,E-Coat ,,90 mm,Metric,,Solid Lube - Food Grade,E-Coat,5 in,13-1/2 in,4-1/2 in,10-3/4 in,11-1/4 in,3/4 in,15/16 in,1-3/16 in,2-3/8 in,2-1/4 in,7-1/2 in,5-17/32 in,3-3/4 in,0.50,0.87,1.71,0.7,2.07,1.19,19600 lbf,108600 lbf,5181 lbf,16000 lbf,1640 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-90MM-SLJ,90 mm,Metric ,13-1/2 in,4-1/2 in,19600 lbf,1640 rpm,Solid Lube - Food Grade ,E-Coat ,,90 mm,Metric,,Solid Lube - Food Grade,E-Coat,5 in,13-1/2 in,4-1/2 in,10-3/4 in,11-1/4 in,3/4 in,15/16 in,1-3/16 in,2-3/8 in,2-1/4 in,7-1/2 in,5-17/32 in,3-3/4 in,0.50,0.87,1.71,0.7,2.07,1.19,19600 lbf,108600 lbf,5181 lbf,16000 lbf,1640 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-100MM,100 mm,Metric ,15-1/4 in,4-1/2 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,E-Coat ,,100 mm,Metric,053893775616,Grease - Premium Industrial,E-Coat,6 1/4 in,15-1/4 in,4-1/2 in,12-1/4 in,12-3/4 in,3/4 in,7/8 in,1-1/8 in,2-1/4 in,2-7/16 in,8-1/2 in,6-1/16 in,4-1/4 in,0.49,0.87,1.77,0.7,2.14,1.23,26900 lbf,154000 lbf,6908 lbf,22000 lbf,1530 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-100MM-ECC,100 mm,Metric ,15-1/4 in,4-1/2 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,E-Coat ,,100 mm,Metric,0883450504201,Grease - Premium Industrial,E-Coat,6 1/4 in,15-1/4 in,4-1/2 in,12-1/4 in,12-3/4 in,3/4 in,7/8 in,1-1/8 in,2-1/4 in,2-7/16 in,8-1/2 in,6-1/16 in,4-1/4 in,0.49,0.87,1.77,0.7,2.14,1.23,26900 lbf,154000 lbf,6908 lbf,22000 lbf,1530 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-I,5.825 in,7.43 in,
E-P4B-TRB-100MM-ECO/ECC,100 mm,Metric ,15-1/4 in,4-1/2 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,E-Coat ,,100 mm,Metric,0883450505833,Grease - Premium Industrial,E-Coat,6 1/4 in,15-1/4 in,4-1/2 in,12-1/4 in,12-3/4 in,3/4 in,7/8 in,1-1/8 in,2-1/4 in,2-7/16 in,8-1/2 in,6-1/16 in,4-1/4 in,0.49,0.87,1.77,0.7,2.14,1.23,26900 lbf,154000 lbf,6908 lbf,22000 lbf,1530 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-I,7.25 in,7.43 in,EUDR-100MM
E-P4B-TRB-100MM-ECO/ECO,100 mm,Metric ,15-1/4 in,4-1/2 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,E-Coat ,,100 mm,Metric,0883450509060,Grease - Premium Industrial,E-Coat,6 1/4 in,15-1/4 in,4-1/2 in,12-1/4 in,12-3/4 in,3/4 in,7/8 in,1-1/8 in,2-1/4 in,2-7/16 in,8-1/2 in,6-1/16 in,4-1/4 in,0.49,0.87,1.77,0.7,2.14,1.23,26900 lbf,154000 lbf,6908 lbf,22000 lbf,1530 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,7.35 in,7.43 in,EUDR-100MM
E-P4B-TRB-100MM-ECO,100 mm,Metric ,15-1/4 in,4-1/2 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,E-Coat ,,100 mm,Metric,0883450507431,Grease - Premium Industrial,E-Coat,6 1/4 in,15-1/4 in,4-1/2 in,12-1/4 in,12-3/4 in,3/4 in,7/8 in,1-1/8 in,2-1/4 in,2-7/16 in,8-1/2 in,6-1/16 in,4-1/4 in,0.49,0.87,1.77,0.7,2.14,1.23,26900 lbf,154000 lbf,6908 lbf,22000 lbf,1530 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,5.925 in,7.43 in,EUDR-100MM
E-P4B-TRB-100MM-SLA,100 mm,Metric ,15-1/4 in,4-1/2 in,26900 lbf,1530 rpm,Solid Lube - Food Grade ,E-Coat ,,100 mm,Metric,,Solid Lube - Food Grade,E-Coat,6 1/4 in,15-1/4 in,4-1/2 in,12-1/4 in,12-3/4 in,3/4 in,7/8 in,1-1/8 in,2-1/4 in,2-7/16 in,8-1/2 in,6-1/16 in,4-1/4 in,0.49,0.87,1.77,0.7,2.14,1.23,26900 lbf,154000 lbf,6908 lbf,22000 lbf,1530 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-100MM-SLJ,100 mm,Metric ,15-1/4 in,4-1/2 in,26900 lbf,1530 rpm,Solid Lube - Food Grade ,E-Coat ,,100 mm,Metric,,Solid Lube - Food Grade,E-Coat,6 1/4 in,15-1/4 in,4-1/2 in,12-1/4 in,12-3/4 in,3/4 in,7/8 in,1-1/8 in,2-1/4 in,2-7/16 in,8-1/2 in,6-1/16 in,4-1/4 in,0.49,0.87,1.77,0.7,2.14,1.23,26900 lbf,154000 lbf,6908 lbf,22000 lbf,1530 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-110MM,110 mm,Metric ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Grease - Premium Industrial ,E-Coat ,,110 mm,Metric,053893775623,Grease - Premium Industrial,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-110MM-ECC,110 mm,Metric ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Grease - Premium Industrial ,E-Coat ,,110 mm,Metric,0883450504218,Grease - Premium Industrial,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-J,6.263 in,8.25 in,
E-P4B-TRB-110MM-ECO/ECC,110 mm,Metric ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Grease - Premium Industrial ,E-Coat ,,110 mm,Metric,0883450505840,Grease - Premium Industrial,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-J,8.001 in,8.25 in,EUDR-110MM
