Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,Bolt Hole Spacing - Across,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension MT,Dimension RTT,Dimension ST,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Pre Install Clearance Min,Pre Install Clearance Max
TAAPH28K125S,22228 ,125 mm,6 in / 152.4 mm,16 in / 406.4 mm,17.13 in / 435.1 mm,3.38 in / 85.9 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,125 mm,Metric,TAAPH28K125SB/TAAPH28K125SC/TAAPH28K125SEB/TAAPH28K125SEC/TAAPH28K125SEM/TAAPH28K125SEN/TAAPH28K125SEO/TAAPH28K125SET/TAAPH28K125SMT/TAAPH28K125SNT/TAAPH28K125SO/TAAPH28K125ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,6 in/152.4 mm,11.45 in/290.8 mm,7.09 in/180.1 mm,16 in/406.4 mm,17.13 in/435.1 mm,3.38 in/85.9 mm,19.7 in/500.4 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,5.57 in/141.5 mm,3.35 in/85.2 mm,0.72 in/18.3 mm,6.34 in/161.15 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm
TAAPG28K125S,22228 ,125 mm,5.906 in / 150 mm,15.13 in / 384.3 mm,17.63 in / 447.8 mm,3.15 in / 80 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,125 mm,Metric,,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,5.906 in/150 mm,11.36 in/288.4 mm,7.09 in/180.1 mm,15.13 in/384.3 mm,17.63 in/447.8 mm,3.15 in/80 mm,19.7 in/500.4 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,5.57 in/141.5 mm,3.35 in/85.2 mm,0.72 in/18.3 mm,6.34 in/161.15 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm
TAAPH30K135S,23130 ,135 mm,6.31 in / 160.3 mm,17 in / 431.8 mm,18.25 in / 463.6 mm,3-3/4 in / 95.2 mm,312000 lbf / 1390000 N,225000 lbf / 1000000 N,,Mounted Bearing,23130,135 mm,Metric,TAAPH30K135SB/TAAPH30K135SC/TAAPH30K135SEB/TAAPH30K135SEC/TAAPH30K135SEM/TAAPH30K135SEN/TAAPH30K135SEO/TAAPH30K135SET/TAAPH30K135SMT/TAAPH30K135SNT/TAAPH30K135SO/TAAPH30K135ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,6.31 in/160.3 mm,12.62 in/320.6 mm,7.89 in/200 mm,17 in/431.8 mm,18.25 in/463.6 mm,3-3/4 in/95.2 mm,21-1/4 in/539.8 mm,6.75 in/171.5 mm,2.61 in/66.2 mm,1 in/24 mm,6.69 in/170 mm,3.32 in/84.3 mm,0.32 in/8.1 mm,6.89 in/175 mm,312000 lbf/1390000 N,225000 lbf/1000000 N,0.29,2.34,3.45,,,,,875 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0071 in/0.180 mm,0.0091 in/0.231 mm
TAAPG30K135S,23130 ,135 mm,6.3 in / 160 mm,17.48 in / 444 mm,17.95 in / 456 mm,3.54 in / 90 mm,312000 lbf / 1390000 N,225000 lbf / 1000000 N,,Mounted Bearing,23130,135 mm,Metric,TAAPG30K135SO,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,6.3 in/160 mm,12.62 in/320.7 mm,7.89 in/200.5 mm,17.48 in/444 mm,17.95 in/456 mm,3.54 in/90 mm,20.87 in/530 mm,6.3 in/160 mm,2.36 in/60 mm,1 in/24 mm,6.46 in/164.2 mm,3.32 in/84.2 mm,0.43 in/10.8 mm,6.89 in/175 mm,312000 lbf/1390000 N,225000 lbf/1000000 N,0.29,2.34,3.45,,,,,875 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0071 in/0.180 mm,0.0091 in/0.231 mm
TAA4SD32K140S,23132 ,140 mm,9 in / 228.6 mm,21.38 in / 543.1 mm,23.63 in / 600.2 mm,5.0 in / 127 mm,354000 lbf / 1580000 N,261000 lbf / 1160000 N,,Mounted Bearing,23132,140 mm,Metric,TAA4SD32K140SB/TAA4SD32K140SC/TAA4SD32K140SEB/TAA4SD32K140SEC/TAA4SD32K140SEM/TAA4SD32K140SEN/TAA4SD32K140SEO/TAA4SD32K140SET/TAA4SD32K140SMT/TAA4SD32K140SNT/TAA4SD32K140SO/TAA4SD32K140ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,9 in/228.6 mm,15.75 in/400.1 mm,8.27 in/210 mm,21.38 in/543.1 mm,23.63 in/600.2 mm,5.0 in/127 mm,26-3/4 in/679.5 mm,7.51 in/190.8 mm,2.5 in/63.5 mm,1.125 in/24 mm,7.32 in/185.8 mm,3.56 in/90.4 mm,0.75 in/19.5 mm,7.28 in/184.9 mm,354000 lbf/1580000 N,261000 lbf/1160000 N,0.29,2.33,3.46,,,,,,,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0071 in/0.180 mm,0.0091 in/0.231 mm
TAA4DI32K140S,23132 ,140 mm,7.13 in / 181.1 mm,19 in / 482.6 mm,20.63 in / 524 mm,3 in / 76.2 mm,354000 lbf / 1580000 N,261000 lbf / 1160000 N,,Mounted Bearing,23132,140 mm,Metric,TAA4DI32K140SB/TAA4DI32K140SC/TAA4DI32K140SEB/TAA4DI32K140SEC/TAA4DI32K140SEM/TAA4DI32K140SEN/TAA4DI32K140SEO/TAA4DI32K140SET/TAA4DI32K140SMT/TAA4DI32K140SNT/TAA4DI32K140SO/TAA4DI32K140ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7.13 in/181.1 mm,13.88 in/352.6 mm,8.27 in/210 mm,19 in/482.6 mm,20.63 in/524 mm,3 in/76.2 mm,23.69 in/601.7 mm,6.5 in/165.1 mm,2.5 in/63.5 mm,1 in/24 mm,6.64 in/168.7 mm,3.56 in/90.4 mm,0.75 in/19.5 mm,7.28 in/184.9 mm,354000 lbf/1580000 N,261000 lbf/1160000 N,0.29,2.33,3.46,,,,,,,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0071 in/0.180 mm,0.0091 in/0.231 mm
TAAPH32K140S,23132 ,140 mm,6.69 in / 169.9 mm,17.38 in / 441.3 mm,19.25 in / 489 mm,3-3/4 in / 95.2 mm,354000 lbf / 1580000 N,261000 lbf / 1160000 N,,Mounted Bearing,23132,140 mm,Metric,TAAPH32K140SB/TAAPH32K140SC/TAAPH32K140SEB/TAAPH32K140SEC/TAAPH32K140SEM/TAAPH32K140SEN/TAAPH32K140SEO/TAAPH32K140SET/TAAPH32K140SMT/TAAPH32K140SNT/TAAPH32K140SO/TAAPH32K140ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,6.69 in/169.9 mm,13 in/330.2 mm,8.27 in/210 mm,17.38 in/441.3 mm,19.25 in/489 mm,3-3/4 in/95.2 mm,22.0 in/558.8 mm,6.75 in/171.5 mm,3 in/76.2 mm,1 in/24 mm,6.94 in/176 mm,3.56 in/90.4 mm,0.47 in/11.9 mm,7.28 in/184.9 mm,354000 lbf/1580000 N,261000 lbf/1160000 N,0.29,2.33,3.46,,,,,,,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0071 in/0.180 mm,0.0091 in/0.231 mm
DAAPF32K140S,23132 ,140 mm,6.69 in / 169.9 mm,17.38 in / 441.3 mm,19.25 in / 489 mm,3-3/4 in / 95.3 mm,354000 lbf / 1580000 N,261000 lbf / 1160000 N,,Mounted Bearing,23132,140 mm,Metric,,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,6.69 in/169.9 mm,13 in/330.3 mm,8.27 in/210 mm,17.38 in/441.3 mm,19.25 in/489 mm,3-3/4 in/95.3 mm,22.0 in/558.8 mm,6.75 in/171.5 mm,3 in/76.2 mm,1 in/24 mm,6.94 in/176.2 mm,3.56 in/90.5 mm,0.47 in/11.9 mm,7.28 in/185 mm,354000 lbf/1580000 N,261000 lbf/1160000 N,0.29,2.33,3.46,,,,,,,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0071 in/0.180 mm,0.0091 in/0.231 mm
TAA4SD34K150S,23134 ,150 mm,9 in / 228.6 mm,21.38 in / 543.1 mm,23.63 in / 600.2 mm,5.0 in / 127 mm,384000 lbf / 1710000 N,274000 lbf / 1220000 N,,Mounted Bearing,23134,150 mm,Metric,TAA4SD34K150SB/TAA4SD34K150SC/TAA4SD34K150SEB/TAA4SD34K150SEC/TAA4SD34K150SEM/TAA4SD34K150SEN/TAA4SD34K150SEO/TAA4SD34K150SET/TAA4SD34K150SMT/TAA4SD34K150SNT/TAA4SD34K150SO/TAA4SD34K150ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,9 in/228.6 mm,15.75 in/400.1 mm,8.66 in/220 mm,21.38 in/543.1 mm,23.63 in/600.2 mm,5.0 in/127 mm,26-3/4 in/679.5 mm,7.51 in/190.8 mm,2.5 in/63.5 mm,1.125 in/24 mm,7.49 in/190.1 mm,3.73 in/94.7 mm,0.59 in/15 mm,7.38 in/187.5 mm,384000 lbf/1710000 N,274000 lbf/1220000 N,0.28,2.39,3.55,,,,,,,0.083 in/2.108 mm,,,
TAA4DI34K150S,23134 ,150 mm,7.13 in / 181.1 mm,19 in / 482.6 mm,20.63 in / 524 mm,3 in / 76.2 mm,384000 lbf / 1710000 N,274000 lbf / 1220000 N,,Mounted Bearing,23134,150 mm,Metric,TAA4DI34K150SB/TAA4DI34K150SC/TAA4DI34K150SEB/TAA4DI34K150SEC/TAA4DI34K150SEM/TAA4DI34K150SEN/TAA4DI34K150SEO/TAA4DI34K150SET/TAA4DI34K150SMT/TAA4DI34K150SNT/TAA4DI34K150SO/TAA4DI34K150ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7.13 in/181.1 mm,13.88 in/352.6 mm,8.27 in/210 mm,19 in/482.6 mm,20.63 in/524 mm,3 in/76.2 mm,23.69 in/601.7 mm,6.5 in/165.1 mm,2.5 in/63.5 mm,1 in/24 mm,6.68 in/169.6 mm,3.73 in/94.7 mm,0.59 in/15 mm,7.35 in/186.7 mm,384000 lbf/1710000 N,274000 lbf/1220000 N,0.28,2.39,3.55,,,,,,,0.083 in/2.108 mm,,,
TAAPH34K150S,23134 ,150 mm,7.06 in / 179.4 mm,19.38 in / 493.6 mm,21.63 in / 549.4 mm,4-1/4 in / 108 mm,384000 lbf / 1710000 N,274000 lbf / 1220000 N,,Mounted Bearing,23134,150 mm,Metric,TAAPH34K150SB/TAAPH34K150SC/TAAPH34K150SEB/TAAPH34K150SEC/TAAPH34K150SEM/TAAPH34K150SEN/TAAPH34K150SEO/TAAPH34K150SET/TAAPH34K150SMT/TAAPH34K150SNT/TAAPH34K150SO/TAAPH34K150ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7.06 in/179.4 mm,13.38 in/339.8 mm,8.66 in/220 mm,19.38 in/493.6 mm,21.63 in/549.4 mm,4-1/4 in/108 mm,24-3/4 in/628.7 mm,6.75 in/171.5 mm,3.38 in/85.9 mm,1 in/24 mm,7.1 in/180 mm,3.73 in/94.7 mm,0.52 in/13.2 mm,7.38 in/187.5 mm,384000 lbf/1710000 N,274000 lbf/1220000 N,0.28,2.39,3.55,,,,,,,0.083 in/2.108 mm,,,
TAAPH34DK150S,23134 ,150 mm,7.06 in / 179.3 mm,19.38 in / 492.3 mm,21.63 in / 549.4 mm,5.5 in / 139.7 mm,384000 lbf / 1710000 N,274000 lbf / 1220000 N,,Mounted Bearing,23134,150 mm,Metric,TAAPH34DK150SB/TAAPH34DK150SC/TAAPH34DK150SEB/TAAPH34DK150SEC/TAAPH34DK150SEM/TAAPH34DK150SEN/TAAPH34DK150SEO/TAAPH34DK150SET/TAAPH34DK150SMT/TAAPH34DK150SNT/TAAPH34DK150SO/TAAPH34DK150ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7.06 in/179.3 mm,14.6 in/370 mm,7.87 in/199.9 mm,19.38 in/492.3 mm,21.63 in/549.4 mm,5.5 in/139.7 mm,24-3/4 in/628.7 mm,8.5 in/215.9 mm,2.56 in/65 mm,1.25 in/30 mm,7.98 in/203 mm,3.73 in/94.7 mm,0.52 in/13.2 mm,7.38 in/187.5 mm,384000 lbf/1710000 N,274000 lbf/1220000 N,0.28,2.39,3.55,,,,,,,0.083 in/2.108 mm,,,
TAAPH634K150S,23134 ,150 mm,8-1/4 in / 209.6 mm,22.5 in / 571.5 mm,25 in / 635 mm,5.0 in / 127 mm,384000 lbf / 1710000 N,274000 lbf / 1220000 N,,Mounted Bearing,23134,150 mm,Metric,TAAPH634K150SB/TAAPH634K150SC/TAAPH634K150SEB/TAAPH634K150SEC/TAAPH634K150SEM/TAAPH634K150SEN/TAAPH634K150SEO/TAAPH634K150SET/TAAPH634K150SMT/TAAPH634K150SNT/TAAPH634K150SO/TAAPH634K150ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,8-1/4 in/209.6 mm,15.76 in/400.4 mm,8.66 in/220 mm,22.5 in/571.5 mm,25 in/635 mm,5.0 in/127 mm,29-1/2 in/749.3 mm,8.0 in/203.2 mm,2.56 in/65 mm,1.25 in/30 mm,7.73 in/196 mm,3.73 in/94.7 mm,0.53 in/13.5 mm,7.38 in/187.5 mm,384000 lbf/1710000 N,274000 lbf/1220000 N,0.28,2.39,3.55,,,,,,,0.083 in/2.108 mm,,,
TAAPH634DK150S,23134 ,150 mm,8-1/4 in / 209.6 mm,23 in / 584.2 mm,25 in / 635 mm,6.75 in / 171.5 mm,384000 lbf / 1710000 N,274000 lbf / 1220000 N,,Mounted Bearing,23134,150 mm,Metric,TAAPH634DK150SB/TAAPH634DK150SC/TAAPH634DK150SEB/TAAPH634DK150SEC/TAAPH634DK150SEM/TAAPH634DK150SEN/TAAPH634DK150SEO/TAAPH634DK150SET/TAAPH634DK150SMT/TAAPH634DK150SNT/TAAPH634DK150SO/TAAPH634DK150ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,8-1/4 in/209.6 mm,15.76 in/400.4 mm,8.66 in/220 mm,23 in/584.2 mm,25 in/635 mm,6.75 in/171.5 mm,28.75 in/730.3 mm,9.75 in/247.7 mm,2.56 in/65 mm,1.375 in/30 mm,8.6 in/219 mm,3.73 in/94.7 mm,0.53 in/13.5 mm,7.38 in/187.5 mm,384000 lbf/1710000 N,274000 lbf/1220000 N,0.28,2.39,3.55,,,,,,,0.083 in/2.108 mm,,,
TAAPH034K150S,23134 ,150 mm,6 in / 152.4 mm,16 in / 406.4 mm,17.13 in / 435.1 mm,3.38 in / 85.7 mm,384000 lbf / 1710000 N,274000 lbf / 1220000 N,,Mounted Bearing,23134,150 mm,Metric,TAAPH034K150SB/TAAPH034K150SC/TAAPH034K150SEB/TAAPH034K150SEC/TAAPH034K150SEM/TAAPH034K150SEN/TAAPH034K150SEO/TAAPH034K150SET/TAAPH034K150SMT/TAAPH034K150SNT/TAAPH034K150SO/TAAPH034K150ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,6 in/152.4 mm,13 in/330.2 mm,8.66 in/220 mm,16 in/406.4 mm,17.13 in/435.1 mm,3.38 in/85.7 mm,20.13 in/511.3 mm,6.75 in/171.5 mm,2.56 in/65 mm,1 in/24 mm,7.28 in/184.8 mm,3.9 in/99.1 mm,0.36 in/9.1 mm,7.38 in/187.5 mm,384000 lbf/1710000 N,274000 lbf/1220000 N,0.28,2.39,3.55,,,,,,,0.083 in/2.108 mm,,,
TAA31SN34K150S,23134 ,150 mm,6.69 in / 170 mm,16.14 in / 410 mm,17.72 in / 450 mm,3.94 in / 100 mm,384000 lbf / 1710000 N,274000 lbf / 1220000 N,,Mounted Bearing,23134,150 mm,Metric,TAA31SN34K150SB/TAA31SN34K150SC/TAA31SN34K150SEB/TAA31SN34K150SEC/TAA31SN34K150SEM/TAA31SN34K150SEN/TAA31SN34K150SEO/TAA31SN34K150SET/TAA31SN34K150SMT/TAA31SN34K150SNT/TAA31SN34K150SO/TAA31SN34K150ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,6.69 in/170 mm,13.11 in/333 mm,8.66 in/220 mm,16.14 in/410 mm,17.72 in/450 mm,3.94 in/100 mm,20.08 in/510 mm,6.75 in/171.5 mm,2.56 in/65 mm,1 in/24 mm,7.08 in/180 mm,3.73 in/94.7 mm,0.53 in/13.5 mm,7.38 in/187.5 mm,384000 lbf/1710000 N,274000 lbf/1220000 N,0.28,2.39,3.55,,,,,,,0.083 in/2.108 mm,,,
DAAPF34K150S,23134 ,150 mm,6.69 in / 169.9 mm,17.38 in / 441.3 mm,19.13 in / 485.8 mm,3-3/4 in / 95.3 mm,384000 lbf / 1710000 N,274000 lbf / 1220000 N,,Mounted Bearing,23134,150 mm,Metric,,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,6.69 in/169.9 mm,13 in/330.3 mm,8.64 in/219.4 mm,17.38 in/441.3 mm,19.13 in/485.8 mm,3-3/4 in/95.3 mm,22.0 in/558.8 mm,6.75 in/171.5 mm,3 in/76.2 mm,1 in/24 mm,7.05 in/179.1 mm,3.68 in/93.4 mm,0.42 in/10.8 mm,7.35 in/186.7 mm,384000 lbf/1710000 N,274000 lbf/1220000 N,0.28,2.39,3.55,,,,,,,0.083 in/2.108 mm,,,
TAA4SD36K160S,23136 ,160 mm,11.25 in / 285.8 mm,27.5 in / 698.5 mm,30.5 in / 774.7 mm,5.5 in / 139.7 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,160 mm,Metric,TAA4SD36K160SB/TAA4SD36K160SC/TAA4SD36K160SEB/TAA4SD36K160SEC/TAA4SD36K160SEM/TAA4SD36K160SEN/TAA4SD36K160SEO/TAA4SD36K160SET/TAA4SD36K160SMT/TAA4SD36K160SNT/TAA4SD36K160SO/TAA4SD36K160ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,11.25 in/285.8 mm,19.75 in/501.7 mm,9.06 in/230 mm,27.5 in/698.5 mm,30.5 in/774.7 mm,5.5 in/139.7 mm,34.38 in/873.3 mm,8.8 in/223.5 mm,2.75 in/69.9 mm,1.5 in/36 mm,8.3 in/210.8 mm,3.9 in/99.1 mm,0.62 in/15.7 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAAPH36K160S,23136 ,160 mm,7-1/2 in / 190.5 mm,20.88 in / 531.8 mm,23.63 in / 600.2 mm,4.63 in / 117.5 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,160 mm,Metric,TAAPH36K160SB/TAAPH36K160SC/TAAPH36K160SEB/TAAPH36K160SEC/TAAPH36K160SEM/TAAPH36K160SEN/TAAPH36K160SEO/TAAPH36K160SET/TAAPH36K160SMT/TAAPH36K160SNT/TAAPH36K160SO/TAAPH36K160ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7-1/2 in/190.5 mm,15.4 in/391.2 mm,9.06 in/230 mm,20.88 in/531.8 mm,23.63 in/600.2 mm,4.63 in/117.5 mm,26-3/4 in/679.5 mm,7.5 in/190.5 mm,3 in/76.2 mm,1 in/24 mm,7.72 in/196 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAAPH36DK160S,23136 ,160 mm,7-1/2 in / 190.5 mm,20.88 in / 530.4 mm,23.63 in / 600.2 mm,5.88 in / 149.4 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,160 mm,Metric,TAAPH36DK160SB/TAAPH36DK160SC/TAAPH36DK160SEB/TAAPH36DK160SEC/TAAPH36DK160SEM/TAAPH36DK160SEN/TAAPH36DK160SEO/TAAPH36DK160SET/TAAPH36DK160SMT/TAAPH36DK160SNT/TAAPH36DK160SO/TAAPH36DK160ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7-1/2 in/190.5 mm,15.4 in/391.2 mm,8.27 in/210.1 mm,20.88 in/530.4 mm,23.63 in/600.2 mm,5.88 in/149.4 mm,26-3/4 in/679.5 mm,8.64 in/219.5 mm,2.75 in/69.9 mm,1.25 in/30 mm,8.22 in/209 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAAPH636K160S,23136 ,160 mm,8.88 in / 225.4 mm,24 in / 609.6 mm,26.63 in / 676.3 mm,5.25 in / 133.4 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,160 mm,Metric,TAAPH636K160SB/TAAPH636K160SC/TAAPH636K160SEB/TAAPH636K160SEC/TAAPH636K160SEM/TAAPH636K160SEN/TAAPH636K160SEO/TAAPH636K160SET/TAAPH636K160SMT/TAAPH636K160SNT/TAAPH636K160SO/TAAPH636K160ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,8.88 in/225.4 mm,16.8 in/426.7 mm,9.06 in/230 mm,24 in/609.6 mm,26.63 in/676.3 mm,5.25 in/133.4 mm,31.25 in/793.8 mm,9.88 in/250.8 mm,2.75 in/69.9 mm,1.25 in/30 mm,8.84 in/224 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAAPH636DK160S,23136 ,160 mm,8.88 in / 225.4 mm,24.13 in / 612.8 mm,26.38 in / 669.9 mm,6.88 in / 174.6 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,160 mm,Metric,TAAPH636DK160SB/TAAPH636DK160SC/TAAPH636DK160SEB/TAAPH636DK160SEC/TAAPH636DK160SEM/TAAPH636DK160SEN/TAAPH636DK160SEO/TAAPH636DK160SET/TAAPH636DK160SMT/TAAPH636DK160SNT/TAAPH636DK160SO/TAAPH636DK160ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,8.88 in/225.4 mm,16.8 in/426.7 mm,9.06 in/230 mm,24.13 in/612.8 mm,26.38 in/669.9 mm,6.88 in/174.6 mm,30.5 in/774.7 mm,9.88 in/250.8 mm,2.75 in/69.9 mm,1.5 in/36 mm,8.84 in/224 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAAPH036K160S,23136 ,160 mm,6.69 in / 169.9 mm,17.38 in / 441.4 mm,19.25 in / 488.9 mm,3-3/4 in / 95.3 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,160 mm,Metric,TAAPH036K160SB/TAAPH036K160SC/TAAPH036K160SEB/TAAPH036K160SEC/TAAPH036K160SEM/TAAPH036K160SEN/TAAPH036K160SEO/TAAPH036K160SET/TAAPH036K160SMT/TAAPH036K160SNT/TAAPH036K160SO/TAAPH036K160ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,6.69 in/169.9 mm,13-1/2 in/342.9 mm,9.06 in/230 mm,17.38 in/441.4 mm,19.25 in/488.9 mm,3-3/4 in/95.3 mm,22.0 in/558.8 mm,7.09 in/180.1 mm,2.36 in/59.9 mm,1 in/24 mm,7.45 in/189.1 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAA30SN36K160S,23136 ,160 mm,6.69 in / 170 mm,16.14 in / 410 mm,17.72 in / 450 mm,3.94 in / 100 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,160 mm,Metric,TAA30SN36K160SB/TAA30SN36K160SC/TAA30SN36K160SEB/TAA30SN36K160SEC/TAA30SN36K160SEM/TAA30SN36K160SEN/TAA30SN36K160SEO/TAA30SN36K160SET/TAA30SN36K160SMT/TAA30SN36K160SNT/TAA30SN36K160SO/TAA30SN36K160ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,6.69 in/170 mm,13-1/2 in/343 mm,8.27 in/210 mm,16.14 in/410 mm,17.72 in/450 mm,3.94 in/100 mm,20.08 in/510 mm,7.09 in/180 mm,2.36 in/60 mm,1 in/24 mm,7.44 in/189 mm,3.9 in/99.1 mm,0.56 in/14.2 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAA31SN36K160S,23136 ,160 mm,7.09 in / 180 mm,16.93 in / 430 mm,18.5 in / 470 mm,4.33 in / 110 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,160 mm,Metric,TAA31SN36K160SB/TAA31SN36K160SC/TAA31SN36K160SEB/TAA31SN36K160SEC/TAA31SN36K160SEM/TAA31SN36K160SEN/TAA31SN36K160SEO/TAA31SN36K160SET/TAA31SN36K160SMT/TAA31SN36K160SNT/TAA31SN36K160SO/TAA31SN36K160ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7.09 in/180 mm,13.9 in/353 mm,9.06 in/230 mm,16.93 in/430 mm,18.5 in/470 mm,4.33 in/110 mm,20.87 in/530 mm,7.09 in/180 mm,2.76 in/70 mm,1 in/24 mm,7.45 in/189 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
DAAPF36K160S,23136 ,160 mm,7-1/2 in / 190.5 mm,20.88 in / 530.2 mm,23.63 in / 600.1 mm,4.63 in / 117.5 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,160 mm,Metric,,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7-1/2 in/190.5 mm,15.4 in/391.2 mm,9.06 in/230 mm,20.88 in/530.2 mm,23.63 in/600.1 mm,4.63 in/117.5 mm,26 in/660.4 mm,7.5 in/190.5 mm,3 in/76.2 mm,1 in/24 mm,7.65 in/194.2 mm,3.9 in/98.9 mm,0.57 in/14.5 mm,7.74 in/196.7 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
