Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,Bolt Hole Spacing - Across,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension M,Dimension S,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Pre Install Clearance Min,Pre Install Clearance Max,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max
TAPH26K407S,22226 ,4 7/16 in,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,3.25 in / 82.6 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,TAPH26K407SB/TAPH26K407SC/TAPH26K407SEB/TAPH26K407SEC/TAPH26K407SEM/TAPH26K407SEN/TAPH26K407SEO/TAPH26K407SET/TAPH26K407SM/TAPH26K407SN/TAPH26K407SO/TAPH26K407ST/TAPH26K407STHT,Tapered Adapter,Four-Bolt Pillow Block,0883450130172/0883450130189/0883450130202/0883450130219/0883450130226/0883450130233/0883450130240/0883450130257/0883450198622/0883450198820/0883450276122/0883450276320/0883450458146,6 in/152.4 mm,11.18 in/284 mm,6.5 in/165.1 mm,14.25 in/362 mm,15.75 in/400.1 mm,3.25 in/82.6 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,0.875 in/24 mm,5.35 in/135.9 mm,2.83 in/71.9 mm,4.76 in/120.9 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
TAPK26K407S,22226 ,4 7/16 in,6.125 in / 155.6 mm,15.25 in / 387.4 mm,16.75 in / 425.5 mm,4-1/4 in / 108 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,TAPK26K407SB/TAPK26K407SC/TAPK26K407SEB/TAPK26K407SEC/TAPK26K407SEM/TAPK26K407SEN/TAPK26K407SEO/TAPK26K407SET/TAPK26K407SM/TAPK26K407SN/TAPK26K407SO/TAPK26K407ST,Tapered Adapter,Four-Bolt Pillow Block,0883450085540/0883450085618/0883450085649/0883450085717/0883450085748/0883450132022/0883450132039/0883450132046/0883450132053/0883450199223/0883450276665/0883450276863,6.125 in/155.6 mm,11.15 in/283.2 mm,6.5 in/165.1 mm,15.25 in/387.4 mm,16.75 in/425.5 mm,4-1/4 in/108 mm,20.25 in/514.4 mm,6.75 in/171.5 mm,2 in/50.8 mm,1.125 in/24 mm,6.2 in/157.5 mm,2.83 in/71.9 mm,4.76 in/120.9 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
TA4SD26K407S,22226 ,4 7/16 in,7.25 in / 184.2 mm,15.5 in / 393.7 mm,17.5 in / 444.5 mm,3.5 in / 88.9 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,,Tapered Adapter,Four-Bolt Pillow Block,,7.25 in/184.2 mm,12.5 in/317.5 mm,6.5 in/165 mm,15.5 in/393.7 mm,17.5 in/444.5 mm,3.5 in/88.9 mm,20 in/508 mm,5.51 in/140 mm,2 in/50.8 mm,0.875 in/24 mm,5.66 in/143.8 mm,2.83 in/71.9 mm,4.76 in/121 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
TA4DI26K407S,22226 ,4 7/16 in,5-3/4 in / 146.1 mm,14.38 in / 365.1 mm,16.25 in / 412.8 mm,2-1/4 in / 57.2 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 7/16 in,Imperial,,Tapered Adapter,Four-Bolt Pillow Block,,5-3/4 in/146.1 mm,11 in/279.4 mm,6.5 in/165 mm,14.38 in/365.1 mm,16.25 in/412.8 mm,2-1/4 in/57.2 mm,19 in/482.6 mm,4 1/2 in/114.3 mm,2 in/50.8 mm,0.75 in/20 mm,4.83 in/122.7 mm,2.83 in/71.9 mm,4.76 in/121 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
DVPF26K408S,22226 ,4 1/2 in,4.75 in / 120.7 mm,11.9 in / 302.3 mm,14.5 in / 368.3 mm,2-1/2 in / 63.5 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,DVPF26K408SB/DVPF26K408SC/DVPF26K408SEB/DVPF26K408SEC/DVPF26K408SEM/DVPF26K408SEN/DVPF26K408SEO/DVPF26K408SET/DVPF26K408SM/DVPF26K408SN/DVPF26K408SO/DVPF26K408ST,Tapered Adapter,Four-Bolt Pillow Block,0883450011426/0883450011433/0883450011457/0883450011464/0883450011471/0883450011488/0883450011495/0883450011501/0883450196222/0883450196420/0883450273732/0883450273930,4.75 in/120.7 mm,9.87 in/250.7 mm,6.5 in/165.1 mm,11.9 in/302.3 mm,14.5 in/368.3 mm,2-1/2 in/63.5 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.58 in/40.1 mm,0.75 in/20 mm,4.87 in/123.7 mm,2.83 in/71.9 mm,4.73 in/120.1 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
TAPG26K408S,22226 ,4 1/2 in,5.91 in / 150 mm,14.46 in / 367.3 mm,15.75 in / 400.1 mm,3.19 in / 81 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,TAPG26K408SB/TAPG26K408SC/TAPG26K408SEB/TAPG26K408SEC/TAPG26K408SEM/TAPG26K408SEN/TAPG26K408SEO/TAPG26K408SET/TAPG26K408SM/TAPG26K408SN/TAPG26K408SO/TAPG26K408ST,Tapered Adapter,Four-Bolt Pillow Block,0883450128278/0883450128285/0883450128308/0883450128315/0883450128322/0883450128339/0883450128346/0883450128353/0883450198233/0883450198431/0883450275736/0883450275934,5.91 in/150 mm,11.09 in/281.7 mm,6.5 in/165.1 mm,14.46 in/367.3 mm,15.75 in/400.1 mm,3.19 in/81 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,5.35 in/135.9 mm,2.83 in/71.9 mm,4.76 in/120.9 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
TAPH26K408S,22226 ,4 1/2 in,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,3.25 in / 82.6 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,TAPH26K408SB/TAPH26K408SC/TAPH26K408SEB/TAPH26K408SEC/TAPH26K408SEM/TAPH26K408SEN/TAPH26K408SEO/TAPH26K408SET/TAPH26K408SM/TAPH26K408SN/TAPH26K408SO/TAPH26K408ST,Tapered Adapter,Four-Bolt Pillow Block,0883450130271/0883450130288/0883450130301/0883450130318/0883450130325/0883450130332/0883450130349/0883450130356/0883450198639/0883450198837/0883450276139/0883450276337,6 in/152.4 mm,11.18 in/284 mm,6.5 in/165.1 mm,14.25 in/362 mm,15.75 in/400.1 mm,3.25 in/82.6 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,0.875 in/24 mm,5.35 in/135.9 mm,2.83 in/71.9 mm,4.76 in/120.9 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
TAPK26K408S,22226 ,4 1/2 in,6.125 in / 155.6 mm,15.25 in / 387.4 mm,16.75 in / 425.5 mm,4-1/4 in / 108 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,TAPK26K408SB/TAPK26K408SC/TAPK26K408SEB/TAPK26K408SEC/TAPK26K408SEM/TAPK26K408SEN/TAPK26K408SEO/TAPK26K408SET/TAPK26K408SM/TAPK26K408SN/TAPK26K408SO/TAPK26K408ST,Tapered Adapter,Four-Bolt Pillow Block,0883450132077/0883450132084/0883450132091/0883450132107/0883450199230/0883450276672/0883450276870/0883450309110/0883450309127/0883450309134/0883450309141/0883450309158,6.125 in/155.6 mm,11.15 in/283.2 mm,6.5 in/165.1 mm,15.25 in/387.4 mm,16.75 in/425.5 mm,4-1/4 in/108 mm,20.25 in/514.4 mm,6.75 in/171.5 mm,2 in/50.8 mm,1.125 in/24 mm,6.2 in/157.5 mm,2.83 in/71.9 mm,4.76 in/120.9 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
TA4SD26K408S,22226 ,4 1/2 in,7.25 in / 184.2 mm,15.5 in / 393.7 mm,17.5 in / 444.5 mm,3.5 in / 88.9 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,,Tapered Adapter,Four-Bolt Pillow Block,,7.25 in/184.2 mm,12.5 in/317.5 mm,6.5 in/165 mm,15.5 in/393.7 mm,17.5 in/444.5 mm,3.5 in/88.9 mm,20 in/508 mm,5.51 in/140 mm,2 in/50.8 mm,0.875 in/24 mm,5.66 in/143.8 mm,2.83 in/71.9 mm,4.76 in/121 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
TA4DI26K408S,22226 ,4 1/2 in,5-3/4 in / 146.1 mm,14.38 in / 365.1 mm,16.25 in / 412.8 mm,2-1/4 in / 57.2 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,4 1/2 in,Imperial,,Tapered Adapter,Four-Bolt Pillow Block,,5-3/4 in/146.1 mm,11 in/279.4 mm,6.5 in/165 mm,14.38 in/365.1 mm,16.25 in/412.8 mm,2-1/4 in/57.2 mm,19 in/482.6 mm,4 1/2 in/114.3 mm,2 in/50.8 mm,0.75 in/20 mm,4.83 in/122.7 mm,2.83 in/71.9 mm,4.76 in/121 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
TAPG28K415S,22228 ,4 15/16 in,5.91 in / 150 mm,15.13 in / 384.3 mm,17.63 in / 447.8 mm,3.15 in / 80 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,4 15/16 in,Imperial,TAPG28K415SB/TAPG28K415SC/TAPG28K415SEB/TAPG28K415SEC/TAPG28K415SEM/TAPG28K415SEN/TAPG28K415SEO/TAPG28K415SET/TAPG28K415SM/TAPG28K415SN/TAPG28K415SO/TAPG28K415ST,Tapered Adapter,Four-Bolt Pillow Block,,5.91 in/150 mm,11.36 in/288.4 mm,7.09 in/180.1 mm,15.13 in/384.3 mm,17.63 in/447.8 mm,3.15 in/80 mm,19.7 in/500.4 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,5.57 in/141.5 mm,3.05 in/77.5 mm,5.16 in/131.1 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,0.0063,0.0079
TA4SD28K415S,22228 ,4 15/16 in,7-1/2 in / 190.5 mm,17.75 in / 450.9 mm,19.75 in / 501.7 mm,3-3/4 in / 95.3 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,4 15/16 in,Imperial,,Tapered Adapter,Four-Bolt Pillow Block,,7-1/2 in/190.5 mm,13-1/2 in/342.9 mm,7.09 in/180 mm,17.75 in/450.9 mm,19.75 in/501.7 mm,3-3/4 in/95.3 mm,23 in/584.2 mm,6.01 in/152.7 mm,2 in/50.8 mm,1 in/24 mm,6.13 in/155.7 mm,3.05 in/77.5 mm,5.16 in/131 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,0.0063,0.0079
TA4DI28K415S,22228 ,4 15/16 in,6-1/4 in / 158.8 mm,15.5 in / 393.7 mm,18.06 in / 458.7 mm,2-1/2 in / 63.5 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,4 15/16 in,Imperial,,Tapered Adapter,Four-Bolt Pillow Block,,6-1/4 in/158.8 mm,12.25 in/311.2 mm,7.09 in/180 mm,15.5 in/393.7 mm,18.06 in/458.7 mm,2-1/2 in/63.5 mm,20.5 in/520.7 mm,4.74 in/120.4 mm,2 in/50.8 mm,0.875 in/24 mm,5.3 in/134.6 mm,3.05 in/77.5 mm,5.16 in/131 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,0.0063,0.0079
TAPH28K415S,22228 ,4 15/16 in,6 in / 152.4 mm,16 in / 406.4 mm,17.13 in / 435.1 mm,3.38 in / 85.9 mm,,,,Mounted Bearing,22228,4 15/16 in,Imperial,,Tapered Adapter,Four-Bolt Pillow Block,,6 in/152.4 mm,11.45 in/290.8 mm,7.09 in/180.01 mm,16 in/406.4 mm,17.13 in/435.1 mm,3.38 in/85.9 mm,19.7 in/500.4 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,5.57 in/141.5 mm,3.05 in/77.5 mm,5.16 in/131.1 mm,,,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,0.0063,0.0079
TAPG28K500S,22228 ,5 in,5.91 in / 150 mm,15.13 in / 384.3 mm,17.63 in / 447.8 mm,3.15 in / 80 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,5 in,Imperial,TAPG28K500SB/TAPG28K500SC/TAPG28K500SEB/TAPG28K500SEC/TAPG28K500SEM/TAPG28K500SEN/TAPG28K500SEO/TAPG28K500SET/TAPG28K500SM/TAPG28K500SN/TAPG28K500SO/TAPG28K500ST,Tapered Adapter,Four-Bolt Pillow Block,,5.91 in/150 mm,11.36 in/288.4 mm,7.09 in/180.1 mm,15.13 in/384.3 mm,17.63 in/447.8 mm,3.15 in/80 mm,19.7 in/500.4 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,5.57 in/141.5 mm,3.05 in/77.5 mm,5.16 in/131.1 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,0.0063,0.0079
TA4SD28K500S,22228 ,5 in,7-1/2 in / 190.5 mm,17.75 in / 450.9 mm,19.75 in / 501.7 mm,3-3/4 in / 95.3 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,5 in,Imperial,,Tapered Adapter,Four-Bolt Pillow Block,,7-1/2 in/190.5 mm,13-1/2 in/342.9 mm,7.09 in/180 mm,17.75 in/450.9 mm,19.75 in/501.7 mm,3-3/4 in/95.3 mm,23 in/584.2 mm,6.01 in/152.7 mm,2 in/50.8 mm,1 in/24 mm,6.13 in/155.7 mm,3.05 in/77.5 mm,5.16 in/131 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,0.0063,0.0079
TA4DI28K500S,22228 ,5 in,6-1/4 in / 158.8 mm,15.5 in / 393.7 mm,18.06 in / 458.7 mm,2-1/2 in / 63.5 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,5 in,Imperial,,Tapered Adapter,Four-Bolt Pillow Block,,6-1/4 in/158.8 mm,12.25 in/311.2 mm,7.09 in/180 mm,15.5 in/393.7 mm,18.06 in/458.7 mm,2-1/2 in/63.5 mm,20.5 in/520.7 mm,4.74 in/120.4 mm,2 in/50.8 mm,0.875 in/24 mm,5.3 in/134.6 mm,3.05 in/77.5 mm,5.16 in/131 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,0.0063,0.0079
TAPH28K500S,22228 ,5 in,6 in / 152.4 mm,16 in / 406.4 mm,17.13 in / 435.1 mm,3.38 in / 85.9 mm,,,,Mounted Bearing,22228,5 in,Imperial,,Tapered Adapter,Four-Bolt Pillow Block,,6 in/152.4 mm,11.45 in/290.8 mm,7.09 in/180.01 mm,16 in/406.4 mm,17.13 in/435.1 mm,3.38 in/85.9 mm,19.7 in/500.4 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,5.57 in/141.5 mm,3.05 in/77.5 mm,5.16 in/131.1 mm,,,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,0.0063,0.0079
TAPG11K050S,22211 ,50 mm,2.75 in / 69.9 mm,7.18 in / 182.4 mm,8.56 in / 217.4 mm,1.57 in / 39.9 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,Mounted Bearing,22211,50 mm,Metric,TAPG11K050SB/TAPG11K050SC/TAPG11K050SEB/TAPG11K050SEC/TAPG11K050SEM/TAPG11K050SEN/TAPG11K050SEO/TAPG11K050SET/TAPG11K050SM/TAPG11K050SN/TAPG11K050SO/TAPG11K050ST,Tapered Adapter,Four-Bolt Pillow Block,0883450126373/0883450126380/0883450126403/0883450126410/0883450126427/0883450126434/0883450126441/0883450126458/0883450198066/0883450198264/0883450275569/0883450275767,2.75 in/69.9 mm,5.31 in/134.9 mm,2.95 in/74.9 mm,7.18 in/182.4 mm,8.56 in/217.4 mm,1.57 in/39.9 mm,9.88 in/251 mm,2.7 in/68.6 mm,1.25 in/31.8 mm,0.625 in/16 mm,2.75 in/69.9 mm,1.4 in/35.6 mm,2.32 in/58.9 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0030 in/0.076 mm,0.0030 in/0.076 mm,0.0037 in/0.094 mm,,
TAPH11K050S,22211 ,50 mm,2.75 in / 69.9 mm,7.18 in / 182.4 mm,8.56 in / 217.4 mm,1.57 in / 39.9 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,Mounted Bearing,22211,50 mm,Metric,TAPH11K050SB/TAPH11K050SC/TAPH11K050SEB/TAPH11K050SEC/TAPH11K050SEM/TAPH11K050SEN/TAPH11K050SEO/TAPH11K050SET/TAPH11K050SM/TAPH11K050SN/TAPH11K050SO/TAPH11K050ST,Tapered Adapter,Four-Bolt Pillow Block,0883450128377/0883450128384/0883450128407/0883450128414/0883450128421/0883450128438/0883450128445/0883450128452/0883450198462/0883450198660/0883450275965/0883450276160,2.75 in/69.9 mm,5.31 in/134.9 mm,2.95 in/74.9 mm,7.18 in/182.4 mm,8.56 in/217.4 mm,1.57 in/39.9 mm,9.88 in/251 mm,2.7 in/68.6 mm,1.25 in/31.8 mm,0.625 in/16 mm,2.75 in/69.9 mm,1.4 in/35.6 mm,2.32 in/58.9 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0030 in/0.076 mm,0.0030 in/0.076 mm,0.0037 in/0.094 mm,,
TAPG12K055S,22212 ,55 mm,2.756 in / 70 mm,7 in / 177.8 mm,8.63 in / 219.2 mm,1.38 in / 35.31 mm,39000 lbf / 174000 N,38100 lbf / 169000 N,,Mounted Bearing,22212,55 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,2.756 in/70 mm,5.53 in/140.5 mm,3.14 in/79.8 mm,7 in/177.8 mm,8.63 in/219.2 mm,1.38 in/35.31 mm,10 in/254 mm,2.75 in/69.9 mm,1.25 in/31.8 mm,0.625 in/16 mm,2.86 in/72.6 mm,1.48 in/37.6 mm,2.44 in/62 mm,39000 lbf/174000 N,38100 lbf/169000 N,0.24,2.84,4.23,2000 rpm,3500 rpm,1650 rpm,2000 rpm,3000 rpm,1550 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030 in/0.075 mm,0.0037 in/0.094 mm,0.0030,0.0037
TAPG13K060S,22213 ,60 mm,3.15 in / 80 mm,7.18 in / 182.4 mm,8.56 in / 217.4 mm,1.89 in / 48 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,Mounted Bearing,22213,60 mm,Metric,TAPG13K060SB/TAPG13K060SC/TAPG13K060SEB/TAPG13K060SEC/TAPG13K060SEM/TAPG13K060SEN/TAPG13K060SEO/TAPG13K060SET/TAPG13K060SM/TAPG13K060SN/TAPG13K060SO/TAPG13K060ST,Tapered Adapter,Four-Bolt Pillow Block,0883450126670/0883450126687/0883450126700/0883450126717/0883450126724/0883450126731/0883450126748/0883450126755/0883450198097/0883450198295/0883450275590/0883450275798,3.15 in/80 mm,6.1 in/154.9 mm,3.35 in/85.1 mm,7.18 in/182.4 mm,8.56 in/217.4 mm,1.89 in/48 mm,10.31 in/261.9 mm,3.25 in/82.6 mm,1.38 in/35.1 mm,0.625 in/16 mm,3.19 in/81 mm,1.56 in/39.6 mm,2.56 in/65 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030 in/0.076 mm,0.0037 in/0.094 mm,,
TAPH13K060S,22213 ,60 mm,3 in / 76.2 mm,7.18 in / 182.4 mm,8.56 in / 217.4 mm,2 in / 50.8 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,Mounted Bearing,22213,60 mm,Metric,TAPH13K060SB/TAPH13K060SC/TAPH13K060SEB/TAPH13K060SEC/TAPH13K060SEM/TAPH13K060SEN/TAPH13K060SEO/TAPH13K060SET/TAPH13K060SM/TAPH13K060SN/TAPH13K060SO/TAPH13K060ST,Tapered Adapter,Four-Bolt Pillow Block,0883450128674/0883450128681/0883450128704/0883450128711/0883450128728/0883450128735/0883450128742/0883450128759/0883450198493/0883450198691/0883450275996/0883450276191,3 in/76.2 mm,5.95 in/151.1 mm,3.35 in/85.1 mm,7.18 in/182.4 mm,8.56 in/217.4 mm,2 in/50.8 mm,10.31 in/261.9 mm,3.25 in/82.6 mm,1.23 in/31.2 mm,0.5 in/12 mm,3.19 in/81 mm,1.56 in/39.6 mm,2.56 in/65 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030 in/0.076 mm,0.0037 in/0.094 mm,,
TAPG15K065S,22215 ,65 mm,3.15 in / 80 mm,7.94 in / 201.7 mm,9.69 in / 246.1 mm,1.56 in / 39.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,TAPG15K065SB/TAPG15K065SC/TAPG15K065SEB/TAPG15K065SEC/TAPG15K065SEM/TAPG15K065SEN/TAPG15K065SEO/TAPG15K065SET/TAPG15K065SM/TAPG15K065SN/TAPG15K065SO/TAPG15K065ST,Tapered Adapter,Four-Bolt Pillow Block,0883450126977/0883450126984/0883450127004/0883450127011/0883450127028/0883450127035/0883450127042/0883450127059/0883450198127/0883450198325/0883450275620/0883450275828,3.15 in/80 mm,6.38 in/162.1 mm,3.86 in/98 mm,7.94 in/201.7 mm,9.69 in/246.1 mm,1.56 in/39.6 mm,10.88 in/276.4 mm,3.13 in/79.5 mm,1.19 in/30.2 mm,0.625 in/16 mm,3.3 in/83.8 mm,1.73 in/43.9 mm,2.87 in/72.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037 in/0.094 mm,0.0047 in/0.119 mm,,
