Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension MT,Dimension RTT,Dimension ST,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max,UPC Code
TAAPA16K212S,22216 ,2 3/4 in,3.5 in / 88.9 mm,9 in / 228.6 mm,11 in / 279.4 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,['Mounted Bearing'],['22216'],['2 3/4 in'],['Imperial'],,['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.5 in', '88.9 mm']","['6.96 in', '176.7 mm']","['4.12 in', '104.7 mm']","['9 in', '228.6 mm']","['11 in', '279.4 mm']","['13 in', '330.2 mm']","['2.86 in', '72.6 mm']","['1.25 in', '31.8 mm']","['0.75 in', '20 mm']","['3.3 in', '83.8 mm']","['2.04 in', '51.7 mm']","['0.45 in', '11.3 mm']","['3.91 in', '99.33 mm']","['62500 lbf', '278000 N']","['57200 lbf', '254000 N']",['0.22'],['3.14'],['4.67'],['1500 rpm'],['2650 rpm'],['1200 rpm'],['1500 rpm'],['2200 rpm'],['1150 rpm'],"['0.083 in', '2.108 mm']","['0.0020 in', '0.051 mm']",['0.0037'],['0.0047'],"['0.0037 in', '0.095 mm']","['0.0047 in', '0.120 mm']",
DAAP17K215S,22217 ,2 15/16 in,3.25 in / 82.6 mm,7.88 in / 200.2 mm,9.62 in / 244.3 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,['Mounted Bearing'],['22217'],['2 15/16 in'],['Imperial'],"['DAAP17K215SB', 'DAAP17K215SC', 'DAAP17K215SEB', 'DAAP17K215SEC', 'DAAP17K215SEM', 'DAAP17K215SEN', 'DAAP17K215SEO', 'DAAP17K215SET', 'DAAP17K215SM', 'DAAP17K215SN', 'DAAP17K215SO', 'DAAP17K215ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.25 in', '82.6 mm']","['6.82 in', '173.2 mm']","['4.33 in', '110 mm']","['7.88 in', '200.2 mm']","['9.62 in', '244.3 mm']","['11.63 in', '295.4 mm']","['3 in', '76.2 mm']","['1.38 in', '35.1 mm']","['0.75 in', '20 mm']","['3.47 in', '88.1 mm']","['1.96 in', '49.8 mm']","['0.63 in', '16 mm']","['4.12 in', '104.33 mm']","['71900 lbf', '320000 N']","['66900 lbf', '297000 N']",['0.22'],['3.07'],['4.57'],['1400 rpm'],['2400 rpm'],['1100 rpm'],['1400 rpm'],['2000 rpm'],['1100 rpm'],"['0.083 in', '2.108 mm']","['0.0040 in', '0.102 mm']",['0.0043'],['0.0055'],"['0.0043 in', '0.110 mm']","['0.0055 in', '0.140 mm']","['0883450008525', '0883450008532', '0883450008556', '0883450008563', '0883450008570', '0883450008587', '0883450008594', '0883450008600', '0883450195720', '0883450195928', '0883450273237', '0883450273435']"
TAAPA17K215S,22217 ,2 15/16 in,3.75 in / 95.3 mm,9.5 in / 241.3 mm,11 in / 279.4 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,['Mounted Bearing'],['22217'],['2 15/16 in'],['Imperial'],"['TAAPA17K215SB', 'TAAPA17K215SC', 'TAAPA17K215SEB', 'TAAPA17K215SEC', 'TAAPA17K215SEM', 'TAAPA17K215SEN', 'TAAPA17K215SEO', 'TAAPA17K215SET', 'TAAPA17K215SM', 'TAAPA17K215SN', 'TAAPA17K215SO', 'TAAPA17K215ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.75 in', '95.3 mm']","['7.32 in', '185.9 mm']","['4.33 in', '110 mm']","['9.5 in', '241.3 mm']","['11 in', '279.4 mm']","['12.63 in', '320.8 mm']","['3 in', '76.2 mm']","['1.33 in', '33.8 mm']","['0.75 in', '20 mm']","['3.47 in', '88.1 mm']","['1.96 in', '49.8 mm']","['0.63 in', '16 mm']","['4.12 in', '104.33 mm']","['71900 lbf', '320000 N']","['66900 lbf', '297000 N']",['0.22'],['3.07'],['4.57'],['1400 rpm'],['2400 rpm'],['1100 rpm'],['1400 rpm'],['2000 rpm'],['1100 rpm'],"['0.083 in', '2.108 mm']","['0.0040 in', '0.102 mm']",['0.0043'],['0.0055'],"['0.0043 in', '0.110 mm']","['0.0055 in', '0.140 mm']","['0883450125376', '0883450125383', '0883450125406', '0883450125413', '0883450125420', '0883450125437', '0883450125444', '0883450125451', '0883450197731', '0883450197939', '0883450275231', '0883450275439']"
TAAPN17K215S,22217 ,2 15/16 in,3.75 in / 95.3 mm,9.5 in / 241.3 mm,11 in / 279.4 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,['Mounted Bearing'],['22217'],['2 15/16 in'],['Imperial'],"['TAAPN17K215SB', 'TAAPN17K215SC', 'TAAPN17K215SEB', 'TAAPN17K215SEC', 'TAAPN17K215SEM', 'TAAPN17K215SEMT', 'TAAPN17K215SEN', 'TAAPN17K215SEO', 'TAAPN17K215SET', 'TAAPN17K215SM', 'TAAPN17K215SMT', 'TAAPN17K215SN', 'TAAPN17K215SO', 'TAAPN17K215ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.75 in', '95.3 mm']","['7.32 in', '185.9 mm']","['4.33 in', '110 mm']","['9.5 in', '241.3 mm']","['11 in', '279.4 mm']","['12.63 in', '320.8 mm']","['3 in', '76.2 mm']","['1.33 in', '33.8 mm']","['0.75 in', '20 mm']","['3.47 in', '88.1 mm']","['1.96 in', '49.8 mm']","['0.63 in', '16 mm']","['4.12 in', '104.33 mm']","['71900 lbf', '320000 N']","['66900 lbf', '297000 N']",['0.22'],['3.07'],['4.57'],['1400 rpm'],['2400 rpm'],['1100 rpm'],['1400 rpm'],['2000 rpm'],['1100 rpm'],"['0.083 in', '2.108 mm']","['0.0040 in', '0.102 mm']",['0.0043'],['0.0055'],"['0.0043 in', '0.110 mm']","['0.0055 in', '0.140 mm']","['0883450133128', '0883450133135', '0883450133159', '0883450133166', '0883450133173', '0883450133180', '0883450133197', '0883450133203', '0883450197328', '0883450197533', '0883450274838', '0883450275033', '0883450432436', '0883450436663']"
TAASD17K215S,22217 ,2 15/16 in,4.75 in / 120.7 mm,11 in / 279.4 mm,12.5 in / 317.5 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,['Mounted Bearing'],['22217'],['2 15/16 in'],['Imperial'],"['TAASD17K215SB', 'TAASD17K215SC', 'TAASD17K215SEB', 'TAASD17K215SEC', 'TAASD17K215SEM', 'TAASD17K215SEN', 'TAASD17K215SEO', 'TAASD17K215SET', 'TAASD17K215SM', 'TAASD17K215SN', 'TAASD17K215SO', 'TAASD17K215ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['4.75 in', '120.7 mm']","['8.32 in', '211.3 mm']","['4.33 in', '110 mm']","['11 in', '279.4 mm']","['12.5 in', '317.5 mm']","['14.25 in', '362 mm']","['2.98 in', '75.7 mm']","['1.56 in', '39.6 mm']","['0.75 in', '20 mm']","['3.45 in', '87.6 mm']","['2.11 in', '53.6 mm']","['0.51 in', '12.9 mm']","['3.92 in', '104.3 mm']","['71900 lbf', '320000 N']","['66900 lbf', '297000 N']",['0.22'],['3.07'],['4.57'],['1400 rpm'],['2400 rpm'],['1100 rpm'],['1400 rpm'],['2000 rpm'],['1100 rpm'],"['0.083 in', '2.108 mm']","['0.0040 in', '0.102 mm']",['0.0043'],['0.0055'],"['0.0043 in', '0.110 mm']","['0.0055 in', '0.140 mm']",
TAADI17K215S,22217 ,2 15/16 in,3.75 in / 95.3 mm,9.88 in / 251 mm,11.5 in / 292.1 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,['Mounted Bearing'],['22217'],['2 15/16 in'],['Imperial'],"['TAADI17K215SB', 'TAADI17K215SC', 'TAADI17K215SEB', 'TAADI17K215SEC', 'TAADI17K215SEM', 'TAADI17K215SEN', 'TAADI17K215SEO', 'TAADI17K215SET', 'TAADI17K215SM', 'TAADI17K215SN', 'TAADI17K215SO', 'TAADI17K215ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.75 in', '95.3 mm']","['7.32 in', '185.9 mm']","['4.33 in', '110 mm']","['9.88 in', '251 mm']","['11.5 in', '292.1 mm']","['13.46 in', '341.8 mm']","['2.98 in', '75.7 mm']","['1.25 in', '31.8 mm']","['0.75 in', '20 mm']","['1.96 in', '87.9 mm']","['2.11 in', '53.6 mm']","['0.51 in', '12.9 mm']","['3.92 in', '104.3 mm']","['71900 lbf', '320000 N']","['66900 lbf', '297000 N']",['0.22'],['3.07'],['4.57'],['1400 rpm'],['2400 rpm'],['1100 rpm'],['1400 rpm'],['2000 rpm'],['1100 rpm'],"['0.083 in', '2.108 mm']","['0.0040 in', '0.102 mm']",['0.0043'],['0.0055'],"['0.0043 in', '0.110 mm']","['0.0055 in', '0.140 mm']",
DAAP17K300S,22217 ,3 in,3.25 in / 82.6 mm,7.88 in / 200.2 mm,9.62 in / 244.3 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,['Mounted Bearing'],['22217'],['3 in'],['Imperial'],"['DAAP17K300SB', 'DAAP17K300SC', 'DAAP17K300SEB', 'DAAP17K300SEC', 'DAAP17K300SEM', 'DAAP17K300SEN', 'DAAP17K300SEO', 'DAAP17K300SET', 'DAAP17K300SM', 'DAAP17K300SN', 'DAAP17K300SO', 'DAAP17K300ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.25 in', '82.6 mm']","['6.82 in', '173.2 mm']","['4.33 in', '110 mm']","['7.88 in', '200.2 mm']","['9.62 in', '244.3 mm']","['11.63 in', '295.4 mm']","['3 in', '76.2 mm']","['1.38 in', '35.1 mm']","['0.75 in', '20 mm']","['3.47 in', '88.1 mm']","['1.96 in', '49.8 mm']","['0.63 in', '16 mm']","['4.12 in', '104.33 mm']","['71900 lbf', '320000 N']","['66900 lbf', '297000 N']",['0.22'],['3.07'],['4.57'],['1400 rpm'],['2400 rpm'],['1100 rpm'],['1400 rpm'],['2000 rpm'],['1100 rpm'],"['0.083 in', '2.108 mm']","['0.0040 in', '0.102 mm']",['0.0043'],['0.0055'],"['0.0043 in', '0.110 mm']","['0.0055 in', '0.140 mm']","['0883450008624', '0883450008631', '0883450008655', '0883450008662', '0883450008679', '0883450008686', '0883450008693', '0883450008709', '0883450195737', '0883450195935', '0883450273244', '0883450273442']"
TAAPA17K300S,22217 ,3 in,3.75 in / 95.3 mm,9.5 in / 241.3 mm,11 in / 279.4 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,['Mounted Bearing'],['22217'],['3 in'],['Imperial'],"['TAAPA17K300SB', 'TAAPA17K300SC', 'TAAPA17K300SEB', 'TAAPA17K300SEC', 'TAAPA17K300SEM', 'TAAPA17K300SEN', 'TAAPA17K300SEO', 'TAAPA17K300SET', 'TAAPA17K300SM', 'TAAPA17K300SN', 'TAAPA17K300SO', 'TAAPA17K300ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.75 in', '95.3 mm']","['7.32 in', '185.9 mm']","['4.33 in', '110 mm']","['9.5 in', '241.3 mm']","['11 in', '279.4 mm']","['12.63 in', '320.8 mm']","['3 in', '76.2 mm']","['1.33 in', '33.8 mm']","['0.75 in', '20 mm']","['3.47 in', '88.1 mm']","['1.96 in', '49.8 mm']","['0.63 in', '16 mm']","['4.12 in', '104.33 mm']","['71900 lbf', '320000 N']","['66900 lbf', '297000 N']",['0.22'],['3.07'],['4.57'],['1400 rpm'],['2400 rpm'],['1100 rpm'],['1400 rpm'],['2000 rpm'],['1100 rpm'],"['0.083 in', '2.108 mm']","['0.0040 in', '0.102 mm']",['0.0043'],['0.0055'],"['0.0043 in', '0.110 mm']","['0.0055 in', '0.140 mm']","['0883450125475', '0883450125482', '0883450125505', '0883450125512', '0883450125529', '0883450125536', '0883450125543', '0883450125550', '0883450197748', '0883450197946', '0883450275248', '0883450275446']"
TAAPN17K300S,22217 ,3 in,3.75 in / 95.3 mm,9.5 in / 241.3 mm,11 in / 279.4 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,['Mounted Bearing'],['22217'],['3 in'],['Imperial'],"['TAAPN17K300SB', 'TAAPN17K300SC', 'TAAPN17K300SEB', 'TAAPN17K300SEC', 'TAAPN17K300SEM', 'TAAPN17K300SEN', 'TAAPN17K300SEO', 'TAAPN17K300SET', 'TAAPN17K300SM', 'TAAPN17K300SN', 'TAAPN17K300SO', 'TAAPN17K300ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.75 in', '95.3 mm']","['7.32 in', '185.9 mm']","['4.33 in', '110 mm']","['9.5 in', '241.3 mm']","['11 in', '279.4 mm']","['12.63 in', '320.8 mm']","['3 in', '76.2 mm']","['1.33 in', '33.8 mm']","['0.75 in', '20 mm']","['3.47 in', '88.1 mm']","['1.96 in', '49.8 mm']","['0.63 in', '16 mm']","['4.12 in', '104.33 mm']","['71900 lbf', '320000 N']","['66900 lbf', '297000 N']",['0.22'],['3.07'],['4.57'],['1400 rpm'],['2400 rpm'],['1100 rpm'],['1400 rpm'],['2000 rpm'],['1100 rpm'],"['0.083 in', '2.108 mm']","['0.0040 in', '0.102 mm']",['0.0043'],['0.0055'],"['0.0043 in', '0.110 mm']","['0.0055 in', '0.140 mm']","['0883450133227', '0883450133234', '0883450133258', '0883450133265', '0883450133272', '0883450133289', '0883450133296', '0883450133302', '0883450197335', '0883450197540', '0883450274845', '0883450275040']"
TAASD17K300S,22217 ,3 in,4.75 in / 120.7 mm,11 in / 279.4 mm,12.5 in / 317.5 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,['Mounted Bearing'],['22217'],['3 in'],['Imperial'],"['TAASD17K300SB', 'TAASD17K300SC', 'TAASD17K300SEB', 'TAASD17K300SEC', 'TAASD17K300SEM', 'TAASD17K300SEN', 'TAASD17K300SEO', 'TAASD17K300SET', 'TAASD17K300SM', 'TAASD17K300SN', 'TAASD17K300SO', 'TAASD17K300ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['4.75 in', '120.7 mm']","['8.32 in', '211.3 mm']","['4.33 in', '110 mm']","['11 in', '279.4 mm']","['12.5 in', '317.5 mm']","['14.25 in', '362 mm']","['2.98 in', '75.7 mm']","['1.56 in', '39.6 mm']","['0.75 in', '20 mm']","['3.45 in', '87.6 mm']","['2.11 in', '53.6 mm']","['0.51 in', '12.9 mm']","['3.92 in', '104.3 mm']","['71900 lbf', '320000 N']","['66900 lbf', '297000 N']",['0.22'],['3.07'],['4.57'],['1400 rpm'],['2400 rpm'],['1100 rpm'],['1400 rpm'],['2000 rpm'],['1100 rpm'],"['0.083 in', '2.108 mm']","['0.0040 in', '0.102 mm']",['0.0043'],['0.0055'],"['0.0043 in', '0.110 mm']","['0.0055 in', '0.140 mm']",
TAADI17K300S,22217 ,3 in,3.75 in / 95.3 mm,9.88 in / 251 mm,11.5 in / 292.1 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,['Mounted Bearing'],['22217'],['3 in'],['Imperial'],"['TAADI17K300SB', 'TAADI17K300SC', 'TAADI17K300SEB', 'TAADI17K300SEC', 'TAADI17K300SEM', 'TAADI17K300SEN', 'TAADI17K300SEO', 'TAADI17K300SET', 'TAADI17K300SM', 'TAADI17K300SN', 'TAADI17K300SO', 'TAADI17K300ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.75 in', '95.3 mm']","['7.32 in', '185.9 mm']","['4.33 in', '110 mm']","['9.88 in', '251 mm']","['11.5 in', '292.1 mm']","['13.46 in', '341.8 mm']","['2.98 in', '75.7 mm']","['1.25 in', '31.8 mm']","['0.75 in', '20 mm']","['1.96 in', '87.9 mm']","['2.11 in', '53.6 mm']","['0.51 in', '12.9 mm']","['3.92 in', '104.3 mm']","['71900 lbf', '320000 N']","['66900 lbf', '297000 N']",['0.22'],['3.07'],['4.57'],['1400 rpm'],['2400 rpm'],['1100 rpm'],['1400 rpm'],['2000 rpm'],['1100 rpm'],"['0.083 in', '2.108 mm']","['0.0040 in', '0.102 mm']",['0.0043'],['0.0055'],"['0.0043 in', '0.110 mm']","['0.0055 in', '0.140 mm']",
TAASD18K303S,22218 ,3 3/16 in,5.5 in / 139.7 mm,13.25 in / 336.6 mm,14.25 in / 362 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 3/16 in'],['Imperial'],"['TAASD18K303SB', 'TAASD18K303SC', 'TAASD18K303SEB', 'TAASD18K303SEC', 'TAASD18K303SEM', 'TAASD18K303SEN', 'TAASD18K303SEO', 'TAASD18K303SET', 'TAASD18K303SM', 'TAASD18K303SN', 'TAASD18K303SO', 'TAASD18K303ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['5.5 in', '139.7 mm']","['9.35 in', '237.5 mm']","['4.71 in', '119.6 mm']","['13.25 in', '336.6 mm']","['14.25 in', '362 mm']","['16.75 in', '425.5 mm']","['3.14 in', '79.7 mm']","['1.56 in', '39.6 mm']","['0.875 in', '24 mm']","['3.62 in', '91.9 mm']","['2.21 in', '56.1 mm']","['0.51 in', '12.9 mm']","['4.1 in', '108.8 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.08 in', '2.03 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']",
TAADI18K303S,22218 ,3 3/16 in,4.5 in / 114.3 mm,12.81 in / 325.4 mm,13.81 in / 350.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 3/16 in'],['Imperial'],"['TAADI18K303SB', 'TAADI18K303SC', 'TAADI18K303SEB', 'TAADI18K303SEC', 'TAADI18K303SEM', 'TAADI18K303SEN', 'TAADI18K303SEO', 'TAADI18K303SET', 'TAADI18K303SM', 'TAADI18K303SN', 'TAADI18K303SO', 'TAADI18K303ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['4.5 in', '114.3 mm']","['8.63 in', '219.2 mm']","['4.71 in', '119.6 mm']","['12.81 in', '325.4 mm']","['13.81 in', '350.8 mm']","['16 in', '406.4 mm']","['3.14 in', '79.7 mm']","['1.56 in', '39.6 mm']","['0.875 in', '24 mm']","['3.68 in', '93.3 mm']","['2.21 in', '56.1 mm']","['0.51 in', '12.8 mm']","['4.1 in', '108.8 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.08 in', '2.03 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']",
TAAPN18K303S,22218 ,3 3/16 in,3.937 in / 100 mm,11.25 in / 285.8 mm,11.63 in / 295.4 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 3/16 in'],['Imperial'],,['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.937 in', '100 mm']","['7.69 in', '195.3 mm']","['4.71 in', '119.6 mm']","['11.25 in', '285.8 mm']","['11.63 in', '295.4 mm']","['13.63 in', '346.2 mm']","['3.14 in', '79.8 mm']","['1.53 in', '38.9 mm']","['0.75 in', '20 mm']","['3.61 in', '91.7 mm']","['2.23 in', '56.6 mm']","['0.49 in', '12.3 mm']","['4.28 in', '108.83 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']",
TAAPA18K303S,22218 ,3 3/16 in,4 in / 101.6 mm,10 in / 254 mm,11.75 in / 298.5 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 3/16 in'],['Imperial'],,['Tapered Adapter'],['Two-Bolt Pillow Block'],"['4 in', '101.6 mm']","['8 in', '203.1 mm']","['4.71 in', '119.6 mm']","['10 in', '254 mm']","['11.75 in', '298.5 mm']","['13.75 in', '349.3 mm']","['3.14 in', '79.8 mm']","['1.63 in', '41.3 mm']","['0.75 in', '20 mm']","['3.62 in', '91.9 mm']","['2.23 in', '56.6 mm']","['0.49 in', '12.3 mm']","['4.28 in', '108.83 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']",
TAASD18K304S,22218 ,3 1/4 in,5.5 in / 139.7 mm,13.25 in / 336.6 mm,14.25 in / 362 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 1/4 in'],['Imperial'],"['TAASD18K304SB', 'TAASD18K304SC', 'TAASD18K304SEB', 'TAASD18K304SEC', 'TAASD18K304SEM', 'TAASD18K304SEN', 'TAASD18K304SEO', 'TAASD18K304SET', 'TAASD18K304SM', 'TAASD18K304SN', 'TAASD18K304SO', 'TAASD18K304ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['5.5 in', '139.7 mm']","['9.35 in', '237.5 mm']","['4.71 in', '119.6 mm']","['13.25 in', '336.6 mm']","['14.25 in', '362 mm']","['16.75 in', '425.5 mm']","['3.14 in', '79.7 mm']","['1.56 in', '39.6 mm']","['0.875 in', '24 mm']","['3.62 in', '91.9 mm']","['2.21 in', '56.1 mm']","['0.51 in', '12.9 mm']","['4.1 in', '108.8 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.08 in', '2.03 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']",
TAADI18K304S,22218 ,3 1/4 in,4.5 in / 114.3 mm,12.81 in / 325.4 mm,13.81 in / 350.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 1/4 in'],['Imperial'],"['TAADI18K304SB', 'TAADI18K304SC', 'TAADI18K304SEB', 'TAADI18K304SEC', 'TAADI18K304SEM', 'TAADI18K304SEN', 'TAADI18K304SEO', 'TAADI18K304SET', 'TAADI18K304SM', 'TAADI18K304SN', 'TAADI18K304SO', 'TAADI18K304ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['4.5 in', '114.3 mm']","['8.63 in', '219.2 mm']","['4.71 in', '119.6 mm']","['12.81 in', '325.4 mm']","['13.81 in', '350.8 mm']","['16 in', '406.4 mm']","['3.14 in', '79.7 mm']","['1.56 in', '39.6 mm']","['0.875 in', '24 mm']","['3.68 in', '93.3 mm']","['2.21 in', '56.1 mm']","['0.51 in', '12.8 mm']","['4.1 in', '108.8 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.08 in', '2.03 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']",
TAAPN18K304S,22218 ,3 1/4 in,3.937 in / 100 mm,11.25 in / 285.8 mm,11.63 in / 295.4 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 1/4 in'],['Imperial'],,['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.937 in', '100 mm']","['7.69 in', '195.3 mm']","['4.71 in', '119.6 mm']","['11.25 in', '285.8 mm']","['11.63 in', '295.4 mm']","['13.63 in', '346.2 mm']","['3.14 in', '79.8 mm']","['1.53 in', '38.9 mm']","['0.75 in', '20 mm']","['3.61 in', '91.7 mm']","['2.23 in', '56.6 mm']","['0.49 in', '12.3 mm']","['4.28 in', '108.83 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']",
TAAPA18K304S,22218 ,3 1/4 in,4 in / 101.6 mm,10 in / 254 mm,11.75 in / 298.5 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,['Mounted Bearing'],['22218'],['3 1/4 in'],['Imperial'],,['Tapered Adapter'],['Two-Bolt Pillow Block'],"['4 in', '101.6 mm']","['8 in', '203.1 mm']","['4.71 in', '119.6 mm']","['10 in', '254 mm']","['11.75 in', '298.5 mm']","['13.75 in', '349.3 mm']","['3.14 in', '79.8 mm']","['1.63 in', '41.3 mm']","['0.75 in', '20 mm']","['3.62 in', '91.9 mm']","['2.23 in', '56.6 mm']","['0.49 in', '12.3 mm']","['4.28 in', '108.83 mm']","['87200 lbf', '388000 N']","['79700 lbf', '355000 N']",['0.23'],['2.90'],['4.31'],['1400 rpm'],['2400 rpm'],['1000 rpm'],['1400 rpm'],['2000 rpm'],['1000 rpm'],"['0.083 in', '2.108 mm']","['0.0030 in', '0.076 mm']",['0.0024'],['0.0039'],"['0.0024 in', '0.060 mm']","['0.0039 in', '0.100 mm']",
