Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,LinkToPart,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension K,Dimension L,Dimension M,Dimension R,Dimension S,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QMSN18J304S,22218 ,3 1/4 in,3.94 in / 100 mm,10.98 in / 279 mm,11.5 in / 292 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn18j304s-3,Mounted Bearing,22218,3 1/4 in,Imperial,QMSN18J304SB/QMSN18J304SC/QMSN18J304SEB/QMSN18J304SEC/QMSN18J304SEM/QMSN18J304SEN/QMSN18J304SEO/QMSN18J304SET/QMSN18J304SM/QMSN18J304SN/QMSN18J304SO/QMSN18J304ST,Eccentric,Two-Bolt Pillow Block,0883450098427/0883450098434/0883450098458/0883450098465/0883450098472/0883450098489/0883450098496/0883450098502/0883450161008/0883450161367/0883450253666/0883450254052,3.94 in/100 mm,7.87 in/200 mm,4.76 in/121 mm,10.98 in/279 mm,11.5 in/292 mm,13.58 in/345 mm,3.39 in/86 mm,1.54 in/39 mm,0.75 in/20 mm,1.46 in/37 mm,4.29 in/109 mm,2.6 in/66 mm,0.28 in/7 mm,4.06 in/103 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QMSN18J307S,22218 ,3 7/16 in,4.41 in / 112 mm,11.42 in / 290 mm,12.87 in / 327 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn18j307s-3,Mounted Bearing,22218,3 7/16 in,Imperial,QMSN18J307SB/QMSN18J307SC/QMSN18J307SEB/QMSN18J307SEC/QMSN18J307SEM/QMSN18J307SEN/QMSN18J307SEO/QMSN18J307SET/QMSN18J307SM/QMSN18J307SN/QMSN18J307SO/QMSN18J307ST,Eccentric,Two-Bolt Pillow Block,0883450098526/0883450098533/0883450098557/0883450098564/0883450098571/0883450098588/0883450098595/0883450098601/0883450161039/0883450161398/0883450253697/0883450254083,4.41 in/112 mm,8.35 in/212 mm,4.76 in/121 mm,11.42 in/290 mm,12.87 in/327 mm,14.96 in/380 mm,3.39 in/86 mm,1.54 in/39 mm,0.875 in/24 mm,1.46 in/37 mm,4.29 in/109 mm,2.6 in/66 mm,0.28 in/7 mm,4.06 in/103 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QMP18J307S,22218 ,3 7/16 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmp18j307s,Mounted Bearing,22218,3 7/16 in,Imperial,QMP18J307SB/QMP18J307SC/QMP18J307SEB/QMP18J307SEC/QMP18J307SEM/QMP18J307SEN/QMP18J307SEO/QMP18J307SET/QMP18J307SM/QMP18J307SN/QMP18J307SO/QMP18J307ST,Eccentric,Two-Bolt Pillow Block,0883450082525/0883450082532/0883450082556/0883450082563/0883450082570/0883450082587/0883450082594/0883450082600/0883450154529/0883450154864/0883450249492/0883450249836,3.75 in/95.3 mm,7.69 in/195.3 mm,4.76 in/120.9 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.28 in/7.1 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QMPL18J307S,22218 ,3 7/16 in,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpl18j307s,Mounted Bearing,22218,3 7/16 in,Imperial,QMPL18J307SB/QMPL18J307SC/QMPL18J307SEB/QMPL18J307SEC/QMPL18J307SEM/QMPL18J307SEN/QMPL18J307SEO/QMPL18J307SET/QMPL18J307SM/QMPL18J307SN/QMPL18J307SO/QMPL18J307ST,Eccentric,Two-Bolt Pillow Block,0883450088725/0883450088732/0883450088756/0883450088763/0883450088770/0883450088787/0883450088794/0883450088800/0883450155205/0883450155540/0883450250177/0883450250511,3.75 in/95.3 mm,7.69 in/195.3 mm,4.76 in/120.9 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.28 in/7.1 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QMPMD18J307S,22218 ,3 7/16 in,4 in / 101.6 mm,10.32 in / 262.1 mm,11.62 in / 295.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpmd18j307s,Mounted Bearing,22218,3 7/16 in,Imperial,,Eccentric,Two-Bolt Pillow Block,,4 in/101.6 mm,7.9 in/200.7 mm,5.13 in/130.3 mm,10.32 in/262.1 mm,11.62 in/295.1 mm,14 in/355.6 mm,3.41 in/86.6 mm,2 in/50.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QMP18J308S,22218 ,3 1/2 in,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmp18j308s,Mounted Bearing,22218,3 1/2 in,Imperial,QMP18J308SB/QMP18J308SC/QMP18J308SEB/QMP18J308SEC/QMP18J308SEM/QMP18J308SEN/QMP18J308SEO/QMP18J308SET/QMP18J308SM/QMP18J308SN/QMP18J308SO/QMP18J308ST,Eccentric,Two-Bolt Pillow Block,0883450082624/0883450082631/0883450082655/0883450082662/0883450082679/0883450082686/0883450082693/0883450082709/0883450154536/0883450154871/0883450249508/0883450249843,3.75 in/95.3 mm,7.69 in/195.3 mm,4.76 in/120.9 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.28 in/7.1 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QMPL18J308S,22218 ,3 1/2 in,3.75 in / 95.3 mm,9.25 in / 235 mm,10.75 in / 273.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpl18j308s,Mounted Bearing,22218,3 1/2 in,Imperial,QMPL18J308SB/QMPL18J308SC/QMPL18J308SEB/QMPL18J308SEC/QMPL18J308SEM/QMPL18J308SEN/QMPL18J308SEO/QMPL18J308SET/QMPL18J308SM/QMPL18J308SN/QMPL18J308SO/QMPL18J308ST,Eccentric,Two-Bolt Pillow Block,0883450088824/0883450088831/0883450088855/0883450088862/0883450088879/0883450088886/0883450088893/0883450088909/0883450155212/0883450155557/0883450250184/0883450250528,3.75 in/95.3 mm,7.69 in/195.3 mm,4.76 in/120.9 mm,9.25 in/235 mm,10.75 in/273.1 mm,13 in/330.2 mm,3.41 in/86.6 mm,1.88 in/47.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.28 in/7.1 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QMPMD18J308S,22218 ,3 1/2 in,4 in / 101.6 mm,10.32 in / 262.1 mm,11.62 in / 295.1 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpmd18j308s,Mounted Bearing,22218,3 1/2 in,Imperial,,Eccentric,Two-Bolt Pillow Block,,4 in/101.6 mm,7.9 in/200.7 mm,5.13 in/130.3 mm,10.32 in/262.1 mm,11.62 in/295.1 mm,14 in/355.6 mm,3.41 in/86.6 mm,2 in/50.8 mm,0.875 in/24 mm,1.44 in/36.6 mm,4.3 in/109.2 mm,2.59 in/65.8 mm,0.27 in/6.9 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QMSN18J308S,22218 ,3 1/2 in,4.41 in / 112 mm,11.42 in / 290 mm,12.87 in / 327 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn18j308s-3,Mounted Bearing,22218,3 1/2 in,Imperial,QMSN18J308SB/QMSN18J308SC/QMSN18J308SEB/QMSN18J308SEC/QMSN18J308SEM/QMSN18J308SEN/QMSN18J308SEO/QMSN18J308SET/QMSN18J308SM/QMSN18J308SN/QMSN18J308SO/QMSN18J308ST,Eccentric,Two-Bolt Pillow Block,0883450098625/0883450098632/0883450098656/0883450098663/0883450098670/0883450098687/0883450098694/0883450098700/0883450161046/0883450161404/0883450253703/0883450254090,4.41 in/112 mm,8.35 in/212 mm,4.76 in/121 mm,11.42 in/290 mm,12.87 in/327 mm,14.96 in/380 mm,3.39 in/86 mm,1.54 in/39 mm,0.875 in/24 mm,1.46 in/37 mm,4.29 in/109 mm,2.6 in/66 mm,0.28 in/7 mm,4.06 in/103 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QMSN20J311S,22220 ,3 11/16 in,4.92 in / 125 mm,12.56 in / 319 mm,14.41 in / 366 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn20j311s-3,Mounted Bearing,22220,3 11/16 in,Imperial,QMSN20J311SB/QMSN20J311SC/QMSN20J311SEB/QMSN20J311SEC/QMSN20J311SEM/QMSN20J311SEN/QMSN20J311SEO/QMSN20J311SET/QMSN20J311SM/QMSN20J311SN/QMSN20J311SO/QMSN20J311ST,Eccentric,Two-Bolt Pillow Block,0883450098823/0883450098830/0883450098854/0883450098861/0883450098878/0883450098885/0883450098892/0883450098908/0883450161060/0883450161428/0883450253727/0883450254113,4.92 in/125 mm,9.49 in/241 mm,5.98 in/152 mm,12.56 in/319 mm,14.41 in/366 mm,16.14 in/410 mm,3.98 in/101 mm,1.97 in/50 mm,0.875 in/24 mm,1.61 in/41 mm,4.96 in/126 mm,2.95 in/75 mm,0.35 in/9 mm,4.57 in/116 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMP20J311S,22220 ,3 11/16 in,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmp20j311s,Mounted Bearing,22220,3 11/16 in,Imperial,QMP20J311SB/QMP20J311SC/QMP20J311SEB/QMP20J311SEC/QMP20J311SEM/QMP20J311SEN/QMP20J311SEO/QMP20J311SET/QMP20J311SM/QMP20J311SN/QMP20J311SO/QMP20J311ST,Eccentric,Two-Bolt Pillow Block,0883450082822/0883450082839/0883450082853/0883450082860/0883450082877/0883450082884/0883450082891/0883450082907/0883450154550/0883450154895/0883450249522/0883450249867,4.13 in/104.9 mm,8.26 in/209.8 mm,6 in/152.4 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,3.73 in/94.7 mm,2 in/50.8 mm,1 in/24 mm,1.63 in/41.4 mm,4.84 in/122.9 mm,2.96 in/75.2 mm,0.24 in/6.1 mm,4.59 in/116.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPL20J311S,22220 ,3 11/16 in,4.25 in / 108 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpl20j311s,Mounted Bearing,22220,3 11/16 in,Imperial,QMPL20J311SB/QMPL20J311SC/QMPL20J311SEB/QMPL20J311SEC/QMPL20J311SEM/QMPL20J311SEN/QMPL20J311SEO/QMPL20J311SET/QMPL20J311SM/QMPL20J311SN/QMPL20J311SO/QMPL20J311ST,Eccentric,Two-Bolt Pillow Block,0883450089029/0883450089036/0883450089050/0883450089067/0883450089074/0883450089081/0883450089098/0883450089104/0883450155236/0883450155571/0883450250207/0883450250542,4.25 in/108 mm,8.38 in/212.9 mm,6 in/152.4 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,3.73 in/94.7 mm,2.12 in/53.8 mm,1 in/24 mm,1.63 in/41.4 mm,4.84 in/122.9 mm,2.96 in/75.2 mm,0.24 in/6.1 mm,4.59 in/116.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMP20J312S,22220 ,3 3/4 in,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmp20j312s,Mounted Bearing,22220,3 3/4 in,Imperial,QMP20J312SB/QMP20J312SC/QMP20J312SEB/QMP20J312SEC/QMP20J312SEM/QMP20J312SEN/QMP20J312SEO/QMP20J312SET/QMP20J312SM/QMP20J312SN/QMP20J312SO/QMP20J312ST,Eccentric,Two-Bolt Pillow Block,0883450082921/0883450082938/0883450082952/0883450082969/0883450082976/0883450082983/0883450082990/0883450083003/0883450154567/0883450154901/0883450249539/0883450249874,4.13 in/104.9 mm,8.26 in/209.8 mm,6 in/152.4 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,3.73 in/94.7 mm,2 in/50.8 mm,1 in/24 mm,1.63 in/41.4 mm,4.84 in/122.9 mm,2.96 in/75.2 mm,0.24 in/6.1 mm,4.59 in/116.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPL20J312S,22220 ,3 3/4 in,4.25 in / 108 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpl20j312s,Mounted Bearing,22220,3 3/4 in,Imperial,QMPL20J312SB/QMPL20J312SC/QMPL20J312SEB/QMPL20J312SEC/QMPL20J312SEM/QMPL20J312SEN/QMPL20J312SEO/QMPL20J312SET/QMPL20J312SM/QMPL20J312SN/QMPL20J312SO/QMPL20J312ST,Eccentric,Two-Bolt Pillow Block,0883450089128/0883450089135/0883450089159/0883450089166/0883450089173/0883450089180/0883450089197/0883450089203/0883450155243/0883450155588/0883450250214/0883450250559,4.25 in/108 mm,8.38 in/212.9 mm,6 in/152.4 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,3.73 in/94.7 mm,2.12 in/53.8 mm,1 in/24 mm,1.63 in/41.4 mm,4.84 in/122.9 mm,2.96 in/75.2 mm,0.24 in/6.1 mm,4.59 in/116.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMSN20J312S,22220 ,3 3/4 in,4.92 in / 125 mm,12.56 in / 319 mm,14.41 in / 366 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn20j312s-3,Mounted Bearing,22220,3 3/4 in,Imperial,QMSN20J312SB/QMSN20J312SC/QMSN20J312SEB/QMSN20J312SEC/QMSN20J312SEM/QMSN20J312SEN/QMSN20J312SEO/QMSN20J312SET/QMSN20J312SM/QMSN20J312SN/QMSN20J312SO/QMSN20J312ST,Eccentric,Two-Bolt Pillow Block,0883450307062/0883450307079/0883450307086/0883450307093/0883450307109/0883450307116/0883450307123/0883450307130/0883450307147/0883450307154/0883450307161/0883450307178,4.92 in/125 mm,9.49 in/241 mm,5.98 in/152 mm,12.56 in/319 mm,14.41 in/366 mm,16.14 in/410 mm,3.98 in/101 mm,1.97 in/50 mm,0.875 in/24 mm,1.61 in/41 mm,4.96 in/126 mm,2.95 in/75 mm,0.35 in/9 mm,4.57 in/116 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMSN20J315S,22220 ,3 15/16 in,4.92 in / 125 mm,12.56 in / 319 mm,14.41 in / 366 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn20j315s-3,Mounted Bearing,22220,3 15/16 in,Imperial,QMSN20J315SB/QMSN20J315SC/QMSN20J315SEB/QMSN20J315SEC/QMSN20J315SEM/QMSN20J315SEN/QMSN20J315SEO/QMSN20J315SET/QMSN20J315SM/QMSN20J315SN/QMSN20J315SO/QMSN20J315ST,Eccentric,Two-Bolt Pillow Block,0883450098922/0883450098939/0883450098953/0883450098960/0883450098977/0883450098984/0883450098991/0883450099004/0883450161077/0883450161435/0883450253734/0883450254120,4.92 in/125 mm,9.49 in/241 mm,5.98 in/152 mm,12.56 in/319 mm,14.41 in/366 mm,16.14 in/410 mm,3.98 in/101 mm,1.97 in/50 mm,0.875 in/24 mm,1.61 in/41 mm,4.96 in/126 mm,2.95 in/75 mm,0.35 in/9 mm,4.57 in/116 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMP20J315S,22220 ,3 15/16 in,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmp20j315s,Mounted Bearing,22220,3 15/16 in,Imperial,QMP20J315SB/QMP20J315SC/QMP20J315SEB/QMP20J315SEC/QMP20J315SEM/QMP20J315SEN/QMP20J315SEO/QMP20J315SET/QMP20J315SM/QMP20J315SN/QMP20J315SO/QMP20J315ST,Eccentric,Two-Bolt Pillow Block,0883450083027/0883450083034/0883450083058/0883450083065/0883450083072/0883450083089/0883450083096/0883450083102/0883450154574/0883450154918/0883450249546/0883450249881,4.13 in/104.9 mm,8.26 in/209.8 mm,6 in/152.4 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,3.73 in/94.7 mm,2 in/50.8 mm,1 in/24 mm,1.63 in/41.4 mm,4.84 in/122.9 mm,2.96 in/75.2 mm,0.24 in/6.1 mm,4.59 in/116.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPL20J315S,22220 ,3 15/16 in,4.25 in / 108 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpl20j315s,Mounted Bearing,22220,3 15/16 in,Imperial,QMPL20J315SB/QMPL20J315SC/QMPL20J315SEB/QMPL20J315SEC/QMPL20J315SEM/QMPL20J315SEN/QMPL20J315SEO/QMPL20J315SET/QMPL20J315SM/QMPL20J315SN/QMPL20J315SO/QMPL20J315ST,Eccentric,Two-Bolt Pillow Block,0883450089227/0883450089234/0883450089258/0883450089265/0883450089272/0883450089289/0883450089296/0883450089302/0883450155250/0883450155595/0883450250221/0883450250566,4.25 in/108 mm,8.38 in/212.9 mm,6 in/152.4 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,3.73 in/94.7 mm,2.12 in/53.8 mm,1 in/24 mm,1.63 in/41.4 mm,4.84 in/122.9 mm,2.96 in/75.2 mm,0.24 in/6.1 mm,4.59 in/116.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMP20J400S,22220 ,4 in,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmp20j400s,Mounted Bearing,22220,4 in,Imperial,QMP20J400SB/QMP20J400SC/QMP20J400SEB/QMP20J400SEC/QMP20J400SEM/QMP20J400SEN/QMP20J400SEO/QMP20J400SET/QMP20J400SM/QMP20J400SN/QMP20J400SO/QMP20J400ST,Eccentric,Two-Bolt Pillow Block,0883450083126/0883450083133/0883450083157/0883450083164/0883450083171/0883450083188/0883450083195/0883450083201/0883450154581/0883450154925/0883450249553/0883450249898,4.13 in/104.9 mm,8.26 in/209.8 mm,6 in/152.4 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,3.73 in/94.7 mm,2 in/50.8 mm,1 in/24 mm,1.63 in/41.4 mm,4.84 in/122.9 mm,2.96 in/75.2 mm,0.24 in/6.1 mm,4.59 in/116.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPL20J400S,22220 ,4 in,4.25 in / 108 mm,10.04 in / 255 mm,12.6 in / 320 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpl20j400s,Mounted Bearing,22220,4 in,Imperial,QMPL20J400SB/QMPL20J400SC/QMPL20J400SEB/QMPL20J400SEC/QMPL20J400SEM/QMPL20J400SEN/QMPL20J400SEO/QMPL20J400SET/QMPL20J400SM/QMPL20J400SN/QMPL20J400SO/QMPL20J400ST,Eccentric,Two-Bolt Pillow Block,0883450089326/0883450089333/0883450089357/0883450089364/0883450089371/0883450089388/0883450089395/0883450089401/0883450155267/0883450155601/0883450250238/0883450250573,4.25 in/108 mm,8.38 in/212.9 mm,6 in/152.4 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,3.73 in/94.7 mm,2.12 in/53.8 mm,1 in/24 mm,1.63 in/41.4 mm,4.84 in/122.9 mm,2.96 in/75.2 mm,0.24 in/6.1 mm,4.59 in/116.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
