Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RVV,Dimension SVV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVVPF19V080S,22219 ,80 mm,3.75 in / 95.3 mm,8.88 in / 225.6 mm,10.88 in / 276.4 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,80 mm,Metric,QVVPF19V080SB/QVVPF19V080SC/QVVPF19V080SEB/QVVPF19V080SEC/QVVPF19V080SEM/QVVPF19V080SEN/QVVPF19V080SEO/QVVPF19V080SET/QVVPF19V080SM/QVVPF19V080SN/QVVPF19V080SO/QVVPF19V080ST,Double V-Lock,Four-Bolt Pillow Block,0883450173872/0883450174060/0883450174251/0883450174336/0883450174527/0883450174718/0883450203883/0883450204262/0883450216302/0883450216685/0883450228725/0883450229104,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,8.88 in/225.6 mm,10.88 in/276.4 mm,2 in/50.8 mm,12.3 in/312.4 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.19 in/106.4 mm,0.57 in/14.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPH20V080S,22220 ,80 mm,4.5 in / 114.3 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,80 mm,Metric,QVVPH20V080SB/QVVPH20V080SC/QVVPH20V080SEB/QVVPH20V080SEC/QVVPH20V080SEM/QVVPH20V080SEN/QVVPH20V080SEO/QVVPH20V080SET/QVVPH20V080SM/QVVPH20V080SN/QVVPH20V080SO/QVVPH20V080ST,Double V-Lock,Four-Bolt Pillow Block,0883450148719/0883450148948/0883450153409/0883450153553/0883450176392/0883450176590/0883450185608/0883450185752/0883450279154/0883450279307/0883450283359/0883450283502,4.5 in/114.3 mm,8.54 in/216.9 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2.38 in/60.5 mm,15 in/381 mm,4.31 in/109.5 mm,1.65 in/41.9 mm,0.75 in/20 mm,4.47 in/113.5 mm,0.44 in/11.2 mm,4.63 in/117.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.109 mm,0.0055 in/0.140 mm
QVVPR19V080S,22219 ,80 mm,3.75 in / 95.3 mm,9.25 in / 235 mm,11.25 in / 285.8 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,80 mm,Metric,QVVPR19V080SB/QVVPR19V080SC/QVVPR19V080SEB/QVVPR19V080SEC/QVVPR19V080SEM/QVVPR19V080SEN/QVVPR19V080SEO/QVVPR19V080SET/QVVPR19V080SM/QVVPR19V080SN/QVVPR19V080SO/QVVPR19V080ST,Double V-Lock,Four-Bolt Pillow Block,0883450175777/0883450175968/0883450176156/0883450176231/0883450176422/0883450176613/0883450204613/0883450204934/0883450217033/0883450217354/0883450229456/0883450229777,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,11.25 in/285.8 mm,2.38 in/60.5 mm,13.63 in/346.2 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.19 in/106.4 mm,0.57 in/14.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPK20V080S,22220 ,80 mm,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,80 mm,Metric,QVVPK20V080SB/QVVPK20V080SC/QVVPK20V080SEB/QVVPK20V080SEC/QVVPK20V080SEM/QVVPK20V080SEN/QVVPK20V080SEO/QVVPK20V080SET/QVVPK20V080SM/QVVPK20V080SN/QVVPK20V080SO/QVVPK20V080ST,Double V-Lock,Four-Bolt Pillow Block,0883450149495/0883450149648/0883450153928/0883450154017/0883450177016/0883450177108/0883450187046/0883450187213/0883450279673/0883450279765/0883450283878/0883450283960,5 in/127 mm,9.44 in/239.8 mm,4.9 in/124.5 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,5.07 in/128.8 mm,0.35 in/8.9 mm,4.63 in/117.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.109 mm,0.0055 in/0.140 mm
QVVPX19V080S,22219 ,80 mm,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,80 mm,Metric,QVVPX19V080SB/QVVPX19V080SC/QVVPX19V080SEB/QVVPX19V080SEC/QVVPX19V080SEM/QVVPX19V080SEN/QVVPX19V080SEO/QVVPX19V080SET/QVVPX19V080SM/QVVPX19V080SN/QVVPX19V080SO/QVVPX19V080ST,Double V-Lock,Four-Bolt Pillow Block,0883450371599/0883450371605/0883450371612/0883450371629/0883450371636/0883450371643/0883450371650/0883450371667/0883450371674/0883450371681/0883450371698/0883450371704,4 in/101.6 mm,7.92 in/201.2 mm,4.9 in/124.5 mm,10.81 in/274.6 mm,12.19 in/309.6 mm,3 in/76.2 mm,15 in/381 mm,4.75 in/120.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,4.69 in/119.1 mm,0.57 in/14.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPG19V080S,22219 ,80 mm,3.94 in / 100 mm,11.13 in / 282.7 mm,11.75 in / 298.5 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,80 mm,Metric,QVVPG19V080SB/QVVPG19V080SC/QVVPG19V080SEB/QVVPG19V080SEC/QVVPG19V080SEM/QVVPG19V080SEN/QVVPG19V080SEO/QVVPG19V080SET/QVVPG19V080SM/QVVPG19V080SN/QVVPG19V080SO/QVVPG19V080ST,Double V-Lock,Four-Bolt Pillow Block,883450424769/883450424776/883450424783/883450424790/883450424806/883450424813/883450424820/883450424837/883450424844/883450424851/883450424868/883450424875,3.94 in/100 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,11.13 in/282.7 mm,11.75 in/298.5 mm,1.97 in/50 mm,13.58 in/344.9 mm,3.94 in/100.1 mm,1.56 in/39.6 mm,0.625 in/20 mm,4.3 in/109.2 mm,0.76 in/19.3 mm,4.65 in/118.1 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPH19V080S,22219 ,80 mm,4 in / 101.6 mm,10 in / 254 mm,11.75 in / 298.5 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,80 mm,Metric,QVVPH19V080SB/QVVPH19V080SC/QVVPH19V080SEB/QVVPH19V080SEC/QVVPH19V080SEM/QVVPH19V080SEN/QVVPH19V080SEO/QVVPH19V080SET/QVVPH19V080SM/QVVPH19V080SN/QVVPH19V080SO/QVVPH19V080ST,Double V-Lock,Four-Bolt Pillow Block,883450564595/883450564601/883450585958/883450585965/883450585972/883450585989/883450585996/883450586009/883450586016/883450586023/883450586030/883450586047,4 in/101.6 mm,7.96 in/202.2 mm,4.9 in/124.5 mm,10 in/254 mm,11.75 in/298.5 mm,2.13 in/54.1 mm,13.75 in/349.3 mm,3.88 in/98.4 mm,1.63 in/41.3 mm,0.625 in/16 mm,4.18 in/106.3 mm,0.68 in/17.2 mm,4.49 in/114.1 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPF19V085S,22219 ,85 mm,3.75 in / 95.3 mm,8.88 in / 225.6 mm,10.88 in / 276.4 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,85 mm,Metric,QVVPF19V085SB/QVVPF19V085SC/QVVPF19V085SEB/QVVPF19V085SEC/QVVPF19V085SEM/QVVPF19V085SEN/QVVPF19V085SEO/QVVPF19V085SET/QVVPF19V085SM/QVVPF19V085SN/QVVPF19V085SO/QVVPF19V085ST,Double V-Lock,Four-Bolt Pillow Block,0883450088947/0883450089319/0883450100328/0883450100656/0883450108584/0883450108690/0883450116114/0883450116183/0883450130769/0883450130837/0883450139250/0883450139328,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,8.88 in/225.6 mm,10.88 in/276.4 mm,2 in/50.8 mm,12.3 in/312.4 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.19 in/106.4 mm,0.57 in/14.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPH20V085S,22220 ,85 mm,4.5 in / 114.3 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,85 mm,Metric,QVVPH20V085SB/QVVPH20V085SC/QVVPH20V085SEB/QVVPH20V085SEC/QVVPH20V085SEM/QVVPH20V085SEN/QVVPH20V085SEO/QVVPH20V085SET/QVVPH20V085SM/QVVPH20V085SN/QVVPH20V085SO/QVVPH20V085ST,Double V-Lock,Four-Bolt Pillow Block,0883450148726/0883450148955/0883450153416/0883450153560/0883450176408/0883450176651/0883450185615/0883450185769/0883450279161/0883450279314/0883450283366/0883450283519,4.5 in/114.3 mm,8.54 in/216.9 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2.38 in/60.5 mm,15 in/381 mm,4.31 in/109.5 mm,1.65 in/41.9 mm,0.75 in/20 mm,4.47 in/113.5 mm,0.44 in/11.2 mm,4.63 in/117.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.109 mm,0.0055 in/0.140 mm
QVVPR19V085S,22219 ,85 mm,3.75 in / 95.3 mm,9.25 in / 235 mm,11.25 in / 285.8 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,85 mm,Metric,QVVPR19V085SB/QVVPR19V085SC/QVVPR19V085SEB/QVVPR19V085SEC/QVVPR19V085SEM/QVVPR19V085SEN/QVVPR19V085SEO/QVVPR19V085SET/QVVPR19V085SM/QVVPR19V085SN/QVVPR19V085SO/QVVPR19V085ST,Double V-Lock,Four-Bolt Pillow Block,0883450089715/0883450089814/0883450101059/0883450101158/0883450108812/0883450108843/0883450116466/0883450116565/0883450130912/0883450130936/0883450139403/0883450139427,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,11.25 in/285.8 mm,2.38 in/60.5 mm,13.63 in/346.2 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.19 in/106.4 mm,0.57 in/14.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPK20V085S,22220 ,85 mm,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,85 mm,Metric,QVVPK20V085SB/QVVPK20V085SC/QVVPK20V085SEB/QVVPK20V085SEC/QVVPK20V085SEM/QVVPK20V085SEN/QVVPK20V085SEO/QVVPK20V085SET/QVVPK20V085SM/QVVPK20V085SN/QVVPK20V085SO/QVVPK20V085ST,Double V-Lock,Four-Bolt Pillow Block,0883450149525/0883450149655/0883450153935/0883450154024/0883450177023/0883450177115/0883450187053/0883450187220/0883450279680/0883450279772/0883450283885/0883450283977,5 in/127 mm,9.44 in/239.8 mm,4.9 in/124.5 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,5.07 in/128.8 mm,0.35 in/8.9 mm,4.63 in/117.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.109 mm,0.0055 in/0.140 mm
QVVPX19V085S,22219 ,85 mm,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,85 mm,Metric,QVVPX19V085SB/QVVPX19V085SC/QVVPX19V085SEB/QVVPX19V085SEC/QVVPX19V085SEM/QVVPX19V085SEN/QVVPX19V085SEO/QVVPX19V085SET/QVVPX19V085SM/QVVPX19V085SN/QVVPX19V085SO/QVVPX19V085ST,Double V-Lock,Four-Bolt Pillow Block,0883450371711/0883450371728/0883450371735/0883450371742/0883450371759/0883450371766/0883450371773/0883450371780/0883450371797/0883450371803/0883450371810/0883450371827,4 in/101.6 mm,7.92 in/201.2 mm,4.9 in/124.5 mm,10.81 in/274.6 mm,12.19 in/309.6 mm,3 in/76.2 mm,15 in/381 mm,4.75 in/120.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,4.69 in/119.1 mm,0.57 in/14.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPG19V085S,22219 ,85 mm,3.94 in / 100 mm,11.13 in / 282.7 mm,11.75 in / 298.5 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,85 mm,Metric,QVVPG19V085SB/QVVPG19V085SC/QVVPG19V085SEB/QVVPG19V085SEC/QVVPG19V085SEM/QVVPG19V085SEN/QVVPG19V085SEO/QVVPG19V085SET/QVVPG19V085SM/QVVPG19V085SN/QVVPG19V085SO/QVVPG19V085ST,Double V-Lock,Four-Bolt Pillow Block,883450424882/883450424899/883450424905/883450424912/883450424929/883450424936/883450424943/883450424950/883450424967/883450424974/883450424981/883450424998,3.94 in/100 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,11.13 in/282.7 mm,11.75 in/298.5 mm,1.97 in/50 mm,13.58 in/344.9 mm,3.94 in/100.1 mm,1.56 in/39.6 mm,0.625 in/20 mm,4.3 in/109.2 mm,0.76 in/19.3 mm,4.65 in/118.1 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPF19V090S,22219 ,90 mm,3.75 in / 95.3 mm,8.88 in / 225.6 mm,10.88 in / 276.4 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,90 mm,Metric,QVVPF19V090SB/QVVPF19V090SC/QVVPF19V090SEB/QVVPF19V090SEC/QVVPF19V090SEM/QVVPF19V090SEN/QVVPF19V090SEO/QVVPF19V090SET/QVVPF19V090SM/QVVPF19V090SN/QVVPF19V090SO/QVVPF19V090ST,Double V-Lock,Four-Bolt Pillow Block,0883450173902/0883450174091/0883450174282/0883450174367/0883450174558/0883450174749/0883450203913/0883450204293/0883450216333/0883450216715/0883450228756/0883450229135,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,8.88 in/225.6 mm,10.88 in/276.4 mm,2 in/50.8 mm,12.3 in/312.4 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.19 in/106.4 mm,0.57 in/14.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPG20V090S,22220 ,90 mm,4.41 in / 112 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,90 mm,Metric,QVVPG20V090SB/QVVPG20V090SC/QVVPG20V090SEB/QVVPG20V090SEC/QVVPG20V090SEM/QVVPG20V090SEN/QVVPG20V090SEO/QVVPG20V090SET/QVVPG20V090SM/QVVPG20V090SN/QVVPG20V090SO/QVVPG20V090ST,Double V-Lock,Four-Bolt Pillow Block,0883450075923/0883450075930/0883450208888/0883450209038/0883450221313/0883450221467/0883450233743/0883450233897/0883450242486/0883450242639/0883450247443/0883450247597,4.41 in/112 mm,8.45 in/214.6 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2.38 in/60.5 mm,15 in/381 mm,4.31 in/109.5 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.47 in/113.5 mm,0.44 in/11.2 mm,4.63 in/117.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.109 mm,0.0055 in/0.140 mm
QVVPH20V090S,22220 ,90 mm,4.5 in / 114.3 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,90 mm,Metric,QVVPH20V090SB/QVVPH20V090SC/QVVPH20V090SEB/QVVPH20V090SEC/QVVPH20V090SEM/QVVPH20V090SEN/QVVPH20V090SEO/QVVPH20V090SET/QVVPH20V090SM/QVVPH20V090SN/QVVPH20V090SO/QVVPH20V090ST,Double V-Lock,Four-Bolt Pillow Block,0883450076265/0883450076272/0883450209182/0883450209335/0883450221610/0883450221764/0883450234047/0883450234191/0883450242783/0883450242936/0883450247740/0883450247894,4.5 in/114.3 mm,8.54 in/216.9 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2.38 in/60.5 mm,15 in/381 mm,4.31 in/109.5 mm,1.65 in/41.9 mm,0.75 in/20 mm,4.47 in/113.5 mm,0.44 in/11.2 mm,4.63 in/117.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.109 mm,0.0055 in/0.140 mm
QVVPR19V090S,22219 ,90 mm,3.75 in / 95.3 mm,9.25 in / 235 mm,11.25 in / 285.8 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,90 mm,Metric,QVVPR19V090SB/QVVPR19V090SC/QVVPR19V090SEB/QVVPR19V090SEC/QVVPR19V090SEM/QVVPR19V090SEN/QVVPR19V090SEO/QVVPR19V090SET/QVVPR19V090SM/QVVPR19V090SN/QVVPR19V090SO/QVVPR19V090ST,Double V-Lock,Four-Bolt Pillow Block,0883450175807/0883450175999/0883450176187/0883450176262/0883450176453/0883450176644/0883450204644/0883450204965/0883450217064/0883450217385/0883450229487/0883450229807,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,11.25 in/285.8 mm,2.38 in/60.5 mm,13.63 in/346.2 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.19 in/106.4 mm,0.57 in/14.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPK20V090S,22220 ,90 mm,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,90 mm,Metric,QVVPK20V090SB/QVVPK20V090SC/QVVPK20V090SEB/QVVPK20V090SEC/QVVPK20V090SEM/QVVPK20V090SEN/QVVPK20V090SEO/QVVPK20V090SET/QVVPK20V090SM/QVVPK20V090SN/QVVPK20V090SO/QVVPK20V090ST,Double V-Lock,Four-Bolt Pillow Block,0883450076944/0883450077019/0883450209564/0883450209717/0883450221993/0883450222143/0883450234481/0883450234634/0883450243162/0883450243315/0883450248129/0883450248273,5 in/127 mm,9.44 in/239.8 mm,4.9 in/124.5 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,5.07 in/128.8 mm,0.35 in/8.9 mm,4.63 in/117.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.109 mm,0.0055 in/0.140 mm
QVVPX19V090S,22219 ,90 mm,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,90 mm,Metric,QVVPX19V090SB/QVVPX19V090SC/QVVPX19V090SEB/QVVPX19V090SEC/QVVPX19V090SEM/QVVPX19V090SEN/QVVPX19V090SEO/QVVPX19V090SET/QVVPX19V090SM/QVVPX19V090SN/QVVPX19V090SO/QVVPX19V090ST,Double V-Lock,Four-Bolt Pillow Block,0883450371834/0883450371841/0883450371858/0883450371865/0883450371872/0883450371889/0883450371896/0883450371902/0883450371919/0883450371926/0883450371933/0883450371940,4 in/101.6 mm,7.92 in/201.2 mm,4.9 in/124.5 mm,10.81 in/274.6 mm,12.19 in/309.6 mm,3 in/76.2 mm,15 in/381 mm,4.75 in/120.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,4.69 in/119.1 mm,0.57 in/14.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPF22V100S,22222 ,100 mm,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,QVVPF22V100SB/QVVPF22V100SC/QVVPF22V100SEB/QVVPF22V100SEC/QVVPF22V100SEM/QVVPF22V100SEN/QVVPF22V100SEO/QVVPF22V100SET/QVVPF22V100SM/QVVPF22V100SN/QVVPF22V100SO/QVVPF22V100ST,Double V-Lock,Four-Bolt Pillow Block,0883450173933/0883450174121/0883450174312/0883450174398/0883450174589/0883450174770/0883450203944/0883450204323/0883450216364/0883450216746/0883450228787/0883450229166,4.25 in/108 mm,8.78 in/223 mm,5.5 in/139.7 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,4.72 in/119.9 mm,0.58 in/14.7 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPG22V100S,22222 ,100 mm,4.92 in / 125 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,QVVPG22V100SB/QVVPG22V100SC/QVVPG22V100SEB/QVVPG22V100SEC/QVVPG22V100SEM/QVVPG22V100SEN/QVVPG22V100SEO/QVVPG22V100SET/QVVPG22V100SM/QVVPG22V100SN/QVVPG22V100SO/QVVPG22V100ST,Double V-Lock,Four-Bolt Pillow Block,0883450075985/0883450075992/0883450208918/0883450209069/0883450221344/0883450221498/0883450233774/0883450233927/0883450242516/0883450242660/0883450247474/0883450247627,4.92 in/125 mm,9.38 in/238.3 mm,5.5 in/139.7 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.75 in/44.5 mm,0.75 in/20 mm,4.94 in/125.5 mm,0.57 in/14.5 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
